,Book Author,Book Owner,Publication Year
553,Albert de Rochas d'Aiglun  ,W.B. Yeats,1912
554,John Rodker  ,W.B. Yeats,1913
555,Romain Rolland  ,W.B. Yeats,1918
556,Georg von Rosen  ,W.B. Yeats,1910
557,Richard Valentine Williams  ,W.B. Yeats,1918
558,Archibald George Blomefield Russell  ,W.B. Yeats,1912
559,George William Russell  ,W.B. Yeats,1913
560,Ernest Law,James Joyce,1910
561,Esther Hallam Moorhouse Meynell,James Joyce,1911
562,R. Barry O'Brien,James Joyce,1910
563,Katherine O'Shea,James Joyce,1914
564,William Peacock,James Joyce,1912
565,Georges Polti,James Joyce,1912
566,Walter Alexander Raleigh,James Joyce,1911
567,Maud Stepney Rawson,James Joyce,1911
568,George Saintsbury,James Joyce,1912
569,Richard Wagner,James Joyce,1910
570,John Dover Wilson,James Joyce,1911
571,John George Wood,James Joyce,1912
572,P Berger  ,W.B. Yeats,1914
573,Joseph Conrad              ,e.e. cummings,1916
574,Paul Joanne              ,e.e. cummings,1911
575,Carl Sandburg              ,e.e. cummings,1916
576,Robert Browning  ,W.B. Yeats,1919
577,Michael Bryan  ,W.B. Yeats,1919
578,Samuel Burdy  ,W.B. Yeats,1914
579,Baroness Winifred Anne Henrietta Christine Herbert Gardner Burghclere  ,W.B. Yeats,1912
580,J. B. Bury  ,W.B. Yeats,1911
581,Adeline M. Butterworth  ,W.B. Yeats,1911
582,Witter Bynner  ,W.B. Yeats,1919
583,Edward Calvert  ,W.B. Yeats,1913
584,Wildon Carr  ,W.B. Yeats,1917
585,Unknown Christie  ,W.B. Yeats,1916
586,Guido Cavalcanti  ,W.B. Yeats,1913
587,Guido Cavalcanti  ,W.B. Yeats,1912
588,Benvenuto Cellini  ,W.B. Yeats,1911
589,David Patrick  ,W.B. Yeats,1912
590,Assistant Editor of Chambers&#039;s Encyclopaedia. Thomas Davidson  ,W.B. Yeats,1914
591,Anton Chekhov  ,W.B. Yeats,1915
592,Sheldon Cheney  ,W.B. Yeats,1914
593,Austin Clarke  ,W.B. Yeats,1917
594,[N.auth]  ,W.B. Yeats,1915
595,Paul Claudel  ,W.B. Yeats,1917
596,Paul Claudel  ,W.B. Yeats,1915
597,Samuel Taylor Coleridge  ,W.B. Yeats,1911
598,Charles Frederick Tucker Brooke  ,W.B. Yeats,1915
599,James B. Connolly  ,W.B. Yeats,1916
600,Joseph Conrad  ,W.B. Yeats,1918
601,Edward Gordon Craig  ,W.B. Yeats,1913
602,Benedetto Croce  ,W.B. Yeats,1917
603,Benedetto Croce  ,W.B. Yeats,1913
604,Benedetto Croce  ,W.B. Yeats,1913
605,Benedetto Croce  ,W.B. Yeats,1915
606,Cuala Press  ,W.B. Yeats,1914
607,Franz Cumont  ,W.B. Yeats,1912
608,Ivan Mestrovic  ,W.B. Yeats,1919
609,Thomas H. Dickinson              ,e.e. cummings,1916
610,Herbert Allen Giles              ,e.e. cummings,1911
611,Juan Eugenio Hartzenbusch              ,e.e. cummings,1911
612,O. M. Dalton  ,W.B. Yeats,1911
613,Elizabeth Bridges Daryush  ,W.B. Yeats,1912
614,William Henry Davies  ,W.B. Yeats,1916
615,Thomas Osborne Davis  ,W.B. Yeats,1914
616,Walter De la Mare  ,W.B. Yeats,1916
617,Walter De la Mare  ,W.B. Yeats,1916
618,Rev. T. Dempsey  ,W.B. Yeats,1918
619,James Henry Cousins  ,W.B. Yeats,1915
620,John Donne  ,W.B. Yeats,1912
621,H. D.  ,W.B. Yeats,1916
622,John Drinkwater  ,W.B. Yeats,1911
623,John Drinkwater  ,W.B. Yeats,1912
624,John Drinkwater  ,W.B. Yeats,1911
625,John Drinkwater  ,W.B. Yeats,1914
626,John Drinkwater  ,W.B. Yeats,1916
627,John Drinkwater  ,W.B. Yeats,1915
628,John Masefield              ,e.e. cummings,1911
629,Euripides              ,e.e. cummings,1917
630,Alfred Tennyson Tennyson              ,e.e. cummings,1911
631,Algernon Charles Swinburne              ,e.e. cummings,1910
632,Edgar Allan Poe              ,e.e. cummings,1910
633,Josiah Royce              ,e.e. cummings,1914
634,Kenk_ Yoshida  ,W.B. Yeats,1914
635,Charles. Sheldon              ,e.e. cummings,1912
636,nan,e.e. cummings,1916
637,W. B Yeats              ,e.e. cummings,1914
638,J M Synge              ,e.e. cummings,1911
639,William Shakespeare              ,e.e. cummings,1918
640,J H. Fabre              ,e.e. cummings,1913
641,James H. Worman              ,e.e. cummings,1916
642,W.B. Yeats              ,e.e. cummings,1916
643,Anatole France              ,e.e. cummings,1914
644,Ezra Pound              ,e.e. cummings,1913
645,Edward Cummings              ,e.e. cummings,1913
646,Edward Cummings              ,e.e. cummings,1917
647,Royce. Josiah. 1855-1916.              ,e.e. cummings,1913
648,Ezra Pound              ,e.e. cummings,1917
649,Robert Seymour Bridges              ,e.e. cummings,1913
650,nan,e.e. cummings,1912
651,Léon Daudet              ,e.e. cummings,1918
652,William Wordsworth              ,e.e. cummings,1911
653,Emily Dickinson              ,e.e. cummings,1913
654,Emily Dickinson              ,e.e. cummings,1914
655,Jules Claretie              ,e.e. cummings,1911
656,August Strindberg              ,e.e. cummings,1912
657,Rose Fay Thomas              ,e.e. cummings,1915
658,W. Somerset Maugham              ,e.e. cummings,1915
659,Alfred Kreymborg              ,e.e. cummings,1916
660,Robert Frost              ,e.e. cummings,1915
661,Sophocles              ,e.e. cummings,1911
662,nan,e.e. cummings,1919
663,Arthur Waley              ,e.e. cummings,1919
664,Willard Huntington Wright              ,e.e. cummings,1915
665,Karl Marx              ,e.e. cummings,1910
666,Thomas Hardy              ,e.e. cummings,1917
667,Guy de Maupassant              ,e.e. cummings,1917
668,F. W. Bain              ,e.e. cummings,1917
669,Edward Cummings              ,e.e. cummings,1919
670,Joseph Fred Hall              ,e.e. cummings,1915
671,Juvenal.              ,e.e. cummings,1918
672,Ernest Hatch Wilkins              ,e.e. cummings,1912
673,nan,e.e. cummings,1917
674,Fyodor Dostoyevsky              ,e.e. cummings,1917
675,C. H. C. Wright              ,e.e. cummings,1912
676,Charles Hugo              ,e.e. cummings,1918
677,nan,e.e. cummings,1913
678,nan,e.e. cummings,1910
679,Salomon Isaac Luboff              ,e.e. cummings,1918
680,J. Estlin Carpenter              ,e.e. cummings,1911
681,Walter Pater              ,e.e. cummings,1918
682,W. H. Hudson              ,e.e. cummings,1916
683,George Moore              ,e.e. cummings,1911
684,Ezra Pound              ,e.e. cummings,1916
685,Apuleius              ,e.e. cummings,1915
686,Margaret Armstrong              ,e.e. cummings,1915
687,Sidney Lewis Gulick              ,e.e. cummings,1915
688,nan,e.e. cummings,1910
689,Henry Adams              ,e.e. cummings,1918
690,Madame de Staël              ,e.e. cummings,1917
691,Marcel Proust              ,e.e. cummings,1919
692,James Joyce              ,e.e. cummings,1917
693,Adelardo López de Ayala              ,e.e. cummings,1911
694,Robert C. Smith  ,W.B. Yeats,1916
695,Robert Bridges  ,W.B. Yeats,1916
696,British Museum  ,W.B. Yeats,1910
697,Rupert Brooke  ,W.B. Yeats,1911
698,George William Russell  ,W.B. Yeats,1918
699,George William Russell  ,W.B. Yeats,1916
700,George William Russell  ,W.B. Yeats,1917
701,George William Russell  ,W.B. Yeats,1917
702,George Santayana  ,W.B. Yeats,1913
703,Sepharial  ,W.B. Yeats,1918
704,Sepharial  ,W.B. Yeats,1915
705,Sepharial  ,W.B. Yeats,1915
706,Sepharial  ,W.B. Yeats,1917
707,[N.auth]  ,W.B. Yeats,1911
708,William Shakespeare  ,W.B. Yeats,1912
709,Bernard Shaw  ,W.B. Yeats,1914
710,Percy Bysshe Shelley  ,W.B. Yeats,1918
711,Percy Bysshe Shelley  ,W.B. Yeats,1911
712,Percy Bysshe Shelley  ,W.B. Yeats,1914
713,Frank Sidgwick  ,W.B. Yeats,1912
714,Sir Philip Sidney  ,W.B. Yeats,1910
715,Dora Sigerson Shorter  ,W.B. Yeats,1916
716,[N.auth]  ,W.B. Yeats,1917
717,Sacheverell Sitwell  ,W.B. Yeats,1918
718,Sir Grafton Elliot Smith  ,W.B. Yeats,1919
719,Vladimir Sergeyevich Solovyov  ,W.B. Yeats,1918
720,Sophocles.  ,W.B. Yeats,1911
721,Sir John Collings Squire  ,W.B. Yeats,1919
722,Sir John Collings Squire  ,W.B. Yeats,1917
723,Sir John Collings Squire  ,W.B. Yeats,1916
724,James Stephens  ,W.B. Yeats,1913
725,James Stephens  ,W.B. Yeats,1914
726,James Stephens  ,W.B. Yeats,1912
727,James Stephens  ,W.B. Yeats,1918
728,James Stephens  ,W.B. Yeats,1915
729,Margaret Stokes  ,W.B. Yeats,1911
730,Euge_nie Strong  ,W.B. Yeats,1915
731,Frank Pearce Sturm  ,W.B. Yeats,1918
732,Emanuel Swedenborg  ,W.B. Yeats,1912
733,Arthur Symons  ,W.B. Yeats,1913
734,Arthur Symons  ,W.B. Yeats,1919
735,J. M. Synge  ,W.B. Yeats,1911
736,J. M. Synge  ,W.B. Yeats,1910
737,Rabindranath Tagore  ,W.B. Yeats,1913
738,Rabindranath Tagore  ,W.B. Yeats,1917
739,Rabindranath Tagore  ,W.B. Yeats,1916
740,Rabindranath Tagore  ,W.B. Yeats,1913
741,Rabindranath Tagore  ,W.B. Yeats,1912
742,Rabindranath Tagore  ,W.B. Yeats,1919
743,Rabindranath Tagore  ,W.B. Yeats,1914
744,Rabindranath Tagore  ,W.B. Yeats,1918
745,Rabindranath Tagore  ,W.B. Yeats,1918
746,Rabindranath Tagore  ,W.B. Yeats,1917
747,Rabindranath Tagore  ,W.B. Yeats,1917
748,Rabindranath Tagore  ,W.B. Yeats,1918
749,Rabindranath Tagore  ,W.B. Yeats,1917
750,Rabindranath Tagore  ,W.B. Yeats,1917
751,Rabindranath Tagore  ,W.B. Yeats,1914
752,Rabindranath Tagore  ,W.B. Yeats,1917
753,Rabindranath Tagore  ,W.B. Yeats,1913
754,Rabindranath Tagore  ,W.B. Yeats,1916
755,Rabindranath Tagore  ,W.B. Yeats,1917
756,James Edward Talmage  ,W.B. Yeats,1917
757,John George Woodcroft  ,W.B. Yeats,1913
758,George Robert Stirling Taylor  ,W.B. Yeats,1911
759,of Avila Teresa  ,W.B. Yeats,1913
760,of Avila Teresa  ,W.B. Yeats,1911
761,of Avila Teresa  ,W.B. Yeats,1913
762,Ratan Devi_  ,W.B. Yeats,1913
763,Francis Thompson  ,W.B. Yeats,1913
764,Francis Thompson  ,W.B. Yeats,1913
765,W. J. Turner  ,W.B. Yeats,1918
766,Katharine Tynan  ,W.B. Yeats,1914
767,Henry Vaughan  ,W.B. Yeats,1914
768,Emile Verhaeren  ,W.B. Yeats,1916
769,Ananda Kentish Coomaraswamy  ,W.B. Yeats,1915
770,Francis Vielé-Griffin  ,W.B. Yeats,1911
771,Herbert T. Waite  ,W.B. Yeats,1917
772,Richard Ward  ,W.B. Yeats,1911
773,Nesta H Webster  ,W.B. Yeats,1919
774,Warre Bradley Wells  ,W.B. Yeats,1917
775,Walter Yeeling Evans Wentz  ,W.B. Yeats,1911
776,Edith Sitwell  ,W.B. Yeats,1916
777,Joseph H. Wicksteed  ,W.B. Yeats,1910
778,Oscar Wilde  ,W.B. Yeats,1917
779,[N.auth]  ,W.B. Yeats,1915
780,R. L. Hobson  ,W.B. Yeats,1914
781,Charles Erskine Scott Wood  ,W.B. Yeats,1919
782,Jack Butler Yeats  ,W.B. Yeats,1912
783,John Butler Yeats  ,W.B. Yeats,1918
784,W.B. Yeats  ,W.B. Yeats,1912
785,W.B. Yeats  ,W.B. Yeats,1912
786,W.B. Yeats  ,W.B. Yeats,1916
787,W.B. Yeats  ,W.B. Yeats,1919
788,W.B. Yeats  ,W.B. Yeats,1911
789,W.B. Yeats  ,W.B. Yeats,1916
790,W.B. Yeats  ,W.B. Yeats,1911
791,W.B. Yeats  ,W.B. Yeats,1912
792,W.B. Yeats  ,W.B. Yeats,1914
793,W.B. Yeats  ,W.B. Yeats,1918
794,W.B. Yeats  ,W.B. Yeats,1918
795,W.B. Yeats  ,W.B. Yeats,1918
796,W.B. Yeats  ,W.B. Yeats,1911
797,W.B. Yeats  ,W.B. Yeats,1912
798,W.B. Yeats  ,W.B. Yeats,1913
799,W.B. Yeats  ,W.B. Yeats,1913
800,W.B. Yeats  ,W.B. Yeats,1911
801,W.B. Yeats  ,W.B. Yeats,1911
802,W.B. Yeats  ,W.B. Yeats,1916
803,W.B. Yeats  ,W.B. Yeats,1916
804,W.B. Yeats  ,W.B. Yeats,1916
805,W.B. Yeats  ,W.B. Yeats,1916
806,W.B. Yeats  ,W.B. Yeats,1916
807,W.B. Yeats  ,W.B. Yeats,1916
808,W.B. Yeats  ,W.B. Yeats,1916
809,W.B. Yeats  ,W.B. Yeats,1916
810,W.B. Yeats  ,W.B. Yeats,1913
811,W.B. Yeats  ,W.B. Yeats,1913
812,W.B. Yeats  ,W.B. Yeats,1913
813,W.B. Yeats  ,W.B. Yeats,1913
814,W.B. Yeats  ,W.B. Yeats,1914
815,W.B. Yeats  ,W.B. Yeats,1914
816,W.B. Yeats  ,W.B. Yeats,1914
817,W.B. Yeats  ,W.B. Yeats,1914
818,W.B. Yeats  ,W.B. Yeats,1919
819,W.B. Yeats  ,W.B. Yeats,1919
820, Clive Bell ,Virginia Woolf,1917
821, Jacques-Emile Blanche ,Virginia Woolf,1915
822, Lascelles Abercrombie ,Virginia Woolf,1912
823, Lytton Strachey ,Virginia Woolf,1918
824, Lytton Strachey ,Virginia Woolf,1912
825, Titus Lucretius Carus ,Virginia Woolf,1917
826, Joseph Conrad ,Virginia Woolf,1912
827, Thomas Hardy ,Virginia Woolf,1910
828, Virginia Woolf ,Virginia Woolf,1915
829, T. G. Masaryk ,Virginia Woolf,1919
830, The London Mercury ,Virginia Woolf,1919
831, Sir George Edward Cory ,Virginia Woolf,1910
832, Leone Donati ,Virginia Woolf,1913
833, William Woodburn ,Virginia Woolf,1914
834, William Hickey ,Virginia Woolf,1919
835, Harold Monro ,Virginia Woolf,1919
836, Wilfrid Scawen Blunt ,Virginia Woolf,1919
837, Max Beer ,Virginia Woolf,1919
838, Marcel Proust ,Virginia Woolf,1919
839, Frank Rutter ,Virginia Woolf,1917
840, Arthur Berriedale Keith ,Virginia Woolf,1919
841, Barry Cerf ,Virginia Woolf,1919
842, Mrs. Humphry Ward ,Virginia Woolf,1919
843, Theodore William Overlach ,Virginia Woolf,1919
844, Lassa Oppenheim ,Virginia Woolf,1919
845, Virginia Woolf ,Virginia Woolf,1919
846, Edward Dwight Trowbridge ,Virginia Woolf,1919
847, Elizabeth York ,Virginia Woolf,1919
848, Hebrand Arthur Russell Bedford ,Virginia Woolf,1919
849, Wilbur Cortez Abbott ,Virginia Woolf,1918
850, J. Ellis Barker ,Virginia Woolf,1919
851, Alphonse van de Perre ,Virginia Woolf,1919
852, Times of Ceylon ,Virginia Woolf,1919
853, Edmund Candler ,Virginia Woolf,1919
854, William Edward David Allen ,Virginia Woolf,1919
855, Robert Reid Loreburn ,Virginia Woolf,1919
856, Charles Brunsdon Fletcher ,Virginia Woolf,1919
857, Alexander Bruce Boswell ,Virginia Woolf,1919
858, Arthur Percival Newton ,Virginia Woolf,1919
859, Alfred W. Newton ,Virginia Woolf,1919
860, Aleksandr Fyodorovich Kerensky ,Virginia Woolf,1919
861, John Oakesmith ,Virginia Woolf,1919
862, Willem Johannes Leyds ,Virginia Woolf,1919
863, Lala Lajpat Rai ,Virginia Woolf,1919
864, Virginia Woolf ,Virginia Woolf,1919
865, T. S. Eliot ,Virginia Woolf,1919
866, Vachel Lindsay ,Virginia Woolf,1919
867, George McCall Theal ,Virginia Woolf,1919
868, Count Ottokar Czernin ,Virginia Woolf,1919
869, George McCall Theal ,Virginia Woolf,1919
870, John Hobbis Harris ,Virginia Woolf,1919
871, Charles Downer Hazen ,Virginia Woolf,1919
872, Robert Calverley Trevelyan ,Virginia Woolf,1919
873, Internationaler Psychoanalytischer ,Virginia Woolf,1919
874, Joseph Caillaux ,Virginia Woolf,1919
875, William Harbutt Dawson ,Virginia Woolf,1919
876, Edmund Dene Morel ,Virginia Woolf,1919
877, Netta Peacock ,Virginia Woolf,1919
878, Leonard Woolf ,Virginia Woolf,1919
879, Chonghui Wang ,Virginia Woolf,1919
880, Julia Swift Orvis ,Virginia Woolf,1919
881, Thomas Franklin Millard ,Virginia Woolf,1919
882, John Selden Willmore ,Virginia Woolf,1919
883, Ligue Nationale du Pont Euxin ,Virginia Woolf,1919
884, Polybius ,Virginia Woolf,1919
885, William Harbutt Dawson ,Virginia Woolf,1919
886, John Lawrence Hammond ,Virginia Woolf,1919
887, Beatrice Webb ,Virginia Woolf,1919
888, Meyrick Booth ,Virginia Woolf,1919
889, John Reed ,Virginia Woolf,1919
890, Sir Ernest Barker ,Virginia Woolf,1919
891, Leonard Woolf ,Virginia Woolf,1918
892, Geoffrey Gilbert Butler ,Virginia Woolf,1919
893, League of Nations Union ,Virginia Woolf,1919
894, League of Nations Union ,Virginia Woolf,1919
895, Archibald Edward Dobbs ,Virginia Woolf,1919
896, Jane Ellen Harrison ,Virginia Woolf,1919
897, Anton Pavlovich Chekhov ,Virginia Woolf,1919
898, Jeanne Leuba ,Virginia Woolf,1919
899, Harold John Massingham ,Virginia Woolf,1919
900, Norman Angell ,Virginia Woolf,1919
901, Samuel Butler ,Virginia Woolf,1919
902, Lascelles Abercrombie ,Virginia Woolf,1919
903, Walter Savage Landor ,Virginia Woolf,1919
904, Stephen Duggan ,Virginia Woolf,1919
905, Walter De la Mare ,Virginia Woolf,1919
906, Joseph Conrad ,Virginia Woolf,1919
907, Guy Hardy Scholefield ,Virginia Woolf,1919
908, William Pertwee Seabrook ,Virginia Woolf,1919
909, William Shakespeare ,Virginia Woolf,1919
910, Brougham Villiers ,Virginia Woolf,1919
911, Henry Sidgwick ,Virginia Woolf,1919
912, Thomas Smith ,Virginia Woolf,1919
913, Sophocles ,Virginia Woolf,1919
914, John Spargo ,Virginia Woolf,1919
915, Arthur Ransome ,Virginia Woolf,1919
916, Hope Mirrlees ,Virginia Woolf,1919
917, Hope Mirrlees ,Virginia Woolf,1919
918, John Middleton Murry ,Virginia Woolf,1919
919, Jules Duhem ,Virginia Woolf,1918
920, Jean Victor Bates ,Virginia Woolf,1918
921, Frederic Abernethy Coleman ,Virginia Woolf,1918
922, Desmond MacCarthy ,Virginia Woolf,1918
923, Augustus Henry Oakes ,Virginia Woolf,1918
924, Alexander Petrunkevitch ,Virginia Woolf,1918
925, Charles Lindsay Temple ,Virginia Woolf,1918
926, H. G. Wells ,Virginia Woolf,1918
927, Charles Le Goffic ,Virginia Woolf,1918
928, Fossey John Cobb Hearnshaw ,Virginia Woolf,1918
929, Paulus Edward Pieris ,Virginia Woolf,1918
930, H. G. Wells ,Virginia Woolf,1918
931, Ernest Alfred Vizetelly ,Virginia Woolf,1918
932, Geoffrey A. Whitworth ,Virginia Woolf,1918
933, Cecil Nathan Sidney Woolf ,Virginia Woolf,1918
934, Oliver Onions ,Virginia Woolf,1918
935, Frederick Seymour Cocks ,Virginia Woolf,1918
936, Thomas Humphry Ward ,Virginia Woolf,1918
937, Mary Evelyn Monckton Jones ,Virginia Woolf,1918
938, Emile Joseph Dillon ,Virginia Woolf,1918
939, John Atkinson Hobson ,Virginia Woolf,1918
940, Mahatma Gandhi ,Virginia Woolf,1918
941, Marie Harrison ,Virginia Woolf,1918
942, Horace Walpole ,Virginia Woolf,1918
943, Emil Zimmermann ,Virginia Woolf,1918
944, Mudie's Select Library. ,Virginia Woolf,1918
945, Ruth Manning-Sanders ,Virginia Woolf,1918
946, James Ramsay MacDonald ,Virginia Woolf,1918
947, Edward Jenks ,Virginia Woolf,1918
948, Lionel Curtis ,Virginia Woolf,1918
949, Sir Hugh Charles Clifford ,Virginia Woolf,1918
950, Georges Kaeckenbeeck ,Virginia Woolf,1918
951, William Nembhard Hibbert ,Virginia Woolf,1918
952, Theodore Marburg ,Virginia Woolf,1917
953, Henry Watson Fowler ,Virginia Woolf,1918
954, David Bondar ,Virginia Woolf,1918
955, Anton Pavlovich Chekhov ,Virginia Woolf,1918
956, Jean Richard Bloch ,Virginia Woolf,1917
957, Frederick Vincent Theobald ,Virginia Woolf,1918
958, Norman Angell ,Virginia Woolf,1918
959, John Keats ,Virginia Woolf,1918
960, William Henry Hudson ,Virginia Woolf,1918
961, Jane Ellen Harrison ,Virginia Woolf,1918
962, League of Nations Society ,Virginia Woolf,1918
963, Mudie's Select Library. ,Virginia Woolf,1918
964, Sir Frederick Smith ,Virginia Woolf,1918
965, Katherine Mansfield ,Virginia Woolf,1918
966, John Middleton Murry ,Virginia Woolf,1918
967, Henry James ,Virginia Woolf,1918
968, Edmund Gosse ,Virginia Woolf,1917
969, Rabindranath Tagore ,Virginia Woolf,1917
970, Henry James ,Virginia Woolf,1917
971, David Hannay ,Virginia Woolf,1917
972, George Shaw-Lefevre Eversley ,Virginia Woolf,1917
973, Benedict William Ginsburg ,Virginia Woolf,1917
974, Charles Brunsdon Fletcher ,Virginia Woolf,1917
975, Albert Venn Dicey ,Virginia Woolf,1917
976, Nicholas Murray Butler ,Virginia Woolf,1917
977, Leonard Woolf ,Virginia Woolf,1917
978, William James ,Virginia Woolf,1917
979, Karl Gustav Ossiannilsson ,Virginia Woolf,1917
980, Wilfrid Thomas Southorn ,Virginia Woolf,1917
981, Sir John D'Oyly ,Virginia Woolf,1917
982, Albert Frederick Calvert ,Virginia Woolf,1917
983, Stephen Lucius Gwynn ,Virginia Woolf,1917
984, Ramsay Muir ,Virginia Woolf,1917
985, Coleman Phillipson ,Virginia Woolf,1917
986, Edmund Dene Morel ,Virginia Woolf,1917
987, Robert Calverley Trevelyan ,Virginia Woolf,1917
988, Edmund Dene Morel ,Virginia Woolf,1917
989, Nevill Forbes ,Virginia Woolf,1917
990, William Henry Koebel ,Virginia Woolf,1917
991, Lala Lajpat Rai ,Virginia Woolf,1917
992, Arthur Henderson ,Virginia Woolf,1917
993, Clarence Walker Barron ,Virginia Woolf,1917
994, Harold Joseph Laski ,Virginia Woolf,1917
995, Edward Samuel Corwin ,Virginia Woolf,1917
996, [N.auth] ,Virginia Woolf,1917
997, Goldsworthy Lowes Dickinson ,Virginia Woolf,1917
998, Viscount James Bryce ,Virginia Woolf,1917
999, Henry Noel Brailsford ,Virginia Woolf,1917
1000, William Renwick Riddell ,Virginia Woolf,1917
1001, Battista Melzi ,Virginia Woolf,1917
1002, Nevill Forbes ,Virginia Woolf,1917
1003, Anton Pavlovich Chekhov ,Virginia Woolf,1917
1004, Isaac Don Levine ,Virginia Woolf,1917
1005, Ernesto Grillo ,Virginia Woolf,1917
1006, Ernesto Grillo ,Virginia Woolf,1917
1007, Stopford Augustus Brooke ,Virginia Woolf,1917
1008, Jean-Jacques Rousseau ,Virginia Woolf,1917
1009, Ronald Francis Roxburgh ,Virginia Woolf,1917
1010, Norman Angell ,Virginia Woolf,1917
1011, Robert Bridges ,Virginia Woolf,1917
1012, William Hazlitt ,Virginia Woolf,1917
1013, Sir Harry Hamilton Johnston ,Virginia Woolf,1917
1014, Edward Verrall Lucas ,Virginia Woolf,1917
1015, Sir Thomas Barclay ,Virginia Woolf,1917
1016, Joseph Conrad ,Virginia Woolf,1917
1017, Hugh Samuel Roger Elliot ,Virginia Woolf,1917
1018, Proclus ,Virginia Woolf,1917
1019, James Brown Scott ,Virginia Woolf,1917
1020, Randolph Wellford Smith ,Virginia Woolf,1916
1021, Virginia Woolf ,Virginia Woolf,1917
1022, George Frederick Abbott ,Virginia Woolf,1916
1023, Vachel Lindsay ,Virginia Woolf,1916
1024, Sir Adolphus William Ward ,Virginia Woolf,1916
1025, Carlton Joseph Huntley Hayes ,Virginia Woolf,1916
1026, Ephraim Lipson ,Virginia Woolf,1916
1027, League to Enforce Peace ,Virginia Woolf,1916
1028, H. G. Wells ,Virginia Woolf,1916
1029, Wilfrid Trotter ,Virginia Woolf,1916
1030, Edmund Dene Morel ,Virginia Woolf,1916
1031, Armand De Souza ,Virginia Woolf,1916
1032, Coleman Phillipson ,Virginia Woolf,1916
1033, Robert Curzon ,Virginia Woolf,1916
1034, Sidney Webb ,Virginia Woolf,1916
1035, Leonard Woolf ,Virginia Woolf,1916
1036, Ray Strachey ,Virginia Woolf,1916
1037, Leonard Woolf ,Virginia Woolf,1916
1038, Ellery Cory Stowell ,Virginia Woolf,1916
1039, Vachel Lindsay ,Virginia Woolf,1913
1040, Rupert Brooke ,Virginia Woolf,1916
1041, Irene Aloha Wright ,Virginia Woolf,1916
1042, Lionel Curtis ,Virginia Woolf,1916
1043, Lionel Curtis ,Virginia Woolf,1916
1044, Paolo Giordani ,Virginia Woolf,1916
1045, Elihu Root ,Virginia Woolf,1916
1046, Anton Pavlovich Chekhov ,Virginia Woolf,1916
1047, Sir Walter Alexander Raleigh ,Virginia Woolf,1916
1048, Bertrand Russell ,Virginia Woolf,1916
1049, Norman Angell ,Virginia Woolf,1916
1050, James Joyce ,Virginia Woolf,1916
1051, Rupert Brooke ,Virginia Woolf,1916
1052, Georges Sorel ,Virginia Woolf,1916
1053, Sir John Collings Squire ,Virginia Woolf,1916
1054, Virginio Gayda ,Virginia Woolf,1915
1055, James Wycliffe Headlam ,Virginia Woolf,1915
1056, George McCall Theal ,Virginia Woolf,1915
1057, Joseph McCabe ,Virginia Woolf,1915
1058, Anton Kristen Nyström ,Virginia Woolf,1915
1059, Woislav M. Petrovitch ,Virginia Woolf,1915
1060, Fernand Farjenel ,Virginia Woolf,1915
1061, Sir Ernest Barker ,Virginia Woolf,1915
1062, Women's Co-operative Guild. ,Virginia Woolf,1915
1063, Marion Isabel Newbigin ,Virginia Woolf,1915
1064, Virgil ,Virginia Woolf,1915
1065, Carl Albert Thimm ,Virginia Woolf,1915
1066, Sir Paul Vinogradoff ,Virginia Woolf,1915
1067, Robert Balmain Mowat ,Virginia Woolf,1915
1068, William Eveleigh ,Virginia Woolf,1915
1069, Immanuel Kant ,Virginia Woolf,1915
1070, Clive Bell ,Virginia Woolf,1915
1071, Robert Calverley Trevelyan ,Virginia Woolf,1915
1072, Leonard Woolf ,Virginia Woolf,1915
1073, Christiaan Snouck Hurgronje ,Virginia Woolf,1915
1074, Edmund Dene Morel ,Virginia Woolf,1915
1075, Robert Percival Porter ,Virginia Woolf,1915
1076, Leonard Woolf ,Virginia Woolf,1915
1077, Harold Reason Pyke ,Virginia Woolf,1915
1078, Henry Mayers Hyndman ,Virginia Woolf,1915
1079, Robert Michels ,Virginia Woolf,1915
1080, Fyodor Dostoyevsky ,Virginia Woolf,1915
1081, Maksim Gorky ,Virginia Woolf,1915
1082, Samuel Butler ,Virginia Woolf,1915
1083, William Archer ,Virginia Woolf,1915
1084, Arnold Toynbee ,Virginia Woolf,1915
1085, John Atkinson Hobson ,Virginia Woolf,1915
1086, Joseph Conrad ,Virginia Woolf,1915
1087, Coleman Phillipson ,Virginia Woolf,1915
1088, Charles Percy Sanger ,Virginia Woolf,1915
1089, John Adam Cramb ,Virginia Woolf,1914
1090, British Government ,Virginia Woolf,1914
1091, Edward Augustus Bowles ,Virginia Woolf,1914
1092, John Penry Lewis ,Virginia Woolf,1914
1093, L. E. Blaze ,Virginia Woolf,1914
1094, Henry Noel Brailsford ,Virginia Woolf,1914
1095, Henry Parker ,Virginia Woolf,1910
1096, Goldsworthy Lowes Dickinson ,Virginia Woolf,1914
1097, Leonard Woolf ,Virginia Woolf,1914
1098, Ray Strachey ,Virginia Woolf,1914
1099, John Atkinson Hobson ,Virginia Woolf,1914
1100, Clive Bell ,Virginia Woolf,1914
1101, Livy ,Virginia Woolf,1914
1102, Norman Angell ,Virginia Woolf,1914
1103, Norman Angell ,Virginia Woolf,1914
1104, Charles Dickens ,Virginia Woolf,1914
1105, Thomas Hardy ,Virginia Woolf,1914
