,Book Author,Book Owner,Book Title,Publication Year
100,Georges Simenon   ,Ezra Pound,Pedigree,1948
101,Ezra Pound   ,Ezra Pound,Personae & exultations of Ezra Pound,1913
102,Ezra Pound   ,Ezra Pound,Personae of Ezra Pound,1909
103,Ezra Pound   ,Ezra Pound,What is money for: An introductory text book,1951
104,Ezra Pound   ,Ezra Pound,What is money for,1939
105,Ezra Pound   ,Ezra Pound,A visiting card,1952
106,Ezra Pound   ,Ezra Pound,Polite essays,1937
107,Ezra Pound   ,Ezra Pound,Quia pauper amavi,1919
108,Ezra Pound   ,Ezra Pound,"Redondillas; or, Something of that sort",1967
109,Ezra Pound   ,Ezra Pound,"Redondillas, or something of that sort",1967
110,Ezra Pound   ,Ezra Pound,"Ripostes of Ezra Pound, whereto are appended the complete poetical works to T. E. Hulme, with prefatory note",1912
111,Ezra Pound   ,Ezra Pound,"The Seafarer, [translated by] Ezra Pound from the Anglo-Saxon ; with a portrait of the poet by Oskar Kokoschka",1965
112,Ezra Pound   ,Ezra Pound,Sekai bungaku no yomikata,1953
113,Ezra Pound   ,Ezra Pound,[Selected Poems],1973
114,Ezra Pound   ,Ezra Pound,Versi prosaici,1959
115,Ernest Hemingway,Ernest Hemingway,Three stories & ten poems,1923
116,Ernest Hemingway,Ernest Hemingway,In our time,1924
117,Ernest Hemingway,Ernest Hemingway,"The torrents of spring, a romantic novel in honor of the passing of a great race",1926
118,Ernest Hemingway,Ernest Hemingway,The sun also rises,1926
119,Ernest Hemingway,Ernest Hemingway,Men without women,1927
120,Ernest Hemingway,Ernest Hemingway,In our time : stories,1925
121,Ernest Hemingway,Ernest Hemingway,A farewell to arms,1929
122,Ernest Hemingway,Ernest Hemingway,Death in the afternoon,1932
123,Ernest Hemingway,Ernest Hemingway,Winner take nothing,1933
124,Ernest Hemingway,Ernest Hemingway,Green hills of Africa,1935
125,Ernest Hemingway,Ernest Hemingway,To have and have not,1937
126,Ernest Hemingway,Ernest Hemingway,"The fifth column, and the first forty-nine stories",1938
127,Ernest Hemingway,Ernest Hemingway,For whom the bell tolls,1940
128,Ernest Hemingway,Ernest Hemingway,Across the river and into the trees,1950
129,Ernest Hemingway,Ernest Hemingway,The old man and the sea,1952
130,Ernest Hemingway,Ernest Hemingway,The snows of Kilimanjaro; and other stories,1936
131,Ezra Pound   ,Ezra Pound,Social credit: an impact,1935
132,Ezra Pound   ,Ezra Pound,Two essays,1957
133,Ezra Pound   ,Ezra Pound,Umbra: The Early Poems,1920
134,Ezra Pound   ,Ezra Pound,Quia pauper amavi,1919
135,Ezra Pound   ,Ezra Pound,[Selected Pound material in The egoist],1919
136,Ezra Pound   ,Ezra Pound,Social credit: an impact (1935),1951
137,Georges Simenon              ,e.e. cummings,1 X 1 (One Times One),1938
138,Ezra Pound              ,e.e. cummings,"A lume spento, 1908-1958",1958
139,Ezra Pound              ,e.e. cummings,"A Lume Spento, and Other Early Poems",1965
140,Georges Simenon              ,e.e. cummings,L' Aine des Ferchaux,1951
141,Ezra Pound,Ernest Hemingway,"A lume spento, 1908-1958",1958
142,Ezra Pound,Ernest Hemingway,Antheil and the treatise on harmony,1924
143,Ezra Pound,Ernest Hemingway,"Cantos 91, 96",1958
144,Ezra Pound,Ernest Hemingway,"A draft of XVI Cantos of Ezra Pound for the beginning of a poem of some length, now first made into a book with initials",1925
145,Ezra Pound,Ernest Hemingway,A draft of XXX cantos,1933
146,Ezra Pound,Ernest Hemingway,Gaudier-Brzeska: a memoir,1916
147,Ezra Pound,Ernest Hemingway,Guide to kulchur,1938
148,Ezra Pound,Ernest Hemingway,Guide to kulchur,1938
149,Ezra Pound,Ernest Hemingway,"If This Be Treason . . .” e.e. cummings/examined. James Joyce: to his memory. A French Accent. Canto 45."" Blast.",1948
150,Ezra Pound,Ernest Hemingway,Lavoro ed usura: tre saggi,1954
151,Ezra Pound,Ernest Hemingway,"The letters of Ezra Pound, 1907-1941",1950
152,Ezra Pound,Ernest Hemingway,"The letters of Ezra Pound, 1907-1941",1950
153,Ezra Pound,Ernest Hemingway,Pavannes and divagations,1958
154,Ezra Pound,Ernest Hemingway,Pavannes and divagations,1958
155,Ezra Pound,Ernest Hemingway,"Personæ: the collected poems, including Ripostes, Lustra, Homage to Sextus Propertius, H.S. Mauberley",1926
156,Ezra Pound,Ernest Hemingway,"Personæ: the collected poems, including Ripostes, Lustra, Homage to Sextus Propertius, H.S. Mauberley",1926
157,Ezra Pound,Ernest Hemingway,Profile: an anthology collected in MCMXXXII,1932
158,Ezra Pound,Ernest Hemingway,"A sampler from the new book: The letters of Ezra Pound, 1907-1941",1950
159,Ezra Pound,Ernest Hemingway,Selected poems,1933
160,Ezra Pound,Ernest Hemingway,Selected poems,1928
161,Ezra Pound,Ernest Hemingway,Umbra: the early poems of Ezra Pound,1920
162,Ezra Pound,Ernest Hemingway,Active anthology,1933
163,Ezra Pound,Ernest Hemingway,The exile,1927
164,Ezra Pound,Ernest Hemingway,The exile,1927
165,Georges Simenon              ,e.e. cummings,Au rendez-vous des Terres-Neuvas,1931
166,Ezra Pound              ,e.e. cummings,Tre cantos,1954
167,Ezra Pound              ,e.e. cummings,"Cantos 91, 96",1958
168,Ezra Pound              ,e.e. cummings,Cantos et poèmes choisis,1958
169,Ezra Pound              ,e.e. cummings,I cantos,1961
170,Ezra Pound              ,e.e. cummings,Cantos LII - LXXI,1940
171,Ezra Pound              ,e.e. cummings,The cantos,1948
172,Ezra Pound              ,e.e. cummings,Cantares,1960
173,Ezra Pound              ,e.e. cummings,Catai,1959
174,Ezra Pound              ,e.e. cummings,Cathay,1915
175,Ezra Pound  ,W.B. Yeats,The Exile 1,1927
176,Ezra Pound  ,W.B. Yeats,The Exile 1,1927
177,Ezra Pound  ,W.B. Yeats,The Exile 4,1928
178,Ezra Pound  ,W.B. Yeats,Canzoni,1911
179,Ezra Pound  ,W.B. Yeats,Cathay,1915
180,Ezra Pound  ,W.B. Yeats,A draft of XVI cantos of Ezra Pound : for the beginning of a poem of some length,1925
181,Ezra Pound  ,W.B. Yeats,A draft of the cantos 17-27 of Ezra Pound ; initials by Gladys Hynes,1928
182,Ezra Pound  ,W.B. Yeats,A draft of XXX cantos,1933
183,Ezra Pound  ,W.B. Yeats,Exultations of Ezra Pound,1909
184,Ezra Pound  ,W.B. Yeats,Exultations of Ezra Pound,1909
185,Ezra Pound  ,W.B. Yeats,"Gaudier-Brzeska, a memoir : including the published writings of the sculptor : and a selection from his letters",1916
186,Ezra Pound  ,W.B. Yeats,Homage to Sextus Propertius,1934
187,Ezra Pound  ,W.B. Yeats,"Indiscretions, or, Une revue de deux mondes",1923
188,Ezra Pound  ,W.B. Yeats,"Instigations of Ezra Pound, together with an essay on the Chinese written character",1920
189,Ezra Pound  ,W.B. Yeats,Lustra of Ezra Pound,1916
190,Ezra Pound  ,W.B. Yeats,Lustra of Ezra Pound : with earlier poems,1917
191,Ezra Pound  ,W.B. Yeats,Lustra of Ezra Pound,1916
192,Ezra Pound  ,W.B. Yeats,Pavannes and divisions,1918
193,Ezra Pound  ,W.B. Yeats,Personae of Ezra Pound,1909
194,Ezra Pound  ,W.B. Yeats,Personæ: the collected poems of Ezra Pound,1926
195,Ezra Pound  ,W.B. Yeats,"A quinzaine for this Yule being selected from a Venetian sketch-book, ""San Trovaso""",1908
196,Ezra Pound  ,W.B. Yeats,"A quinzaine for this Yule being selected from a Venetian sketch-book, ""San Trovaso""",1908
197,Ezra Pound  ,W.B. Yeats,"Ripostes of Ezra Pound : whereto are appended the complete poetical works of T. E. Hulme, with prefatory note",1912
198,Ezra Pound  ,W.B. Yeats,"Ripostes of Ezra Pound : whereto are appended the complete poetical works of T. E. Hulme, with prefatory note",1912
199,Ezra Pound  ,W.B. Yeats,Social credit: an impact,1935
200,Ezra Pound  ,W.B. Yeats,The spirit of romance : an attempt to define somewhat the charm of the pre-Renaissance literature of Latin Europe,1910
201,Ezra Pound  ,W.B. Yeats,"Catholic anthology, 1914-1915",1915
202,Ezra Pound  ,W.B. Yeats,"Catholic anthology, 1914-1915",1915
203,Ezra Pound  ,W.B. Yeats,Des imagists: An Anthology,1914
204,Ezra Pound  ,W.B. Yeats,"Profile, an anthology collected in MCMXXXI",1932
205,Georges Simenon              ,e.e. cummings,The Cat,1967
206,Georges Simenon              ,e.e. cummings,The Flemish shop,1941
207,Georges Simenon              ,e.e. cummings,"Georges Simenon. Chez les Flamands, roman inédit",1932
208,Georges Simenon              ,e.e. cummings,Les Clients d'Avrenos,1935
209,Gertrude Stein              ,e.e. cummings,Wars I Have Seen,1945
210,Georges Simenon              ,e.e. cummings,"Le Voyageur de la Toussaint, roman",1941
211,Ezra Pound              ,e.e. cummings,Thrones: 96-109 De Los Cantares,1959
212,Georges Simenon              ,e.e. cummings,The Train,1964
213,Ezra POUND              ,e.e. cummings,Section: Rock-Drill 85-95 de los cantares,1955
214,Georges Simenon              ,e.e. cummings,Les Sept minutes,1939
215,Ezra Pound              ,e.e. cummings,"Ripostes of Ezra Pound : whereto are appended the complete poetical works of T.E. Hulme, with prefatory note",1913
216,Ezra Pound              ,e.e. cummings,"Pound/Joyce: The Letters of Ezra Pound to James Joyce, with Pound's Essays on Joyce",1967
217,Ezra Pound              ,e.e. cummings,"Provenca : Poems selected from Personae, Exultations, and Canzoniere",1917
218,Ezra Pound              ,e.e. cummings,Poems 1918-21: Including three portraits and four cantos,1921
219,Ezra Pound              ,e.e. cummings,Selected Poems,1928
220,Ezra Pound              ,e.e. cummings,The Pisan Cantos,1948
221,Ezra Pound              ,e.e. cummings,Die Pisaner Gesänge,1956
222,Georges Simenon              ,e.e. cummings,Pedigree,1948
223,Ezra Pound              ,e.e. cummings,"Personen = Masken : der ausgewählten Werke, erster Teil",1959
224,Ezra Pound              ,e.e. cummings,Personæ : The collected poems of Ezra Pound,1949
225,Ezra Pound              ,e.e. cummings,Papillon : quattuor epigrammata,1957
226,Ezra Pound              ,e.e. cummings,Patria mia,1950
227,Georges Simenon              ,e.e. cummings,The novel of man,1964
228,Ernest Hemingway              ,e.e. cummings,A moveable feast,1964
229,Ernest Hemingway              ,e.e. cummings,Men without women,1927
230,Ezra Pound              ,e.e. cummings,Make it new,1934
231,Ezra Pound              ,e.e. cummings,Love poems of Ancient Egypt,1962
232,Georges Simenon              ,e.e. cummings,"Maigret à Vichy, roman",1968
233,Georges Simenon              ,e.e. cummings,Maigret and the gangsters,1986
234,Georges Simenon              ,e.e. cummings,Maigret se défend,1964
235,Georges Simenon              ,e.e. cummings,Maigret voyage ; roman,1957
236,Ezra Pound              ,e.e. cummings,"The letters of Ezra Pound, 1907-1941",1950
237,Ezra Pound              ,e.e. cummings,"The letters of Ezra Pound, 1907-1941",1951
238,Ezra Pound              ,e.e. cummings,How to Read,1931
239,Ezra Pound              ,e.e. cummings,Henri Gaudier-Brzeska : con un manifesto vorticista,1957
240,Ezra Pound              ,e.e. cummings,Secondo biglietto da visita,1953
241,Ezra Pound              ,e.e. cummings,"Gaudier-Brzeska : A Memoir , Including the Published Writings of the Sculptor, and a Selection from His Letters with Thirty-Eight Illustrations, Consisting of Photographs of his Sculpture, and Four Portraits by Walter Benington, and Numerous Reproductions of Drawings",1916
242,Georges Simenon              ,e.e. cummings,"La fuite de Monsieur Monde, roman",1946
243,Ezra Pound              ,e.e. cummings,The fifth decad of cantos,1940
244,Georges Simenon              ,e.e. cummings,Le fond de la bouteille,1949
245,Ernest Hemingway              ,e.e. cummings,Death in the afternoon,1932
246,Georges Simenon              ,e.e. cummings,Les Demoiselles de Concarneau,1936
247,Ezra Pound              ,e.e. cummings,Culture,1938
248,Ezra Pound              ,e.e. cummings,Concord and liberty,1964
249, Ezra Pound ,Virginia Woolf,Selected poems,1933
250, Ernest Hemingway ,Virginia Woolf,The Sun also Rises,1926
251, Gertrude Stein ,Virginia Woolf,Composition as Explanation,1926
252,Ernest Hemingway,James Joyce,The cantos of Ezra Pound: some testimonies,1933
253,Ezra Pound,James Joyce,Personae & exultations of Ezra Pound,1913
254,Ezra Pound,James Joyce,Ripostes of Ezra Pound: whereto are appended the complete poetical works of T. E. Hulme,1915
255,Ezra Pound,James Joyce,Sonnets and Ballate of Guido Cavalcanti,1912
256,Ernest Hemingway,James Joyce,A Farewell to Arms,1929
257,Ezra Pound,James Joyce,A Draft of XVI Cantos of Ezra Pound for the Beginning of a Poem of Some Length Now First Made into a Book with Initials by Henry Strater,1925
258,Ezra Pound,James Joyce,A Draft of the Cantos 17-27 of Ezra Pound,1928
259,Ezra Pound,James Joyce,A Draft of XXX Cantos,1930
260,Ezra Pound,James Joyce,Guido Cavalcanti Rime,1931
261,Ezra Pound,James Joyce,"Indiscretions: or, Une revue de deux mondes",1923
262,Ezra Pound,James Joyce,Profile: An Anthology Collected in MCMXXXI,1932
263,Ezra Pound,James Joyce,Cathay: translations,1915
264,Ezra Pound,James Joyce,Quia pauper amavi,1919
265,Gertrude Stein,Gertrude Stein,"Literally True : from To Do, a book of alphabets and birthdays for all children everywhere : a Christmas remembrance of Gertrude Stein",1947
266,Ernest Hemingway,Gertrude Stein,In Our Time,1924
267,Gertrude Stein,Gertrude Stein,"Absolutely Bob Brown ; or, Bobbed Brown. A (previously unpublished) portrait by Gertrude Stein",1955
268,Gertrude Stein,Gertrude Stein,To Bobchen Haas : a village : are you ready yet not yet,1957
269,Ernest Hemingway,Gertrude Stein,In Our Time,1925
270,Ernest Hemingway,Gertrude Stein,Three Stories & Ten Poems,1923
271,Gertrude Stein,Gertrude Stein,Brewsie et Willie. Traduit et introduit par Raymond Schwab,1947
272,Gertrude Stein,Gertrude Stein,Drei leben,1960
273,Gertrude Stein,Gertrude Stein,Is Dead,1937
274,Gertrude Stein,Gertrude Stein,A Book Concluding with As a Wife has a Cow : a love story,1926
275,Gertrude Stein,Gertrude Stein,The Autobiography of Alice B. Toklas,1933
276,Ezra Pound ,Edith Sitwell,The cantos of Ezra Pound,1948
277,Gertrude Stein ,Edith Sitwell,Geography and plays,1922
278,Gertrude Stein ,Edith Sitwell,The Gertrude Stein first reader & three plays,1946
279,Gertrude Stein ,Edith Sitwell,The Gertrude Stein first reader & three plays,1948
280,Ezra Pound ,Edith Sitwell,Literary essays,1954
281,Ezra Pound ,Edith Sitwell,Literary essays of Ezra Pound,1960
282,Gertrude Stein ,Edith Sitwell,"Lucy Church, amiably",1930
283,Gertrude Stein ,Edith Sitwell,The world is round,1939
284,Gertrude Stein,Gertrude Stein,Dix Portraits,1930
285,Gertrude Stein,Gertrude Stein,Portrait of Mabel Dodge at the Villa Curonia,1912
286,Gertrude Stein,Gertrude Stein,"Three Lives : The good Anna, Melanctha, The gentle Lena",1945
287,Gertrude Stein,Gertrude Stein,Tre esistenze,1940
288,Gertrude Stein,Gertrude Stein,The Gertrude Stein first reader & three plays,1946
289,Gertrude Stein ,Edith Sitwell,"A book concluding with As a wife has a cow, a love story",1926
290,Gertrude Stein,Gertrude Stein,Before the Flowers of Friendship Faded Friendship Faded,1931
291,Gertrude Stein,Gertrude Stein,Autobiografia di Alice Toklas,1938
292,Georges Simenon,Edna St. Vincent Millay,The Man Who Watched the Trains Go By,1928
