,Book Author,Book Owner,Publication Year
64,John Peale Bishop,Ernest Hemingway,1948
65,John Peale Bishop,Ernest Hemingway,1948
66,Ruby Aurora Black,Ernest Hemingway,1940
67,Susan Leigh Blackford,Ernest Hemingway,1947
68,W. W. Blackford,Ernest Hemingway,1945
69,Forrester Blake,Ernest Hemingway,1948
70,Michael Blankfort,Ernest Hemingway,1947
71,Michael Blankfort,Ernest Hemingway,1940
72,Michael Blankfort,Ernest Hemingway,1943
73,Paul Blanshard,Ernest Hemingway,1949
74,Vicente Blasco Ibáñez,Ernest Hemingway,1941
75,Pierre Barbellion,Ernest Hemingway,1941
76,Thomas Barbour,Ernest Hemingway,1945
77,Thomas Barbour,Ernest Hemingway,1945
78,Thomas Barbour,Ernest Hemingway,1945
79,Pierre Bardel,Ernest Hemingway,1944
80,Pierre Bardel,Ernest Hemingway,1944
81,Arturo Barea,Ernest Hemingway,1941
82,Arturo Barea,Ernest Hemingway,1946
83,Piero Bargellini,Ernest Hemingway,1944
84,Eugenio Barisoni,Ernest Hemingway,1944
85,A. L. Barker,Ernest Hemingway,1948
86,Karen Blixen [Isak Dinesen],Ernest Hemingway,1942
87,Alexander Barmine,Ernest Hemingway,1945
88,Lawrence G. Blochman,Ernest Hemingway,1946
89,Keppel Harcourt Barnard,Ernest Hemingway,1947
90,[N.auth],Ernest Hemingway,1940
91,[N.auth],Ernest Hemingway,1948
92,Godfrey Blunden,Ernest Hemingway,1947
93,Angelo del Boca,Ernest Hemingway,1948
94,Giovanni Boccaccio,Ernest Hemingway,1949
95,Thomas Bodkin,Ernest Hemingway,1945
96,Frederick Bodmer,Ernest Hemingway,1944
97,Albert Boekholt,Ernest Hemingway,1943
98,Albert Boekholt,Ernest Hemingway,1943
99,Albert Boekholt,Ernest Hemingway,1943
100,L. de Boisset,Ernest Hemingway,1941
101,L. de Boisset,Ernest Hemingway,1942
102,L. de Boisset,Ernest Hemingway,1944
103,Alfred Hamilton Barr,Ernest Hemingway,1946
104,Nathaniel A. Barrows,Ernest Hemingway,1940
105,A. Bonazzi,Ernest Hemingway,1947
106,John Bartlett,Ernest Hemingway,1940
107,Pedro de Basaldúa,Ernest Hemingway,1946
108,[N.auth],Ernest Hemingway,1944
109,Pierre Bonnard,Ernest Hemingway,1944
110,Stephen Bonsal,Ernest Hemingway,1944
111,Tancred Borenius,Ernest Hemingway,1946
112,Tancred Borenius,Ernest Hemingway,1946
113,Henry Borsook,Ernest Hemingway,1941
114,Charles K. Boston,Ernest Hemingway,1941
115,Herbert Ernest Bates,Ernest Hemingway,1944
116,Marston Bates,Ernest Hemingway,1949
117,Charles Baudelaire,Ernest Hemingway,1944
118,Charles Baudelaire,Ernest Hemingway,1940
119,Gérard Bauër,Ernest Hemingway,1948
120,Robert Newton Bavier,Ernest Hemingway,1947
121,James Phinney Baxter,Ernest Hemingway,1946
122,Leo G. Bayer,Ernest Hemingway,1943
123,Dorothy Julia Baynes,Ernest Hemingway,1946
124,Joseph Warren Beach,Ernest Hemingway,1941
125,Charles Edwin Woodrow Bean,Ernest Hemingway,1947
126,Charles Austin Beard,Ernest Hemingway,1944
127,Allan R. Bosworth,Ernest Hemingway,1947
128,Vance Bourjaily,Ernest Hemingway,1947
129,Nathaniel Bowditch,Ernest Hemingway,1943
130,Pierre Béarn,Ernest Hemingway,1947
131,Pierre Béarn,Ernest Hemingway,1946
132,Catherine Drinker Bowen,Ernest Hemingway,1944
133,Elizabeth Bowen,Ernest Hemingway,1941
134,Cecil Walter Hardy Beaton,Ernest Hemingway,1941
135,Elizabeth Bowen,Ernest Hemingway,1946
136,Edward W. Beattie,Ernest Hemingway,1946
137,Jules Bebie,Ernest Hemingway,1943
138,Carl Lotus Becker,Ernest Hemingway,1944
139,[N.auth],Ernest Hemingway,1945
140,Paul Frederic Bowles,Ernest Hemingway,1949
141,Clair Francis Bee,Ernest Hemingway,1942
142,Lucius Morris Beebe,Ernest Hemingway,1943
143,[N.auth],Ernest Hemingway,1945
144,Peter Bowman,Ernest Hemingway,1945
145,Max Beerbohm,Ernest Hemingway,1947
146,James Boyd (ed.),Ernest Hemingway,1941
147,Hugh Bradley,Ernest Hemingway,1941
148,Marc' Antonio Bragadin,Ernest Hemingway,1949
149,Houston Branch,Ernest Hemingway,1948
150,Houston Branch,Ernest Hemingway,1948
151,V.C. Branham,Ernest Hemingway,1949
152,Henry C. Branson,Ernest Hemingway,1944
153,H.G. Thursfield (ed.),Ernest Hemingway,1947
154,Edin Brenes,Ernest Hemingway,1949
155,Fresia Brenes de Hilarov,Ernest Hemingway,1949
156,Dan Brennan,Ernest Hemingway,1946
157,Anita Brenner,Ernest Hemingway,1941
158,Jack Belden,Ernest Hemingway,1949
159,Frederick Jackson Bell,Ernest Hemingway,1943
160,Henry Bellamann,Ernest Hemingway,1940
161,Saul Bellow,Ernest Hemingway,1944
162,Ludwig Bemelmans,Ernest Hemingway,1948
163,Herschel Brickell (ed.),Ernest Hemingway,1946
164,Herschel Brickell (ed.),Ernest Hemingway,1946
165,Herschel Brickell (ed.),Ernest Hemingway,1947
166,Richard Max Brickner,Ernest Hemingway,1943
167,Ludwig Bemelmans,Ernest Hemingway,1945
168,Ludwig Bemelmans,Ernest Hemingway,1946
169,Ludwig Bemelmans,Ernest Hemingway,1941
170,Ludwig Bemelmans,Ernest Hemingway,1942
171,Ludwig Bemelmans,Ernest Hemingway,1941
172,Ludwig Bemelmans,Ernest Hemingway,1943
173,Jean Anthelme Brillat-Savarin,Ernest Hemingway,1948
174,Alter Brody (ed.),Ernest Hemingway,1940
175,Robert Benchley,Ernest Hemingway,1947
176,Robert Benchley,Ernest Hemingway,1949
177,Robert Bendiner,Ernest Hemingway,1942
178,Vojta Bene_,Ernest Hemingway,1940
179,Stephen Vincent Benét,Ernest Hemingway,1942
180,Eduardo Benet y Castellón,Ernest Hemingway,1949
181,Joan Bennett,Ernest Hemingway,1945
182,Alden Brooks,Ernest Hemingway,1943
183,John Nixon Brooks,Ernest Hemingway,1949
184,Van Wyck Brooks,Ernest Hemingway,1940
185,Van Wyck Brooks,Ernest Hemingway,1941
186,Van Wyck Brooks,Ernest Hemingway,1944
187,Cecil Brown,Ernest Hemingway,1942
188,Harry Peter M'Nab Brown,Ernest Hemingway,1941
189,Lloyd Arnold Brown,Ernest Hemingway,1949
190,Warren Brown,Ernest Hemingway,1946
191,Wenzell Brown,Ernest Hemingway,1947
192,Wenzell Brown,Ernest Hemingway,1943
193,Zenith [Leslie Ford] Brown,Ernest Hemingway,1942
194,Zenith [Leslie Ford] Brown,Ernest Hemingway,1940
195,Zenith [Leslie Ford] Brown,Ernest Hemingway,1940
196,Russell H. Bennett,Ernest Hemingway,1946
197,Edward Frederick Benson,Ernest Hemingway,1940
198,Bernard Berenson,Ernest Hemingway,1948
199,Bernard Berenson,Ernest Hemingway,1948
200,Bernard Berenson,Ernest Hemingway,1949
201,Marc Brandel,Ernest Hemingway,1947
202,Ray Bergman,Ernest Hemingway,1947
203,Edgar Bérillon,Ernest Hemingway,1946
204,Victor Heine Bernstein,Ernest Hemingway,1947
205,José Antonio de Aguirre y Lecube,Ernest Hemingway,1943
206,Conrad Aiken,Ernest Hemingway,1940
207,Duncan Aikman,Ernest Hemingway,1940
208,[N.auth],Ernest Hemingway,1949
209,Pieter Brueghel,Ernest Hemingway,1941
210,Pieter Brueghel,Ernest Hemingway,1949
211,Stephen Cole Bruner,Ernest Hemingway,1946
212,Katharine Brush,Ernest Hemingway,1940
213,George Sands Bryan,Ernest Hemingway,1940
214,Doris Bryant,Ernest Hemingway,1944
215,John Buchan,Ernest Hemingway,1941
216,John Buchan,Ernest Hemingway,1941
217,John Buchan,Ernest Hemingway,1946
218,Lamont Buchanan,Ernest Hemingway,1947
219,Henry W. Buckley,Ernest Hemingway,1940
220,Jules Bertaut,Ernest Hemingway,1949
221,Giuseppe Berto,Ernest Hemingway,1948
222,Kate Bertram,Ernest Hemingway,1948
223,George Besson,Ernest Hemingway,1949
224,[N.auth],Ernest Hemingway,1949
225,Henry Lewis Betten,Ernest Hemingway,1940
226,Jean de Beucken,Ernest Hemingway,1946
227,Bungei Shunj_ Shinsha,Ernest Hemingway,1949
228,Joel William Bunkley,Ernest Hemingway,1941
229,[N.auth],Ernest Hemingway,1940
230,Karl August Bickel,Ernest Hemingway,1942
231,Oreste del Buono,Ernest Hemingway,1947
232,Edwin Berry Burgum,Ernest Hemingway,1947
233,Lord George Gordon Byron,Ernest Hemingway,1943
234,James Branch Cabell,Ernest Hemingway,1943
235,Raffaele Cadorna,Ernest Hemingway,1948
236,James Mallahan Cain,Ernest Hemingway,1947
237,James Mallahan Cain,Ernest Hemingway,1941
238,James Mallahan Cain,Ernest Hemingway,1948
239,Erskine Caldwell,Ernest Hemingway,1940
240,Earnest Elmo Calkins,Ernest Hemingway,1946
241,Parnell Joseph Terence Callahan,Ernest Hemingway,1947
242,Roger Burlingame,Ernest Hemingway,1946
243,Italo Calvino,Ernest Hemingway,1948
244,Roger Burlingame,Ernest Hemingway,1946
245,Ben Lucien Burman,Ernest Hemingway,1940
246,Ben Lucien Burman,Ernest Hemingway,1949
247,Michael Burn,Ernest Hemingway,1947
248,Tony Burnand,Ernest Hemingway,1942
249,[N.auth],Ernest Hemingway,1948
250,Tony Burnand,Ernest Hemingway,1941
251,Whit Burnett (ed.),Ernest Hemingway,1942
252,Albert Camus,Ernest Hemingway,1944
253,Elias Canetti,Ernest Hemingway,1947
254,Christopher Burney,Ernest Hemingway,1946
255,James Burnham,Ernest Hemingway,1941
256,Jean Burton,Ernest Hemingway,1941
257,Louise Bush-Brown,Ernest Hemingway,1946
258,Harry Cecil Butcher,Ernest Hemingway,1946
259,Elmer Ellis,Ernest Hemingway,1941
260,Edward Ellsberg,Ernest Hemingway,1949
261,Edward Ellsberg,Ernest Hemingway,1945
262,Hal Ellson,Ernest Hemingway,1949
263,Joseph van der Elst,Ernest Hemingway,1945
264,Allan Vaughan Elston,Ernest Hemingway,1949
265,Stuart David Engstrand,Ernest Hemingway,1947
266,George Pearse Ennis,Ernest Hemingway,1943
267,[N.auth],Ernest Hemingway,1947
268,Morris Leopold Ernst,Ernest Hemingway,1945
269,Esquire,Ernest Hemingway,1945
270,Esquire,Ernest Hemingway,1946
271,[N.auth],Ernest Hemingway,1942
272,Fred Etchen,Ernest Hemingway,1946
273,Fred Etchen,Ernest Hemingway,1946
274,Fred Etchen,Ernest Hemingway,1946
275,Harold Ettlinger,Ernest Hemingway,1944
276,Vlad Evanoff,Ernest Hemingway,1948
277,R. Tenniel Evans,Ernest Hemingway,1946
278,Robert Capa,Ernest Hemingway,1947
279,Truman Capote,Ernest Hemingway,1948
280,Francis Carco,Ernest Hemingway,1940
281,Donald Thompson Carlisle,Ernest Hemingway,1941
282,Evans Fordyce Carlson,Ernest Hemingway,1940
283,Hoagy Carmichael,Ernest Hemingway,1946
284,Angel Carmona,Ernest Hemingway,1949
285,Dale Carnegie,Ernest Hemingway,1948
286,Cecil Carnes,Ernest Hemingway,1947
287,Margaret Carpenter,Ernest Hemingway,1943
288,Edward Hallett Carr,Ernest Hemingway,1942
289,John Dickson Carr,Ernest Hemingway,1941
290,John Dickson Carr,Ernest Hemingway,1941
291,John Dickson Carr,Ernest Hemingway,1941
292,Philip Carr,Ernest Hemingway,1941
293,Jorge Carrera Andrade,Ernest Hemingway,1946
294,Louis Carrère,Ernest Hemingway,1942
295,Louis Carrère,Ernest Hemingway,1942
296,Raffaele Carrieri,Ernest Hemingway,1946
297,Sally Carrighar,Ernest Hemingway,1947
298,Gordon Carroll,Ernest Hemingway,1945
299,Ernestine Carter,Ernest Hemingway,1941
300,Dorothy Park Caruso,Ernest Hemingway,1945
301,Joyce Cary,Ernest Hemingway,1949
302,Joyce Cary,Ernest Hemingway,1941
303,Joyce Cary,Ernest Hemingway,1944
304,Joyce Cary,Ernest Hemingway,1946
305,Joyce Cary,Ernest Hemingway,1942
306,Lee Taylor Casey,Ernest Hemingway,1946
307,Robert J. Casey,Ernest Hemingway,1945
308,Bruce Catton,Ernest Hemingway,1948
309,Germán Cavelier,Ernest Hemingway,1948
310,Emilio Cecchi,Ernest Hemingway,1947
311,[N.auth],Ernest Hemingway,1948
312,Miguel de Cervantes,Ernest Hemingway,1949
313,Serge_ Chakhotin,Ernest Hemingway,1940
314,Samuel Chamberlain,Ernest Hemingway,1946
315,Elwyn Whitman Chambers,Ernest Hemingway,1940
316,Bernard Champigneulle,Ernest Hemingway,1943
317,Harry Cecil Butcher,Ernest Hemingway,1946
318,Raymond Chandler,Ernest Hemingway,1946
319,Raymond Chandler,Ernest Hemingway,1942
320,Pu-wei Yang Chao,Ernest Hemingway,1945
321,Ralph Chaplin,Ernest Hemingway,1948
322,Frederick Spencer Chapman,Ernest Hemingway,1949
323,Wilbert McLeod Chapman,Ernest Hemingway,1949
324,Robert Charbonneau,Ernest Hemingway,1947
325,Clifton Fadiman,Ernest Hemingway,1941
326,Clifton Fadiman (ed.),Ernest Hemingway,1943
327,Allan Chase,Ernest Hemingway,1943
328,Allan Chase,Ernest Hemingway,1942
329,Ilka Chase,Ernest Hemingway,1946
330,Ilka Chase,Ernest Hemingway,1943
331,National Park Service Committee of the United States Department of the Interior,Ernest Hemingway,1942
332,John Cheever,Ernest Hemingway,1943
333,Robert Faherty,Ernest Hemingway,1941
334,James R. Fair,Ernest Hemingway,1946
335,David Grandison Fairchild,Ernest Hemingway,1948
336,L.H. Fairchild,Ernest Hemingway,1944
337,Fannie Merritt Farmer,Ernest Hemingway,1945
338,Selwyn Kip Farrington,Ernest Hemingway,1946
339,Selwyn Kip Farrington,Ernest Hemingway,1942
340,Selwyn Kip Farrington,Ernest Hemingway,1946
341,Selwyn Kip Farrington,Ernest Hemingway,1944
342,Litterio B. Farsaci,Ernest Hemingway,1944
343,Negley Farson,Ernest Hemingway,1943
344,Negley Farson,Ernest Hemingway,1943
345,Howard Fast,Ernest Hemingway,1946
346,Howard Fast,Ernest Hemingway,1943
347,Howard Fast,Ernest Hemingway,1941
348,Carlton Joseph Huntley Hayes,Ernest Hemingway,1945
349,Nelson Hayes,Ernest Hemingway,1940
350,Elinor Rice,Ernest Hemingway,1940
351,H. R. Hays,Ernest Hemingway,1944
352,H. R. Hays,Ernest Hemingway,1947
353,H. R. Hays,Ernest Hemingway,1943
354,Ladd Haystead,Ernest Hemingway,1945
355,Gerald Heard,Ernest Hemingway,1948
356,Gerald Heard,Ernest Hemingway,1942
357,Gerald Heard,Ernest Hemingway,1941
358,Basil Heatter,Ernest Hemingway,1946
359,U. P. Hedrick,Ernest Hemingway,1948
360,Van Campen Heilner,Ernest Hemingway,1941
361,Van Campen Heilner,Ernest Hemingway,1945
362,Constance Helmericks,Ernest Hemingway,1948
363,Ernest Hemingway,Ernest Hemingway,1942
364,Sir Nevile Henderson,Ernest Hemingway,1940
365,Andy Hennig,Ernest Hemingway,1948
366,William Mellors Henry,Ernest Hemingway,1948
367,Xavier Herbert,Ernest Hemingway,1943
368,Josephine Herbst,Ernest Hemingway,1947
369,William Faulkner,Ernest Hemingway,1942
370,William Faulkner,Ernest Hemingway,1946
371,Ruth Herschberger,Ernest Hemingway,1948
372,John Hersey,Ernest Hemingway,1944
373,John Hersey,Ernest Hemingway,1943
374,Edward R. Hewitt,Ernest Hemingway,1948
375,John Hosford Hickey,Ernest Hemingway,1947
376,Joseph J. Hickey,Ernest Hemingway,1943
377,James E. Hicks,Ernest Hemingway,1941
378,Russell Hill,Ernest Hemingway,1947
379,Edgar C. Hilliard,Ernest Hemingway,1945
380,James Hilton,Ernest Hemingway,1941
381,Duncan Hines,Ernest Hemingway,1946
382,Duncan Hines,Ernest Hemingway,1941
383,Alfred Hayes,Ernest Hemingway,1946
384,Alfred Hayes,Ernest Hemingway,1949
385,John Favill,Ernest Hemingway,1940
386,Kenneth Fearing,Ernest Hemingway,1947
387,Federal Writers' Project,Ernest Hemingway,1945
388,Federal Writers' Project,Ernest Hemingway,1945
389,Herbert Feis,Ernest Hemingway,1948
390,Florent Fels,Ernest Hemingway,1947
391,Henry G. Felsen,Ernest Hemingway,1942
392,Erna Fergusson,Ernest Hemingway,1943
393,Erna Fergusson,Ernest Hemingway,1946
394,Erna Fergusson,Ernest Hemingway,1942
395,Erna Fergusson,Ernest Hemingway,1949
396,Erna Fergusson,Ernest Hemingway,1946
397,Erna Fergusson,Ernest Hemingway,1947
398,Francisco Fernández Fierros,Ernest Hemingway,1944
399,Wooster Bard Field,Ernest Hemingway,1940
400,Sheldon Cheney,Ernest Hemingway,1941
401,Albert Chérel,Ernest Hemingway,1940
402,René Chesal,Ernest Hemingway,1944
403,René Chesal,Ernest Hemingway,1944
404,[N.auth],Ernest Hemingway,1948
405,Mei-ling Sung Chiang,Ernest Hemingway,1941
406,Marquis W. Childs,Ernest Hemingway,1942
407,Sir Winston Churchill,Ernest Hemingway,1941
408,Sir Winston Churchill,Ernest Hemingway,1949
409,Alejandro Cirici Pellicer,Ernest Hemingway,1949
410,Bert Claflin,Ernest Hemingway,1948
411,Paul Fierens,Ernest Hemingway,1948
412,Giuseppe Fiocco,Ernest Hemingway,1947
413,Delbert Clark,Ernest Hemingway,1949
414,Marguerite Clark,Ernest Hemingway,1949
415,Charles Fisher,Ernest Hemingway,1944
416,Jacob Fisher,Ernest Hemingway,1948
417,Sydney Clark,Ernest Hemingway,1948
418,Mary Frances Kennedy Fisher,Ernest Hemingway,1946
419,Dudley Fitts,Ernest Hemingway,1947
420,F. Scott Fitzgerald,Ernest Hemingway,1945
421,F. Scott Fitzgerald,Ernest Hemingway,1945
422,F. Scott Fitzgerald,Ernest Hemingway,1945
423,F. Scott Fitzgerald,Ernest Hemingway,1941
424,F. Scott Fitzgerald,Ernest Hemingway,1945
425,Gustave Flaubert,Ernest Hemingway,1944
426,Martin Flavin,Ernest Hemingway,1940
427,Nathaniel S. Fleischer,Ernest Hemingway,1949
428,Sydney Clark,Ernest Hemingway,1947
429,Sydney Clark,Ernest Hemingway,1941
430,Walter Van Tilburg Clark,Ernest Hemingway,1945
431,Walter Van Tilburg Clark,Ernest Hemingway,1940
432,Walter Van Tilburg Clark,Ernest Hemingway,1949
433,Agnes Morley Cleaveland,Ernest Hemingway,1941
434,Samuel Langhorne Clemens,Ernest Hemingway,1940
435,Hugh Clevely,Ernest Hemingway,1942
436,[N.auth],Ernest Hemingway,1947
437,Stuart Cloete,Ernest Hemingway,1945
438,Club des Auberges de France,Ernest Hemingway,1946
439,Robert M. Coates,Ernest Hemingway,1948
440,Henri Cochet,Ernest Hemingway,1941
441,Peter Fleming,Ernest Hemingway,1942
442,Barthold Fles (ed.),Ernest Hemingway,1949
443,James Thomas Flexner,Ernest Hemingway,1947
444,John Thomas Flynn,Ernest Hemingway,1944
445,John Thomas Flynn,Ernest Hemingway,1948
446,John Thomas Flynn,Ernest Hemingway,1948
447,Hermann Foertsch,Ernest Hemingway,1940
448,Martha Foley,Ernest Hemingway,1949
449,Michael [Cassius] Foot,Ernest Hemingway,1944
450,Hulbert Footner,Ernest Hemingway,1942
451,Hulbert Footner,Ernest Hemingway,1944
452,George Sturgis Coffin,Ernest Hemingway,1949
453,Howard Macy Coffin,Ernest Hemingway,1943
454,Corey Ford,Ernest Hemingway,1946
455,Tristram Coffin,Ernest Hemingway,1947
456,David L. Cohn,Ernest Hemingway,1943
457,David Lewis Cohn,Ernest Hemingway,1948
458,Joanna Carver Colcord,Ernest Hemingway,1945
459,Harvey S. Ford,Ernest Hemingway,1941
460,Harry J. Coleman,Ernest Hemingway,1943
461,C. S. Forester,Ernest Hemingway,1940
462,C. S. Forester,Ernest Hemingway,1942
463,C. S. Forester,Ernest Hemingway,1941
464,Manning Coles,Ernest Hemingway,1941
465,Manning Coles,Ernest Hemingway,1941
466,C. S. Forester,Ernest Hemingway,1942
467,C. S. Forester,Ernest Hemingway,1942
468,C. S. Forester,Ernest Hemingway,1942
469,C. S. Forester,Ernest Hemingway,1942
470,Luigi Coletti,Ernest Hemingway,1944
471,C. S. Forester,Ernest Hemingway,1942
472,John Collier,Ernest Hemingway,1947
473,John Collier,Ernest Hemingway,1947
474,[N.auth],Ernest Hemingway,1944
475,Frederick Lewis Collins,Ernest Hemingway,1943
476,C. S. Forester,Ernest Hemingway,1940
477,Mary Collins,Ernest Hemingway,1942
478,[N.auth],Ernest Hemingway,1944
479,Maurice Collis,Ernest Hemingway,1947
480,Cristoforo Colombo,Ernest Hemingway,1940
481,Eli Colter,Ernest Hemingway,1949
482,Mary Colum,Ernest Hemingway,1944
483,Alfred Kazin,Ernest Hemingway,1942
484,Charles W. Alexander,Ernest Hemingway,1946
485,Douglas McGlashan Kelley,Ernest Hemingway,1947
486,John Kelly,Ernest Hemingway,1947
487,Baynard Hardwick Kendrick,Ernest Hemingway,1941
488,Eric Kennington,Ernest Hemingway,1942
489,William Fergus Kernan,Ernest Hemingway,1942
490,Gerald Kersh,Ernest Hemingway,1946
491,Gerald Kersh,Ernest Hemingway,1948
492,James Lansdale Hodson,Ernest Hemingway,1943
493,Hermann Kesten,Ernest Hemingway,1946
494,Franz Hoellering,Ernest Hemingway,1940
495,Key West Woman's Club,Ernest Hemingway,1948
496,Lancelot Thomas Hogben,Ernest Hemingway,1949
497,Stewart Hall Holbrook,Ernest Hemingway,1948
498,Baron Roger John Brownlow Keyes,Ernest Hemingway,1943
499,Stewart Hall Holbrook,Ernest Hemingway,1941
500,Robert Perkins Holland,Ernest Hemingway,1946
501,Ovando James Hollister,Ernest Hemingway,1949
502,Sidney Fiske Kimball,Ernest Hemingway,1948
503,Sidney Hook,Ernest Hemingway,1946
504,Gerard Manley Hopkins,Ernest Hemingway,1945
505,John Collier Fredrick Hopkins,Ernest Hemingway,1940
506,Cornell George Hopley-Woolrich,Ernest Hemingway,1946
507,Bennett Foster,Ernest Hemingway,1947
508,Gaëtan Fouquet,Ernest Hemingway,1943
509,Gene Fowler,Ernest Hemingway,1945
510,Gene Fowler,Ernest Hemingway,1946
511,Henry Watson Fowler,Ernest Hemingway,1940
512,Wallace Fowlie,Ernest Hemingway,1943
513,Paul Hervey Fox,Ernest Hemingway,1946
514,Philipp Frank,Ernest Hemingway,1947
515,Stanley Bernard Frank,Ernest Hemingway,1944
516,Sir James George Frazer,Ernest Hemingway,1949
517,Sir James George Frazer,Ernest Hemingway,1947
518,Sir James George Frazer,Ernest Hemingway,1947
519,George Frazier,Ernest Hemingway,1947
520,Arvid Fredborg,Ernest Hemingway,1944
521,Douglas Southall Freeman,Ernest Hemingway,1948
522,Douglas Southall Freeman,Ernest Hemingway,1944
523,Douglas Southall Freeman,Ernest Hemingway,1942
524,Joseph Freeman,Ernest Hemingway,1947
525,Joseph Freeman,Ernest Hemingway,1943
526,Emil Ludwig,Ernest Hemingway,1942
527,[N.auth],Ernest Hemingway,1941
528,[N.auth],Ernest Hemingway,1941
529,The Frick Collection,Ernest Hemingway,1949
530,Donald Friede,Ernest Hemingway,1948
531,John Frederick Charles Fuller,Ernest Hemingway,1945
532,John Frederick Charles Fuller,Ernest Hemingway,1942
533,John Frederick Charles Fuller,Ernest Hemingway,1940
534,John Frederick Charles Fuller,Ernest Hemingway,1949
535,Stephen O. Fuqua,Ernest Hemingway,1940
536,Joseph Chamberlain Furnas,Ernest Hemingway,1948
537,Arthur Lundkvist (ed.),Ernest Hemingway,1946
538,Crosby Gaige,Ernest Hemingway,1944
539,Enrico Lupinacci,Ernest Hemingway,1947
540,Valentin Luzarraga,Ernest Hemingway,1949
541,Eugene Lyons,Ernest Hemingway,1941
542,Carl Maas,Ernest Hemingway,1945
543,Gerardo Gallegos,Ernest Hemingway,1942
544,Ernest Kellogg Gann,Ernest Hemingway,1941
545,Federico García Lorca,Ernest Hemingway,1948
546,Rafael García Serrano,Ernest Hemingway,1943
547,Erle Stanley Gardner,Ernest Hemingway,1945
548,Erle Stanley Gardner,Ernest Hemingway,1948
549,Erle Stanley Gardner,Ernest Hemingway,1940
550,Erle Stanley Gardner,Ernest Hemingway,1940
551,David Garnett,Ernest Hemingway,1941
552,Darrell Garwood,Ernest Hemingway,1948
553,Paul Gauguin,Ernest Hemingway,1948
554,William Gaunt,Ernest Hemingway,1942
555,Théophile Gautier,Ernest Hemingway,1944
556,Théophile Gautier,Ernest Hemingway,1944
557,Emile Henry Gauvreau,Ernest Hemingway,1941
558,James Maurice Gavin,Ernest Hemingway,1947
559,Paul Gay (ed.),Ernest Hemingway,1949
560,Juan Antonio Gaya Nuño,Ernest Hemingway,1947
561,Andrew Clare Geer,Ernest Hemingway,1943
562,Andrew Clare Geer,Ernest Hemingway,1948
