,Book Author,Book Owner,Publication Year
3374,Giuseppe Ungaretti              ,e.e. cummings,1959
3375,Michel Cadoret              ,e.e. cummings,1956
3376,Allan Wade  ,W.B. Yeats,1951
3377, William Faulkner ,Virginia Woolf,1956
3378, William Faulkner ,Virginia Woolf,1955
3379, William Humphrey ,Virginia Woolf,1953
3380, Margery Perham ,Virginia Woolf,1956
3381, Robert Allerton Parker ,Virginia Woolf,1959
3382, Richard D. Altick ,Virginia Woolf,1950
3383, S. Namasivayam ,Virginia Woolf,1959
3384, Leon Edel ,Virginia Woolf,1959
3385, Douglas Woolf ,Virginia Woolf,1959
3386, Leon Trotsky ,Virginia Woolf,1958
3387, Alexis de Tocqueville ,Virginia Woolf,1959
3388, Shena Dorothy Potter Simon ,Virginia Woolf,1959
3389, Elizabeth Goodall ,Virginia Woolf,1959
3390, Annette Laming-Emperaire ,Virginia Woolf,1959
3391, A. J. Ryder ,Virginia Woolf,1959
3392, Ronald E. Barker ,Virginia Woolf,1959
3393, May Sarton ,Virginia Woolf,1959
3394, Christopher St. John ,Virginia Woolf,1959
3395, F. A. Lea ,Virginia Woolf,1959
3396, E. M. W. Tillyard ,Virginia Woolf,1958
3397, Raymond Williams ,Virginia Woolf,1958
3398, Soviet News ,Virginia Woolf,1958
3399, Baron Philip Noel-Baker ,Virginia Woolf,1958
3400, William Faulkner ,Virginia Woolf,1957
3401, William Faulkner ,Virginia Woolf,1958
3402, John Alun Thomas ,Virginia Woolf,1958
3403, James Wickenden ,Virginia Woolf,1958
3404, J. D. B. Miller ,Virginia Woolf,1958
3405, Soviet News ,Virginia Woolf,1958
3406, Soviet News ,Virginia Woolf,1958
3407, Shirley Williams ,Virginia Woolf,1958
3408, Shirley Williams ,Virginia Woolf,1958
3409, UK Labour Party ,Virginia Woolf,1958
3410, SK KPSS. ,Virginia Woolf,1958
3411, Soviet News ,Virginia Woolf,1958
3412, Moscow Warsaw Treaty Organization. ,Virginia Woolf,1958
3413, Robert Herrlinger ,Virginia Woolf,1958
3414, Nikita Sergeevich Khrushchev ,Virginia Woolf,1958
3415, Aleksandr Mikhaovich Birman ,Virginia Woolf,1958
3416, Israel E. Friedman ,Virginia Woolf,1958
3417, John Hughes ,Virginia Woolf,1958
3418, John Mackie ,Virginia Woolf,1958
3419, D. H. Blelloch ,Virginia Woolf,1958
3420, David Vernon Donnison ,Virginia Woolf,1958
3421, Rita Hinden ,Virginia Woolf,1958
3422, C. D. Harbury ,Virginia Woolf,1958
3423, Isaiah Berlin ,Virginia Woolf,1958
3424, France. ,Virginia Woolf,1958
3425, Nikita Sergeevich Khrushchev ,Virginia Woolf,1958
3426, Kenneth Robinson ,Virginia Woolf,1958
3427, Joan Robinson ,Virginia Woolf,1958
3428, L. W. Marrison ,Virginia Woolf,1958
3429, Modest Iosifevich Rubinstein ,Virginia Woolf,1958
3430, Frederick Rolfe ,Virginia Woolf,1958
3431, Agatha Christie ,Virginia Woolf,1958
3432, Joyce Cary ,Virginia Woolf,1958
3433, Henri Petit ,Virginia Woolf,1958
3434, Bernadotte Everly Schmitt ,Virginia Woolf,1958
3435, David Flusser ,Virginia Woolf,1958
3436, William Faulkner ,Virginia Woolf,1958
3437, Nikita Sergeevich Krushchev ,Virginia Woolf,1958
3438, Georg Schwarzenberger ,Virginia Woolf,1958
3439, Soviet News ,Virginia Woolf,1958
3440, Soviet News ,Virginia Woolf,1958
3441, Soviet News ,Virginia Woolf,1958
3442, Soviet News ,Virginia Woolf,1958
3443, Soviet News ,Virginia Woolf,1958
3444, Vincent Arthur Smith ,Virginia Woolf,1958
3445, Andre Starostin ,Virginia Woolf,1958
3446, Norman W. Wilding ,Virginia Woolf,1958
3447, Soviet News ,Virginia Woolf,1958
3448, Peter Benenson ,Virginia Woolf,1957
3449, Lyn Lloyd Newman ,Virginia Woolf,1957
3450, David Thomson ,Virginia Woolf,1957
3451, Sir Charles Tennyson ,Virginia Woolf,1957
3452, Richard Eberhart ,Virginia Woolf,1957
3453, Jean Stafford ,Virginia Woolf,1957
3454, London School of Economics and Political Science. ,Virginia Woolf,1957
3455, British Government ,Virginia Woolf,1957
3456, British Government ,Virginia Woolf,1957
3457, Cyril W. Dumpleton ,Virginia Woolf,1957
3458, James Eugene MacColl ,Virginia Woolf,1957
3459, Bertrand de Jouvenel ,Virginia Woolf,1957
3460, Sir Lewis Bernstein Namier ,Virginia Woolf,1957
3461, Lia Lacombe ,Virginia Woolf,1957
3462, Sir. Leon Radzinowicz ,Virginia Woolf,1957
3463, Frederick Rolfe ,Virginia Woolf,1957
3464, Cecil Day Lewis ,Virginia Woolf,1957
3465, Alan Wood ,Virginia Woolf,1957
3466, W. W. Sawyer ,Virginia Woolf,1957
3467, E. D. Simon ,Virginia Woolf,1957
3468, Soviet Union. ,Virginia Woolf,1957
3469, C. V. Wedgwood ,Virginia Woolf,1956
3470, Baron Max Aitken Beaverbrook ,Virginia Woolf,1956
3471, A. L. Kennedy ,Virginia Woolf,1956
3472, Christopher Trent ,Virginia Woolf,1956
3473, G. C. Mendis ,Virginia Woolf,1956
3474, Margaret Flannery ,Virginia Woolf,1956
3475, I. D. S. Weerawardana ,Virginia Woolf,1956
3476, Martin Wickramasinghe ,Virginia Woolf,1956
3477, Gordon Donaldson ,Virginia Woolf,1956
3478, Dean Doner ,Virginia Woolf,1956
3479, British Government ,Virginia Woolf,1956
3480, Beatrice Webb ,Virginia Woolf,1956
3481, J. D. B. Miller ,Virginia Woolf,1956
3482, New Statesman ,Virginia Woolf,1956
3483, Jean Pierre Monnier ,Virginia Woolf,1956
3484, Charles Dickens ,Virginia Woolf,1956
3485, Clive Bell ,Virginia Woolf,1956
3486, Arnold Toynbee ,Virginia Woolf,1956
3487, William Faulkner ,Virginia Woolf,1955
3488, Robert Blake ,Virginia Woolf,1955
3489, William Faulkner ,Virginia Woolf,1955
3490, Miles Hadfield ,Virginia Woolf,1955
3491, A. J. P. Taylor ,Virginia Woolf,1955
3492, Leonard Woolf ,Virginia Woolf,1955
3493, E. M. Forster ,Virginia Woolf,1955
3494, John Charles Grant ,Virginia Woolf,1955
3495, Labour Party ,Virginia Woolf,1955
3496, Jean Olivia Lindsay ,Virginia Woolf,1955
3497, Ernst Pfuhl ,Virginia Woolf,1955
3498, Sir Evelyn Wrench ,Virginia Woolf,1955
3499, D. M. Low ,Virginia Woolf,1955
3500, William Empson ,Virginia Woolf,1955
3501, Madge Hales ,Virginia Woolf,1955
3502, Philip Larkin ,Virginia Woolf,1955
3503, John Lehmann ,Virginia Woolf,1955
3504, W. R. Matthews ,Virginia Woolf,1955
3505, Clara Thompson ,Virginia Woolf,1955
3506, Stephen Spender ,Virginia Woolf,1955
3507, William Plomer ,Virginia Woolf,1955
3508, Isaiah Berlin ,Virginia Woolf,1954
3509, Sir Philip Magnus ,Virginia Woolf,1954
3510, Richard Pankhurst ,Virginia Woolf,1954
3511, William Faulkner ,Virginia Woolf,1954
3512, Dorothy Fernando ,Virginia Woolf,1954
3513, Niccol Machiavelli ,Virginia Woolf,1954
3514, Arts Council of Ceylon. ,Virginia Woolf,1954
3515, Maurice Walter Brockwell ,Virginia Woolf,1954
3516, William Alexander Robson ,Virginia Woolf,1954
3517, S. Moos ,Virginia Woolf,1954
3518, John Keith Johnstone ,Virginia Woolf,1954
3519, Isaac Deutscher ,Virginia Woolf,1954
3520, Cecil Day Lewis ,Virginia Woolf,1954
3521, Sheila Wingfield ,Virginia Woolf,1954
3522, Christopher Morris ,Virginia Woolf,1953
3523, Julian Franklyn ,Virginia Woolf,1953
3524, Edward Hallett Carr ,Virginia Woolf,1950
3525, Alexis de Tocqueville ,Virginia Woolf,1951
3526, A. L. Kennedy ,Virginia Woolf,1953
3527, T. D. Weldon ,Virginia Woolf,1953
3528, R. H. Tawney ,Virginia Woolf,1953
3529, Roy Lewis ,Virginia Woolf,1953
3530, Kingsley Martin ,Virginia Woolf,1953
3531, Sir Ivor Jennings ,Virginia Woolf,1953
3532, Juliette Alvin ,Virginia Woolf,1953
3533, William Edward Collinson ,Virginia Woolf,1953
3534, Royal Horticultural Society ,Virginia Woolf,1953
3535, Sir L. E. Jones ,Virginia Woolf,1953
3536, Gaetano Salvemini ,Virginia Woolf,1953
3537, Wade & Co Chalmers ,Virginia Woolf,1953
3538, Desmond MacCarthy ,Virginia Woolf,1953
3539, E. D. Simon ,Virginia Woolf,1953
3540, Sophocles ,Virginia Woolf,1953
3541, B. M. Spinley ,Virginia Woolf,1953
3542, Richard Sidney Richmond Fitter ,Virginia Woolf,1952
3543, Harold Joseph Laski ,Virginia Woolf,1952
3544, Alan Bullock ,Virginia Woolf,1952
3545, Harold Munro Fox ,Virginia Woolf,1952
3546, Herman Melville ,Virginia Woolf,1952
3547, Sir Lewis Bernstein Namier ,Virginia Woolf,1952
3548, Eugene Edward Wilson ,Virginia Woolf,1952
3549, Margery Perham ,Virginia Woolf,1952
3550, Virgil ,Virginia Woolf,1952
3551, Beatrice Webb ,Virginia Woolf,1952
3552, Fawcett Society. ,Virginia Woolf,1952
3553, British Government ,Virginia Woolf,1952
3554, Maurice Walter Brockwell ,Virginia Woolf,1952
3555, John Lehmann ,Virginia Woolf,1952
3556, Paul Blanshard ,Virginia Woolf,1951
3557, Virginia Woolf ,Virginia Woolf,1951
3558, The Fabian Society ,Virginia Woolf,1951
3559, Molly Mortimer ,Virginia Woolf,1951
3560, William Alexander Robson ,Virginia Woolf,1951
3561, Sir Roy Forbes Harrod ,Virginia Woolf,1951
3562, F. G. Preston ,Virginia Woolf,1951
3563, Austen Harry Albu ,Virginia Woolf,1951
3564, Karl Mannheim ,Virginia Woolf,1951
3565, Vladimir Petrov ,Virginia Woolf,1951
3566, Aneurin Bevan ,Virginia Woolf,1951
3567, Austen Harry Albu ,Virginia Woolf,1951
3568, R. H. S. Crossman ,Virginia Woolf,1951
3569, R. H. S. Crossman ,Virginia Woolf,1951
3570, T. E. M. McKitterick ,Virginia Woolf,1951
3571, R. E. Money-Kyrle ,Virginia Woolf,1951
3572, Roger Martin Du Gard ,Virginia Woolf,1951
3573, Peradeniya Royal Botanical Gardens ,Virginia Woolf,1951
3574, D. G. C. MacNabb ,Virginia Woolf,1951
3575, John Lehmann ,Virginia Woolf,1951
3576, Stephen Spender ,Virginia Woolf,1951
3577, William Hunter McCrea ,Virginia Woolf,1950
3578, Thomas Corbishley ,Virginia Woolf,1950
3579, M. C. Bradbrook ,Virginia Woolf,1950
3580, Walter Theimer ,Virginia Woolf,1950
3581, Lionel Wendt ,Virginia Woolf,1950
3582, Marjorie Nicholson ,Virginia Woolf,1950
3583, Allan D. Flanders ,Virginia Woolf,1950
3584, Hugh Armstrong Clegg ,Virginia Woolf,1950
3585, Euan Cooper-Willis ,Virginia Woolf,1950
3586, Edward Hallett Carr ,Virginia Woolf,1950
3587, Frederik Vinding Kruse ,Virginia Woolf,1950
3588, Sydney Dawson Bailey ,Virginia Woolf,1950
3589, Allan Gwynne-Jones ,Virginia Woolf,1950
3590, André Gide ,Virginia Woolf,1950
3591, Bernard Shaw ,Virginia Woolf,1950
3592, Margery Allingham ,Virginia Woolf,1950
3593, S. P. Adinarayan ,Virginia Woolf,1950
3594, Sigmund Freud ,Virginia Woolf,1950
3595, R. C. Mortimer ,Virginia Woolf,1950
3596, Agatha Christie ,Virginia Woolf,1950
3597, National Book League ,Virginia Woolf,1950
3598, Anne Fremantle ,Virginia Woolf,1959
3599, Historical Association ,Virginia Woolf,1956
3600, Victor Gollancz ,Virginia Woolf,1955
3601, Kenneth Clinton Wheare ,Virginia Woolf,1951
3602, Virginia Cowles ,Virginia Woolf,1953
3603, [N.auth] ,Virginia Woolf,1954
3604, Stand ,Virginia Woolf,1952
3605, John Lehmann ,Virginia Woolf,1954
3606,Joseph Amber Barry,Gertrude Stein,1952
3607,Gertrude Stein,Gertrude Stein,1955
3608,Gertrude Stein,Gertrude Stein,1957
3609,Mina Loy,Gertrude Stein,1958
3610,Yvan Goll,Gertrude Stein,1951
3611,Alberto de Lacerda ,Edith Sitwell,1955
3612,Lancelot Law Whyte ,Edith Sitwell,1954
3613,Lancelot Law Whyte ,Edith Sitwell,1955
3614,Miguel de Cervantes Saavedra ,Edith Sitwell,1950
3615,John Lehmann ,Edith Sitwell,1951
3616,Charles Tennyson ,Edith Sitwell,1950
3617,Edith Sitwell ,Edith Sitwell,1951
3618,David Jones ,Edith Sitwell,1952
3619,Angus Wilson ,Edith Sitwell,1956
3620,Cosimo Corsano ,Edith Sitwell,1955
3621,Cecil Arthur Hackett ,Edith Sitwell,1952
3622,Jack Lindsay ,Edith Sitwell,1958
3623,Lancelot Law Whyte ,Edith Sitwell,1951
3624,Jack Beeching ,Edith Sitwell,1950
3625,Edith Sitwell ,Edith Sitwell,1958
3626,Edith Sitwell ,Edith Sitwell,1958
3627,William Weston ,Edith Sitwell,1955
3628,William March ,Edith Sitwell,1954
3629,Charles Causley ,Edith Sitwell,1958
3630,Zaharia Stancu ,Edith Sitwell,1951
3631,Margaret Bottrall ,Edith Sitwell,1950
3632,Wilhelm Pinder ,Edith Sitwell,1954
3633,Burns Singer ,Edith Sitwell,1958
3634,Florence Waterbury ,Edith Sitwell,1952
3635,Edith Sitwell ,Edith Sitwell,1952
3636,Edith Sitwell ,Edith Sitwell,1950
3637,Charles Morgan ,Edith Sitwell,1951
3638,Jack Lindsay ,Edith Sitwell,1952
3639,Benjamin Britten ,Edith Sitwell,1956
3640,Edith Sitwell ,Edith Sitwell,1950
3641,E. E. Cummings ,Edith Sitwell,1950
3642,William Geddie ,Edith Sitwell,1952
3643,Jack Lindsay ,Edith Sitwell,1950
3644,Rudyard Kipling ,Edith Sitwell,1950
3645,Rudyard Kipling ,Edith Sitwell,1950
3646,Mary Jeremy Finnegan ,Edith Sitwell,1951
3647,T. S. Eliot ,Edith Sitwell,1950
3648,Edith Sitwell ,Edith Sitwell,1957
3649,Walter De la Mare ,Edith Sitwell,1951
3650,Alexander Pope ,Edith Sitwell,1951
3651,Marianne Moore ,Edith Sitwell,1951
3652,Marianne Moore ,Edith Sitwell,1952
3653,Edith Sitwell ,Edith Sitwell,1957
3654,Stephen Spender ,Edith Sitwell,1955
3655,Dylan Thomas ,Edith Sitwell,1952
3656,Edith Sitwell ,Edith Sitwell,1958
3657,Dylan Thomas ,Edith Sitwell,1953
3658,Edith Sitwell ,Edith Sitwell,1954
3659,W. H. Davies ,Edith Sitwell,1951
3660,W. H. Auden ,Edith Sitwell,1952
3661,James Purdy ,Edith Sitwell,1957
3662,Stanley Snaith ,Edith Sitwell,1950
3663,Stanley Snaith ,Edith Sitwell,1950
3664,F. R. Leavis ,Edith Sitwell,1952
3665,Graham Greene ,Edith Sitwell,1959
3666,Robert Frost ,Edith Sitwell,1951
3667,Percy Bysshe Shelley ,Edith Sitwell,1952
3668,T. S. Eliot ,Edith Sitwell,1954
3669,Matila C. Ghyka ,Edith Sitwell,1956
3670,John Lehmann ,Edith Sitwell,1956
3671,G. S. Fraser ,Edith Sitwell,1954
3672,T. S. Eliot ,Edith Sitwell,1954
3673,Edith Wharton ,Edith Sitwell,1954
3674,Katherine Anne Porter ,Edith Sitwell,1952
3675,James Kirkup ,Edith Sitwell,1957
3676,Giovanni Papini ,Edith Sitwell,1955
3677,University of Sheffield. ,Edith Sitwell,1955
3678,James Purdy ,Edith Sitwell,1956
3679,Aldous Huxley ,Edith Sitwell,1954
3680,John Malcolm Brinnin ,Edith Sitwell,1955
3681,J. Alexander Rolph ,Edith Sitwell,1956
3682,Louis Danz ,Edith Sitwell,1952
3683,Edith Sitwell ,Edith Sitwell,1957
3684,Edith Sitwell ,Edith Sitwell,1958
3685,Leonard Clark ,Edith Sitwell,1953
3686,Frederick Eckman ,Edith Sitwell,1956
3687,John Heath-Stubbs ,Edith Sitwell,1953
3688,Jean de La Fontaine ,Edith Sitwell,1954
3689,Hsin-hai Chang ,Edith Sitwell,1956
3690,Osbert Sitwell ,Edith Sitwell,1959
3691,Jack Lindsay ,Edith Sitwell,1950
3692,Colette ,Edith Sitwell,1959
3693,Norman Cameron ,Edith Sitwell,1950
3694,Rebecca West ,Edith Sitwell,1957
3695,Bryher ,Edith Sitwell,1952
3696,Marcel Raymond ,Edith Sitwell,1957
3697,Dorian Cooke ,Edith Sitwell,1950
3698,Dorian Cooke ,Edith Sitwell,1950
3699,Francis Berry ,Edith Sitwell,1952
3700,Edith Sitwell ,Edith Sitwell,1953
3701,Gregory Corso ,Edith Sitwell,1958
3702,Bryher ,Edith Sitwell,1958
3703,Maurice Carpenter ,Edith Sitwell,1950
3704,Maurice Carpenter ,Edith Sitwell,1950
3705,Christina Georgina Rossetti ,Edith Sitwell,1951
3706,Randall Swingler ,Edith Sitwell,1950
3707,Randall Swingler ,Edith Sitwell,1950
3708,Anne Ridler ,Edith Sitwell,1951
3709,Francis Turner Palgrave ,Edith Sitwell,1951
3710,Richard Eberhart ,Edith Sitwell,1957
3711,Rex Ingamells ,Edith Sitwell,1951
3712,C. M. Bowra ,Edith Sitwell,1957
3713,Benjamin Farrington ,Edith Sitwell,1953
3714,Charles Edward Eaton ,Edith Sitwell,1955
3715,Wallace Stevens ,Edith Sitwell,1950
3716,Graham Greene ,Edith Sitwell,1954
3717,Philip Caraman ,Edith Sitwell,1957
3718,Richard Eberhart ,Edith Sitwell,1950
3719,C. M. Bowra ,Edith Sitwell,1952
3720,Thomas Blackburn ,Edith Sitwell,1954
3721,Edith Wharton ,Edith Sitwell,1953
3722,E. M. Forster ,Edith Sitwell,1957
3723,Allen Ginsberg ,Edith Sitwell,1956
3724,Pamela Hansford Johnson ,Edith Sitwell,1959
3725,Jean Giono ,Edith Sitwell,1953
3726,George William John ,Edith Sitwell,1956
3727,Loren C. Eiseley ,Edith Sitwell,1958
3728,Henry T. F. Rhodes ,Edith Sitwell,1952
3729,C. M. Bowra ,Edith Sitwell,1951
3730,Isopel May ,Edith Sitwell,1951
3731,C. Day Lewis ,Edith Sitwell,1953
3732,John Gerard ,Edith Sitwell,1951
3733,Gerard Manley Hopkins ,Edith Sitwell,1959
3734,Sacheverell Sitwell ,Edith Sitwell,1959
3735,James Purdy ,Edith Sitwell,1958
3736,Geoffrey Gorer ,Edith Sitwell,1953
3737,Evelyn Waugh ,Edith Sitwell,1959
3738,William Long ,Edith Sitwell,1951
3739,Ezra Pound ,Edith Sitwell,1954
3740,James Purdy ,Edith Sitwell,1959
3741,W. C. Osman Hill ,Edith Sitwell,1957
3742,W. S. Merwin ,Edith Sitwell,1952
3743,Gore Vidal ,Edith Sitwell,1955
3744,Sir Herbert John Clifford Grierson ,Edith Sitwell,1952
3745,Betty Martin ,Edith Sitwell,1952
3746,Hubert Nicholson ,Edith Sitwell,1955
3747,Frederick Brantley ,Edith Sitwell,1950
3748,William T. Noon ,Edith Sitwell,1959
3749,Kenneth Clark ,Edith Sitwell,1954
3750,Robert Tallant ,Edith Sitwell,1953
3751,William Plomer ,Edith Sitwell,1952
3752,M. A. Seljouk ,Edith Sitwell,1959
3753,Noah J. Jacobs ,Edith Sitwell,1958
3754,F. R. Leavis ,Edith Sitwell,1950
3755,Ned O'Gorman ,Edith Sitwell,1959
3756,W. H. Auden ,Edith Sitwell,1951
3757,Humphrey Searle ,Edith Sitwell,1950
3758,Peter Robins ,Edith Sitwell,1953
3759,V. Sackville-West ,Edith Sitwell,1950
3760,Tom Scott ,Edith Sitwell,1956
3761,Jean Cocteau ,Edith Sitwell,1957
3762,Evelyn Waugh ,Edith Sitwell,1957
3763,Sister Miriam Joseph ,Edith Sitwell,1954
3764,Colin Wilson ,Edith Sitwell,1956
3765,F. O. Matthiessen ,Edith Sitwell,1950
3766,F. O. Matthiessen ,Edith Sitwell,1952
3767,E. K. Chambers ,Edith Sitwell,1950
3768,Edgar Wind ,Edith Sitwell,1958
3769,Suzanne Oswald ,Edith Sitwell,1950
3770,Tom Clarkson ,Edith Sitwell,1951
3771,C. Day Lewis ,Edith Sitwell,1957
3772,Geoffrey Moore ,Edith Sitwell,1954
3773,Charles James Rolo ,Edith Sitwell,1954
3774,Cecil Beaton ,Edith Sitwell,1951
3775,Paul Bowles ,Edith Sitwell,1954
3776,Plato. ,Edith Sitwell,1950
3777,Anthony Bertram ,Edith Sitwell,1950
3778,Anthony Cronin ,Edith Sitwell,1957
3779,W. R. Titterton ,Edith Sitwell,1959
3780,Algernon Charles Swinburne ,Edith Sitwell,1950
3781,Gerard Manley Hopkins ,Edith Sitwell,1954
3782,John Donne ,Edith Sitwell,1958
3783,Richard Church ,Edith Sitwell,1950
3784,Saint John of the Cross ,Edith Sitwell,1959
3785,Robert Herrick ,Edith Sitwell,1951
3786,William Blake ,Edith Sitwell,1958
3787,T. S. Eliot ,Edith Sitwell,1951
3788,G. S. Fraser ,Edith Sitwell,1956
3789,Elder Olson ,Edith Sitwell,1954
3790,Edith Sitwell ,Edith Sitwell,1950
3791,Edith Sitwell ,Edith Sitwell,1950
3792,Edith Sitwell ,Edith Sitwell,1950
3793,Edith Sitwell ,Edith Sitwell,1950
3794,W. H. Auden ,Edith Sitwell,1950
3795,W. H. Auden ,Edith Sitwell,1952
3796,[N.auth] ,Edith Sitwell,1954
3797,Edith Sitwell ,Edith Sitwell,1950
3798,Edith Sitwell ,Edith Sitwell,1950
3799,Graham Greene ,Edith Sitwell,1958
3800,Graham Greene ,Edith Sitwell,1952
3801,Marianne Moore ,Edith Sitwell,1955
3802,Margaret Mead ,Edith Sitwell,1954
3803,Stefan Zweig ,Edith Sitwell,1950
3804,F. R. Leavis ,Edith Sitwell,1953
3805,Joseph Ellis Duncan ,Edith Sitwell,1959
3806,J. M. Cohen ,Edith Sitwell,1952
3807,Sydney Goodsir Smith ,Edith Sitwell,1952
3808,Bryher ,Edith Sitwell,1954
3809,Roy Campbell ,Edith Sitwell,1955
3810,Richard Eberhart ,Edith Sitwell,1951
3811,Edith Sitwell ,Edith Sitwell,1952
3812,Gerard Manley Hopkins ,Edith Sitwell,1954
3813,William Barnes ,Edith Sitwell,1950
3814,Leonard Clark ,Edith Sitwell,1958
3815,Percy Bysshe Shelley ,Edith Sitwell,1951
3816,Sacheverell Sitwell ,Edith Sitwell,1953
3817,Rainer Maria Rilke ,Edith Sitwell,1954
3818,Martin Cyril D'Arcy ,Edith Sitwell,1959
3819,Elizabeth Jennings ,Edith Sitwell,1958
3820,Norman Ault ,Edith Sitwell,1950
3821,E. M. W. Tillyard ,Edith Sitwell,1950
3822,A. Alvarez ,Edith Sitwell,1958
3823,W. H. Auden ,Edith Sitwell,1955
3824,Sydney Goodsir Smith ,Edith Sitwell,1951
3825,Charles Tennyson ,Edith Sitwell,1954
3826,Berta Ruck ,Edith Sitwell,1959
3827,Sydney Goodsir Smith ,Edith Sitwell,1952
3828,Humphrey Searle ,Edith Sitwell,1952
3829,Isaac Levine ,Edith Sitwell,1950
3830,Peter Cheyney ,Edith Sitwell,1952
3831,Phyllis Gleadow ,Edith Sitwell,1950
3832,Arthur W. Chapman ,Edith Sitwell,1955
3833,Beryl De Zoete ,Edith Sitwell,1953
3834,C. M. Bowra ,Edith Sitwell,1952
3835,Algernon Charles Swinburne ,Edith Sitwell,1959
3836,Siegfried Sassoon ,Edith Sitwell,1954
3837,Peter Mark Roget ,Edith Sitwell,1953
3838,John Malcolm Brinnin ,Edith Sitwell,1959
3839,Jack Lindsay ,Edith Sitwell,1950
3840,Michael Stapleton ,Edith Sitwell,1958
3841,Sylva Norman ,Edith Sitwell,1957
3842,Rebecca West ,Edith Sitwell,1955
3843,Max Wykes-Joyce ,Edith Sitwell,1953
3844,Louis Adolphus Edmund Staunton ,Edith Sitwell,1952
3845,George Barker ,Edith Sitwell,1950
3846,John Ashbery ,Edith Sitwell,1953
3847,Valentine Ackland ,Edith Sitwell,1957
3848,Jonathan Denwood ,Edith Sitwell,1950
3849,Rupert Gleadow ,Edith Sitwell,1953
3850,Richard Eberhart ,Edith Sitwell,1954
3851,Harold Norse ,Edith Sitwell,1953
3852,Charles Causley ,Edith Sitwell,1957
3853,Pamela Hansford Johnson ,Edith Sitwell,1959
3854,R. Sacheverell Coke ,Edith Sitwell,1959
3855,Laurence Whistler ,Edith Sitwell,1956
3856,Graham Greene ,Edith Sitwell,1959
3857,Cuthbert Butler ,Edith Sitwell,1951
3858,Joan Henry ,Edith Sitwell,1952
3859,James Laughlin ,Edith Sitwell,1957
3860,Joseph Cohen ,Edith Sitwell,1956
3861,Vivienne Koch ,Edith Sitwell,1950
3862,E. T. A. Hoffmann ,Edith Sitwell,1951
3863,Jack Lindsay ,Edith Sitwell,1950
3864,Joan Henry ,Edith Sitwell,1954
3865,Albert Beguin ,Edith Sitwell,1956
3866,Edna St Vincent Millay,Edna St. Vincent Millay,1950
3867,Mark Van Doren,Edna St. Vincent Millay,1957
3868,"Martin, David",Langston Hughes,1959
3869,"Hughes, Langston",Langston Hughes,1952
3870,"Hughes, Langston",Langston Hughes,1952
3871,"Hughes, Langston",Langston Hughes,1956
3872,"Hughes, Langston",Langston Hughes,1958
3873,"Mistral, Gabriela",Langston Hughes,1957
3874,"Baldwin, James",Langston Hughes,1955
3875,"Hughes, Langston",Langston Hughes,1959
3876,"Hughes, Langston",Langston Hughes,1954
3877,"Hughes, Langston",Langston Hughes,1955
3878,"Hughes, Langston",Langston Hughes,1955
3879,"Hughes, Langston",Langston Hughes,1956
3880,"Hughes, Langston",Langston Hughes,1951
3881,"Mistral, Gabriela",Langston Hughes,1957
3882,"Hughes, Langston",Langston Hughes,1953
3883,"Hughes, Langston",Langston Hughes,1956
3884,"Hughes, Langston",Langston Hughes,1956
3885,"Hughes, Langston",Langston Hughes,1958
3886,"Baldwin, James",Langston Hughes,1956
3887,"Hughes, Langston",Langston Hughes,1950
3888,"Hughes, Langston",Langston Hughes,1954
3889,"Hughes, Langston",Langston Hughes,1959
3890,"DeCarava, Roy",Langston Hughes,1955
3891,"Lowinger, Armand",Langston Hughes,1952
3892,[N.auth],Langston Hughes,1950
3893,"Ananou, David",Langston Hughes,1955
3894,[N.auth],Langston Hughes,1954
3895,[N.auth],Langston Hughes,1954
3896,[N.auth],Langston Hughes,1950
3897,[N.auth],Langston Hughes,1951
3898,"Graciano, Clovis",Langston Hughes,1958
3899,[N.auth],Langston Hughes,1959
3900,[N.auth],Langston Hughes,1955
3901,[N.auth],Langston Hughes,1956
3902,"Kond_, Ichitar_",Langston Hughes,1954
3903,[N.auth],Langston Hughes,1957
3904,Buchheim Verlag,Langston Hughes,1957
3905,"Lieber, Maxim",Langston Hughes,1957
