,Book Author,Book Owner,Publication Year
141, Saint Robert Southwell ,Virginia Woolf,1872
142, James Russell Lowell ,Virginia Woolf,1871
143, John Tyndall ,Virginia Woolf,1871
144, John Sherren Brewer ,Virginia Woolf,1871
145, John Ruskin ,Virginia Woolf,1871
146, Plato ,Virginia Woolf,1871
147, John Webster ,Virginia Woolf,1871
148, James Anthony Froude ,Virginia Woolf,1870
149, Mark Antony Lower ,Virginia Woolf,1870
150, Lord Alfred Tennyson ,Virginia Woolf,1870
151, Louis Figuier ,Virginia Woolf,1870
152, Edward Dicey ,Virginia Woolf,1870
153, Frederick Waymouth Gibbs ,Virginia Woolf,1870
154, W. G. Clark ,Virginia Woolf,1870
155, Gaius Valerius Catullus ,Virginia Woolf,1870
156, John Hannah ,Virginia Woolf,1870
157, Andrew Marvell ,Virginia Woolf,1870
158, John Henry Newman ,Virginia Woolf,1870
159, Horace ,Virginia Woolf,1874
160, Henry James ,Virginia Woolf,1879
161, William Harrison ,Virginia Woolf,1877
162, John Richard Green ,Virginia Woolf,1877
163, William Kingdon Clifford ,Virginia Woolf,1879
164, Charles Darwin ,Virginia Woolf,1879
165, Henry James ,Virginia Woolf,1879
166, Aristotle ,Virginia Woolf,1879
167, Sir Leslie Stephen ,Virginia Woolf,1874
168, Theocritus ,Virginia Woolf,1879
169, Adolphus William Ward ,Virginia Woolf,1879
170, Jane Townley Pryme ,Virginia Woolf,1879
171, John Campbell Shairp ,Virginia Woolf,1879
172, Sir Leslie Stephen ,Virginia Woolf,1879
173, Lord Alfred Tennyson ,Virginia Woolf,1879
174, Henry Sidgwick ,Virginia Woolf,1879
175, John Henry Bridges ,Virginia Woolf,1879
176, John Bartlett ,Virginia Woolf,1879
177, Robert Browning ,Virginia Woolf,1878
178, Juvenal ,Virginia Woolf,1872
179, William Shakespeare ,Virginia Woolf,1877
180, Sir Leslie Stephen ,Virginia Woolf,1878
181, J. Sands ,Virginia Woolf,1878
182, Victor Hugo ,Virginia Woolf,1878
183, John Keats ,Virginia Woolf,1878
184, Phillippe Francois Pinel Dumanoir ,Virginia Woolf,1878
185, Edward Bulwer Lytton ,Virginia Woolf,1878
186, William Shakespeare ,Virginia Woolf,1878
187, William Shakespeare ,Virginia Woolf,1878
188, William Shakespeare ,Virginia Woolf,1878
189, William Shakespeare ,Virginia Woolf,1878
190, William Shakespeare ,Virginia Woolf,1878
191, William Shakespeare ,Virginia Woolf,1878
192, William Shakespeare ,Virginia Woolf,1878
193, William Shakespeare ,Virginia Woolf,1878
194, John Howard Payne ,Virginia Woolf,1878
195, Coventry Patmore ,Virginia Woolf,1878
196, Cyril Tourneur ,Virginia Woolf,1878
197, Aristotle ,Virginia Woolf,1878
198, François Villon ,Virginia Woolf,1878
199, Voltaire ,Virginia Woolf,1878
200, John Lothrop Motley ,Virginia Woolf,1878
201, Mark Pattison ,Virginia Woolf,1878
202, John Kells Ingram ,Virginia Woolf,1878
203, Tom Taylor ,Virginia Woolf,1878
204, John Henry Newman ,Virginia Woolf,1876
205, Charles Rogers ,Virginia Woolf,1877
206, Algernon Charles Swinburne ,Virginia Woolf,1877
207, Mark Twain ,Virginia Woolf,1877
208, James Russell Lowell ,Virginia Woolf,1876
209, Coventry Patmore ,Virginia Woolf,1877
210, Elizabeth Barrett Browning ,Virginia Woolf,1877
211, Jean de La Fontaine ,Virginia Woolf,1877
212, Horace ,Virginia Woolf,1877
213, William Morris ,Virginia Woolf,1877
214, William Makepeace Thackeray ,Virginia Woolf,1877
215, James Russell Lowell ,Virginia Woolf,1876
216, Charles Kegan Paul ,Virginia Woolf,1876
217, Horace ,Virginia Woolf,1876
218, Philip Massinger ,Virginia Woolf,1876
219, James Boswell ,Virginia Woolf,1876
220, Xenophon ,Virginia Woolf,1876
221, George Meredith ,Virginia Woolf,1876
222, Algernon Charles Swinburne ,Virginia Woolf,1876
223, James Boswell ,Virginia Woolf,1876
224, William Makepeace Thackeray ,Virginia Woolf,1876
225, Richard Wagner ,Virginia Woolf,1876
226, Aubrey De Vere ,Virginia Woolf,1876
227, Thomas Percy ,Virginia Woolf,1876
228, Victor Hugo ,Virginia Woolf,1875
229, Molière ,Virginia Woolf,1875
230, Honoré de Balzac ,Virginia Woolf,1875
231, Prosper Mérimée ,Virginia Woolf,1874
232, Emile Littré ,Virginia Woolf,1873
233, Victor Hugo ,Virginia Woolf,1873
234, Robert Browning ,Virginia Woolf,1873
235, Ernest Renan ,Virginia Woolf,1873
236, Alphonse Lemerre ,Virginia Woolf,1873
237, Samuel Butler ,Virginia Woolf,1872
238, Omar Khayyam ,Virginia Woolf,1872
239, Hippolyte Taine ,Virginia Woolf,1872
240, Sir George Stephen ,Virginia Woolf,1871
241, Jules Michelet ,Virginia Woolf,1870
242, Charles Augustin Sainte-Beuve ,Virginia Woolf,1870
243, Charles Augustin Sainte-Beuve ,Virginia Woolf,1870
244,Theodore Martin,James Joyce,1874
245,Thomas Babington Macaulay,James Joyce,1874
246,Edward Bulwer-Lytton,James Joyce,1879
247,Frederic William Farrar,James Joyce,1879
248,Mark Twain,James Joyce,1870
249,Mark Twain,James Joyce,1871
250,Nibelungenlied,James Joyce,1875
251,John Bunyan,James Joyce,1875
252,Thomas Moore,James Joyce,1879
253,Alfred Tennyson,James Joyce,1872
254,Pierre-Joseph Proudhon,James Joyce,1873
255,Richard Wagner,James Joyce,1876
256,George Eliot,James Joyce,1875
257,Nikola_ Vasil_evich Gogol_,James Joyce,1877
258,Francis Hueffer,James Joyce,1878
259,Benjamin Disraeli,James Joyce,1870
260,Henry James,James Joyce,1879
261,Henry James,James Joyce,1878
262,Thomas Robert Macquoid,James Joyce,1877
263,John Camden Hotten,James Joyce,1870
264,Philip James Bailey,James Joyce,1877
265,Joseph Addison,Gertrude Stein,1877
266,Wilkie Collins,Gertrude Stein,1870
267,Dinah Maria Mulock Craik,Gertrude Stein,1879
268,Bret Harte,Gertrude Stein,1872
269,Ouida,Gertrude Stein,1872
270,Louisa May Alcott,Gertrude Stein,1876
271,Charles James Lever,Gertrude Stein,1872
272,Benjamin Disraeli,Gertrude Stein,1870
273,Margaret Cavendish,Gertrude Stein,1872
274,Sir Walter Raleigh,Gertrude Stein,1871
275,Richard Cobbold,Gertrude Stein,1877
276,J Reynaud,Edna St. Vincent Millay,1873
277,James Russell Lowell,Edna St. Vincent Millay,1877
278,[N.auth],Edna St. Vincent Millay,1877
279,W. H. Davies,Edna St. Vincent Millay,1875
280,David Macrae,Gertrude Stein,1879
281,Mary Russell Mitford,Gertrude Stein,1875
282,Harriet Beecher Stowe,Gertrude Stein,1870
283,Anthony Trollope,Gertrude Stein,1871
284,Anthony Trollope,Gertrude Stein,1879
285,Anthony Trollope,Gertrude Stein,1874
286,Anthony Trollope,Gertrude Stein,1877
287,Anthony Trollope,Gertrude Stein,1870
288,Anthony Trollope,Gertrude Stein,1878
289,Anthony Trollope,Gertrude Stein,1871
290,Anthony Trollope,Gertrude Stein,1879
291,Anthony Trollope,Gertrude Stein,1872
292,Anthony Trollope,Gertrude Stein,1873
293,Anthony Trollope,Gertrude Stein,1875
294,Anthony Trollope,Gertrude Stein,1876
295,Mark Twain,Gertrude Stein,1875
296,Mark Twain,Gertrude Stein,1874
297,Anthony Trollope,Gertrude Stein,1873
298,Anthony Trollope,Gertrude Stein,1874
299,Charlotte Brontë,Gertrude Stein,1873
300,Erckmann-Chatrian,Gertrude Stein,1879
301,Honoré de Balzac,Gertrude Stein,1874
