,Book Author,Book Owner,Book Title,Publication Year
650,david crockett,ernest hemingway,The autobiography of David Crockett,1923
651,marthe richard,ernest hemingway,"Mes dernières missions secrètes, Espagne 1936-1938",1939
652,frank richards,ernest hemingway,Old soldiers never die,1933
653,frank richards,ernest hemingway,Old soldier sahib,1936
654,henry handel richardson,ernest hemingway,The way home,1925
655,sir anthony jenkinson,ernest hemingway,Where seldom a gun is heard,1937
656,shirley carson jenney,ernest hemingway,The fortunes of heaven by Percy Bysshe Shelley (taken through the clairaudience of Shirley Carson Jenney),1937
657,conrad richter,ernest hemingway,The sea of grass,1937
658,john jennings,ernest hemingway,Next to valour,1939
659,george jennison,ernest hemingway,Natural history: animals; an illustrated who's who of the animal world,1929
660,george jennison,ernest hemingway,Natural history: animals; an illustrated who's who of the animal world,1927
661,max jiménez,ernest hemingway,El domador de pulgas,1936
662,max jiménez,ernest hemingway,Revenar. Maderas del autor,1936
663,gusti jirku,ernest hemingway,We fight death; the work of the Medical Service of the International Brigades in Spain,1937
664,douglas wilson johnson,ernest hemingway,"Battlefields of the World War, western and southern fronts; a study in military geography",1921
665,eldridge reeves johnson,ernest hemingway,Tarpomania ; & Buck fever,1928
666,max rieger,ernest hemingway,Espionnage en Espagne: Faits et documents recueillis par un officier de l'armée espagnole,1938
667,alberto riera,ernest hemingway,Canto del caribe,1936
668,rainer maria rilke,ernest hemingway,Letters to a young poet,1934
669,rainer maria rilke,ernest hemingway,Stories of God,1932
670,mary roberts rinehart,ernest hemingway,The wall,1938
671,nancy j. johnstone,ernest hemingway,Hotel in Spain,1938
672,david starr jordan,ernest hemingway,The fish fauna of the California Tertiary,1921
673,david starr jordan,ernest hemingway,Fishes,1925
674,philip furneaux jordan,ernest hemingway,The grey pilgrim,1927
675,assen jordanoff,ernest hemingway,Your wings,1937
676,matthew josephson,ernest hemingway,Jean-Jacques Rousseau,1931
677,matthew josephson,ernest hemingway,"The robber barons; the great American capitalists, 1861-1901",1934
678,paul rival,ernest hemingway,La folle vie de la reine Margot,1929
679,walter leslie river,ernest hemingway,The Torguts,1939
680,raymond rivoire,ernest hemingway,La science des hormones,1938
681,walter johnson robb,ernest hemingway,Filipinos,1939
682,sir charles george douglas roberts,ernest hemingway,Eyes of the wilderness,1933
683,kenneth lewis roberts,ernest hemingway,Arundel: a chronicle of the province of Maine and of the secret expedition led by Benedict Arnold against Quebec,1933
684,kenneth lewis roberts,ernest hemingway,Captain Caution : a chronicle of Arundel,1937
685,kenneth lewis roberts,ernest hemingway,"For authors only, and other gloomy essays",1935
686,kenneth lewis roberts,ernest hemingway,"The lively lady; a chronicle of certain men of Arundel in Maine, of privateering during the war of impressments, and of",1933
687,kenneth lewis roberts,ernest hemingway,Northwest passage,1937
688,kenneth lewis roberts,ernest hemingway,Rabble in arms; a chronicle of Arundel and the Burgoyne invasion,1937
689,michael roberts (ed.),ernest hemingway,New country: prose and poetry by the authors of New signatures,1933
690,walter adolphe roberts,ernest hemingway,"Sir Henry Morgan, buccaneer and governor",1933
691,priscilla publishing co.,ernest hemingway,Modern Priscilla cook book,1930
692,jean baptiste poquelin molière,ernest hemingway,Plays by Molière,1924
693,paolo monelli,ernest hemingway,Toes up: a chronicle of gay and doleful adventures of Alpini and mules and wine,1930
694,lucien jouenne,ernest hemingway,"Pendant vos vacances, pêchez au bord de la mer",1922
695,lucien jouenne,ernest hemingway,La Pêche au bord de la mer,1927
696,bertrand de jouvenel,ernest hemingway,Le réveil de l'Europe,1938
697,james joyce,ernest hemingway,Anna Livia Plurabelle,1935
698,james joyce,ernest hemingway,Chamber music,1927
699,james joyce,ernest hemingway,A portrait of the artist as a young man,1928
700,james joyce,ernest hemingway,Two tales of Shem and Shaun : fragments from Work in progress,1932
701,james joyce,ernest hemingway,Ulysses,1922
702,[n.auth],ernest hemingway,Jurisprudencia civil: Colección completa de las sentencias dictadas por el Tribunal Supremo en recursos de nulidad,1932
703,m. g. kains,ernest hemingway,Five acres; a practical guide to the selection and management of the small farm,1935
704,nicholas kalashnikoff,ernest hemingway,They that take the sword,1939
705,aben kandel,ernest hemingway,City for conquest,1936
706,younghill kang,ernest hemingway,The grass roof,1931
707,alfred kantorowicz,ernest hemingway,"Tschapaiew, das Bataillon der 21 Nationen",1938
708,moise n. kaplan,ernest hemingway,Big game anglers' paradise,1937
709,charles kaufman,ernest hemingway,Fiesta in Manhattan; a novel,1939
710,[n.auth],ernest hemingway,Achievement: good reading for high schools,1930
711,[n.auth],ernest hemingway,American writers,1931
712,edward cathcart crossman,ernest hemingway,"The book of the Springfield: a textbook covering all the various military and sporting rifles chambered for the caliber.30 model 1906 cartridge, their metallic and telescopic sights, and the ammunition suited to them",1932
713,edward cathcart crossman,ernest hemingway,"Military and sporting rifle shooting: a complete and practical treatise covering the use of modern military, target and sporting rifles",1932
714,edward cathcart crossman,ernest hemingway,Small-bore rifle shooting: a practical handbook covering in complete detail the new sport of shooting with .22 caliber r,1927
715,cuba,ernest hemingway,Comisión central pro-monumento a Martí. En memoria de José Martí,1938
716,e.e. cummings,ernest hemingway,Eimi,1933
717,e. e. cummings,ernest hemingway,The enormous room,1922
718,e. e. cummings,ernest hemingway,Is 5,1926
719,eugene cunningham,ernest hemingway,"Triggernometry; a gallery of gunfighters, with technical notes on leather slapping as a fine art, gathered from many a loose holstered expert over the years",1934
720,paul allan curtis,ernest hemingway,American game shooting,1927
721,paul allan curtis,ernest hemingway,Sporting firearms of today in use,1922
722,ian dall,ernest hemingway,Here are stone: an account of a journey to the Aran Islands,1931
723,marcus daly,ernest hemingway,"Big game hunting and adventure, 1897-1936",1937
724,richard henry dana,ernest hemingway,Two years before the mast,1925
725,sir richard morris dane,ernest hemingway,Sport in Asia and Africa,1921
726,bernard darwin,ernest hemingway,John Gully and his times,1935
727,bhagavan das,ernest hemingway,The essential unity of all religions,1939
728,ethel fay robinson,ernest hemingway,Houses in America,1937
729,william albert robinson,ernest hemingway,Voyage to Galapagos,1936
730,rudolf rocker,ernest hemingway,Nationalism and culture,1937
731,paul ayres rockwell,ernest hemingway,"American fighters in the Foreign Legion, 1914-1918",1930
732,ole edvart rølvaag,ernest hemingway,Giants in the earth: a saga of the prairie,1927
733,samuel rogers,ernest hemingway,Lucifer in Pine Lake,1937
734,sidney rogerson,ernest hemingway,Propaganda in the next war,1938
735,peter mark roget,ernest hemingway,Thesaurus of English words and phrases classified and arranged so as to facilitate the expression of ideas and to assist,1925
736,william rollins,ernest hemingway,The shadow before,1934
737,jules romains,ernest hemingway,"Les hommes de bonne volonté, vols. 1, 2 & 16",1932
738,jules romains,ernest hemingway,Men of good will,1933
739,jules romains,ernest hemingway,Verdun,1939
740,john j. romans (ed.),ernest hemingway,Everlast Boxing Record 1929-1933 (4 vols.),1929
741,theodore roosevelt,ernest hemingway,Trailing the giant panda,1929
742,theodore roosevelt,ernest hemingway,The deer family,1924
743,r. h. angier,ernest hemingway,Firearm blueing and browning,1936
744,glenn dale angle,ernest hemingway,Airplane engine encyclopedia,1921
745,h. e. anthony,ernest hemingway,"Field book of North American mammals; descriptions of every mammal known north of the Rio Grande, together with brief ac",1928
746,achille dauphin-meunier,ernest hemingway,La Banque de France,1936
747,arlette davids,ernest hemingway,Rock plants,1939
748,clyde brion davis,ernest hemingway,"The great American novel,",1938
749,irving deakin,ernest hemingway,To the ballet! An introduction to the liveliest of the arts,1935
750,harry dean,ernest hemingway,The Pedro Gorino: the adventures of a Negro sea-captain in Africa and on the seven seas in his attempts to found an Ethi,1929
751,daniel defoe,ernest hemingway,The fortunes and misfortunes of the famous Moll Flanders,1926
752,daniel defoe,ernest hemingway,"The life, adventures & piracies of the famous Captain Singleton",1922
753,daniel defoe,ernest hemingway,"The life and strange surprising adventures of Robinson Crusoe of York, mariner",1924
754,daniel defoe,ernest hemingway,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner",1930
755,daniel defoe,ernest hemingway,Memoirs of a cavalier: a military journal of the wars in Germany and the wars in England,1923
756,john william de forest,ernest hemingway,Miss Ravenel's conversion from secession to loyalty,1939
757,hilaire germain edgar degas,ernest hemingway,Edgar Degas,1937
758,charles de gaulle,ernest hemingway,La France et son armée,1938
759,mark benney,ernest hemingway,Angels in undress,1937
760,maurice dekobra,ernest hemingway,Aux cent mille sourires,1931
761,maurice dekobra,ernest hemingway,"La gondole aux chimères, roman cosmopolite",1926
762,bernard deschamps,ernest hemingway,La vérité sur Guadalajara,1938
763,robert desnos,ernest hemingway,The night of loveless nights,1930
764,robert desnos,ernest hemingway,Les sans cou,1934
765,bernard augustine de voto,ernest hemingway,Mark Twain's America,1932
766,bernard augustine de voto,ernest hemingway,We accept with pleasure,1934
767,vivienne de watteville,ernest hemingway,Out in the blue,1937
768,vivienne de watteville,ernest hemingway,Speak to the earth; wanderings and reflections among elephants and mountains,1935
769,andré dhotel,ernest hemingway,Campements,1930
770,josé díaz,ernest hemingway,"Tres años de lucha, por el Frente popular, por la libertad, por la independéncia de España",1939
771,graciano díaz arquer,ernest hemingway,"Libros y folletos de toros: Bibliografía taurina, compuesta con vista de la biblioteca taurómaca de José Luis de Ybar",1931
772,charles dickens,ernest hemingway,A Christmas carol,1930
773,charles dickens,ernest hemingway,A tale of two cities,1938
774,thomas herbert dickinson,ernest hemingway,Chief contemporary dramatists,1930
775,pietro di donato,ernest hemingway,Christ in concrete,1939
776,martha dodd,ernest hemingway,Through embassy eyes,1939
777,charles lutwidge dodgson,ernest hemingway,Alice's adventures in Wonderland and through the looking glass,1933
778,hilda doolittle,ernest hemingway,Collected poems of H.D.,1925
779,hilda doolittle,ernest hemingway,Palimpsest,1926
780,ward allison dorrance,ernest hemingway,Where the rivers meet,1939
781,john dos passos,ernest hemingway,Adventures of a young man,1939
782,john dos passos,ernest hemingway,In all countries,1934
783,john dos passos,ernest hemingway,Three soldiers,1921
784,fyodor dostoyevsky,ernest hemingway,The brothers Karamazov,1937
785,fyodor dostoyevsky,ernest hemingway,The brothers Karamazov,1923
786,fyodor dostoyevsky,ernest hemingway,Crime & punishment,1938
787,charles montagu doughty,ernest hemingway,Travels in Arabia deserta,1937
788,norman douglas,ernest hemingway,Looking back; an autobiographical excursion,1933
789,norman douglas,ernest hemingway,"Some limericks, collected for the use of students, & ensplendour'd with introduction, geographical index, and with notes",1939
790,norman douglas,ernest hemingway,Old Calabria,1928
791,norman douglas,ernest hemingway,South wind,1929
792,george francis dow,ernest hemingway,"Whale ships and whaling, a pictorial history of whaling during three centuries",1925
793,joseph morewood dowsett,ernest hemingway,"The Spanish bull ring, being some account of the Spanish bull fight from its earliest history and today",1928
794,sir arthur conan doyle,ernest hemingway,The great Keinplatz experiment : and other tales of twilight and the unseen,1937
795,arthur conan doyle,ernest hemingway,Sherlock Holmes: his adventures; memoirs; return; his last bow & the case-book; the complete short stories,1928
796,lawrence drake,ernest hemingway,"Don't call me clever, a novel",1929
797,pierre drieu la rochelle,ernest hemingway,La comédie de Charleroi,1934
798,charles du bos,ernest hemingway,"Extraits d'un journal, 1908-1928",1928
799,julian duguid,ernest hemingway,Tiger-man : an odyssey of freedom,1932
800,alexandre dumas,ernest hemingway,Les compagnons de Jéhu,1929
801,alexandre dumas,ernest hemingway,Le vicomte de Bragelonné: Dix ans plus tard,1936
802,dame daphne du maurier,ernest hemingway,Jamaica inn,1936
803,isadora duncan,ernest hemingway,My life,1927
804,edward dunois,ernest hemingway,French made easy,1939
805,lionel charles dunsterville,ernest hemingway,Stalky's adventures,1933
806,luc durtain,ernest hemingway,"Frank et Marjorie, roman",1934
807,g. duval,ernest hemingway,Les leçons de la guerre d'Espagne,1938
808,edwin erich dwinger,ernest hemingway,Lejos de las alambradas,1930
809,george eastman,ernest hemingway,Chronicles of an African trip,1927
810,harold donaldson eberlein,ernest hemingway,"Little known England; rambles in the Welsh borderland, the Cotswolds, the chalk hills and the eastern counties",1930
811,leon edel,ernest hemingway,"Henry James, les années dramatiques",1931
812,walter dumaux edmonds,ernest hemingway,Drums along the Mohawk,1936
813,murrell edmunds,ernest hemingway,Earthenware: a group of stones,1930
814,ilya ehrenburg,ernest hemingway,"Duhamel, Gide, Malraux, Mauriac, Morand, Romains, Unamuno vus par un écrivain d'U.R.S.S",1934
815,otto eisenschiml,ernest hemingway,Why was Lincoln murdered?,1937
816,t. s. eliot,ernest hemingway,"Collected poems, 1909-1935",1936
817,t. s. eliot,ernest hemingway,"Poems, 1909-1925",1933
818,t. s. eliot,ernest hemingway,"The use of poetry and the use of criticism, studies in the relation of criticism to poetry in England",1933
819,james molony spaight,ernest hemingway,Air power in the next war,1938
820,[n.auth],ernest hemingway,Spain today No. 3,1937
821,oliver lyman spaulding,ernest hemingway,The United States army in war and peace,1937
822,johannes spiess,ernest hemingway,Six ans de croisières en sous-marin,1927
823,karl spindler,ernest hemingway,"Le vaisseau fantôme: Episode du complot de Sir Roger Casement et de la révolte irlandaise de Pâques, 1916.",1929
824,joel elias spingarn,ernest hemingway,Creative criticism and other essays,1931
825,aleksandr ivanovich spiridovich,ernest hemingway,Les dernières années de la cour de tzarskoïé-sélo (1910-14),1928
826,wilbur daniel steele,ernest hemingway,The man who saw through heaven and other stories,1927
827,marguerite steen,ernest hemingway,Matador : a novel,1934
828,g. l. steer,ernest hemingway,The tree of Gernika: a field study of modern war,1938
829,vilhjalmur stefansson,ernest hemingway,The friendly Arctic; the story of five years in Polar regions,1921
830,joseph lincoln steffens,ernest hemingway,The autobiography of Lincoln Steffens,1931
831,gertrude stein,ernest hemingway,Descriptions of literature,1926
832,gertrude stein,ernest hemingway,"Lucy Church, amiably",1930
833,gertrude stein,ernest hemingway,Portraits and prayers,1934
834,john steinbeck,ernest hemingway,The grapes of wrath,1939
835,john steinbeck,ernest hemingway,Of mice and men,1937
836,william rothenstein,ernest hemingway,Men and memories: recollections of William Rothenstein,1931
837,agnes rothery,ernest hemingway,"Denmark, kingdom of reason",1937
838,louis roule,ernest hemingway,Fishes: their journeys and migrations,1933
839,louis rouquet,ernest hemingway,Au bord de l'eau,1924
840,richard wilmer rowan,ernest hemingway,Spy and counter-spy: the development of modern espionage,1928
841,richard wilmer rowan,ernest hemingway,The story of secret service,1937
842,louis charles royer,ernest hemingway,L'amour en Allemagne,1930
843,juan ruiz,ernest hemingway,The book of good love of the Archpriest of Hita,1933
844,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
845,antonio ruiz vilaplana,ernest hemingway,Sous la foi du serment : une année en Espagne nationaliste,1937
846,charles marion russell,ernest hemingway,Good medicine: memories of the real West,1936
847,nikola_ ivanovich bukharin,ernest hemingway,"Report of court proceedings in the case of the anti-soviet ""bloc of Rights and Trotskyites,"" heard before the...",1938
848,vincent sheean,ernest hemingway,"A day of battle, a novel",1938
849,vincent sheean,ernest hemingway,The eleventh hour,1939
850,vincent sheean,ernest hemingway,Personal history,1935
851,vincent sheean,ernest hemingway,Sanfelice; a novel,1936
852,charles sheldon,ernest hemingway,The wilderness of Denali; explorations of a hunter-naturalist in northern Alaska,1930
853,eric william sheppard,ernest hemingway,Tanks in the next war,1938
854,harold morrow sherman,ernest hemingway,"Tahara, boy mystic of India",1933
855,m. p. shiel,ernest hemingway,Cold steel,1929
856,evan shipman,ernest hemingway,Free for all,1935
857,henri de monfreid,ernest hemingway,Le naufrage de la Marietta,1934
858,henri de monfreid,ernest hemingway,Les secrets de la mer Rouge,1931
859,henri de monfreid,ernest hemingway,Vers les terres hostiles de l'Éthiopie,1933
860,leslie alexander [lynn doyle] montgomery,ernest hemingway,Ballygullion ballads and other verses,1936
861,henry de montherlant,ernest hemingway,Les bestiaires,1926
862,henry de montherlant,ernest hemingway,Les célibataires,1934
863,lorna moon,ernest hemingway,Doorways in Drumorty,1925
864,audrey moore,ernest hemingway,Serengeti,1939
865,audrey moore,ernest hemingway,Serengeti,1939
866,ernst d. moore,ernest hemingway,Ivory: scourge of Africa,1931
867,george moore,ernest hemingway,Héloïse and Abélard,1925
868,laurence sterne,ernest hemingway,"The life and opinions of Tristram Shandy, gentleman",1935
869,laurence sterne,ernest hemingway,"The life and opinions of Tristram Shandy, gentleman",1925
870,ignazio silone,ernest hemingway,Bread and wine,1937
871,ignazio silone,ernest hemingway,Fontamara,1934
872,katherine susan anthony,ernest hemingway,Marie Antoinette,1936
873,tommaso antongini,ernest hemingway,D'Annunzio,1938
874,sir richard francis burton,ernest hemingway,"The Arabian nights' entertainments; or, The book of a thousand nights and a night",1932
875,louis aragon,ernest hemingway,Hourra l'Oural : poèmes,1934
876,louis aragon,ernest hemingway,Residential quarter,1938
877,oscar arango y mestre,ernest hemingway,Preparación y aplicación de insecticidas,1938
878,georges simenon,ernest hemingway,Au rendez-vous des Terre-Neuvas,1931
879,georges simenon,ernest hemingway,Le blanc à lunettes,1937
880,germán arciniegas,ernest hemingway,Los comuneros,1938
881,georges simenon,ernest hemingway,"Le charretier de ""La Providence""",1931
882,georges simenon,ernest hemingway,Chemin sans issue,1938
883,georges simenon,ernest hemingway,Chez les Flamands,1932
884,georges simenon,ernest hemingway,Le chien jaune,1931
885,georges simenon,ernest hemingway,Le coup de lune,1933
886,georges simenon,ernest hemingway,Le coup de vague,1939
887,georges simenon,ernest hemingway,Les demoiselles de Concarneau,1936
888,georges simenon,ernest hemingway,L'écluse No. 1,1933
889,georges simenon,ernest hemingway,L'évadé,1936
890,georges simenon,ernest hemingway,Faubourg,1937
891,marianne moore,ernest hemingway,Marriage,1923
892,marianne moore,ernest hemingway,Selected poems,1935
893,georges simenon,ernest hemingway,Le fou de Bergerac,1932
894,paul morand,ernest hemingway,Rien que la terre: voyage,1926
895,a. moreau,ernest hemingway,Guerre de demain; le combattant: essai de psychologie,1934
896,ann haven morgan,ernest hemingway,Field book of ponds and streams: an introduction to the life of fresh water,1930
897,deck morgan,ernest hemingway,Deck Morgan's Winter carnival,1935
898,manuel [a. + b.] moriano vivó,ernest hemingway,"La caza de la perdiz con reclamo, segunda edición",1923
899,jacques mortane,ernest hemingway,"Évasions d'aviateurs, 1914-1918",1928
900,john s. mosher,ernest hemingway,Liar dice,1939
901,earl louis [marco] mountbatten mountbatten of burma,ernest hemingway,An introduction to polo,1937
902,antónio de oliveira salazar,ernest hemingway,Doctrine and action,1939
903,gaetano salvemini,ernest hemingway,Under the axe of fascism,1936
904,carl sandburg,ernest hemingway,Abraham Lincoln: the prairie years,1926
905,carl sandburg,ernest hemingway,Abraham Lincoln: the prairie years,1926
906,carl sandburg,ernest hemingway,Abraham Lincoln: the war years,1939
907,carl sandburg,ernest hemingway,The American songbag,1927
908,carl sandburg,ernest hemingway,Rootabaga stories,1923
909,ivan terence sanderson,ernest hemingway,Animal treasure,1937
910,ivan terence sanderson,ernest hemingway,Caribbean treasure,1939
911,mari sandoz,ernest hemingway,Old Jules,1935
912,john b. sanford,ernest hemingway,The old man's place,1935
913,leonard cutler sanford,ernest hemingway,The water-fowl family,1924
914,simón sarasola,ernest hemingway,Los huracanes en las Antillas,1928
915,lew r. sarett,ernest hemingway,Wings against the moon,1931
916,arthur j. sarl,ernest hemingway,"Horses, jockeys & crooks: reminiscences of thirty years' racing",1936
917,jean-paul sartre,ernest hemingway,Le mur,1939
918,jean-paul sartre,ernest hemingway,La nausée: roman,1938
919,alfred walter stewart,ernest hemingway,A minor operation,1937
920,julius oscar stieglitz,ernest hemingway,Chemistry in medicine; a cooperative treatise intended to give examples of progress made in medicine with the aid of che,1928
921,herbert l. stoddard,ernest hemingway,"The bobwhite quail, its habits, preservation, and increase",1932
922,leland stowe,ernest hemingway,Hitler est-ce la guerre? Nazi Germany means war,1934
923,lytton strachey,ernest hemingway,Elizabeth and Essex: a tragic history,1928
924,siegfried sassoon,ernest hemingway,Sherston's progress,1937
925,karl marquard sauer,ernest hemingway,Italian conversation-grammar,1927
926,georges simenon,ernest hemingway,Liberty Bar,1936
927,georges simenon,ernest hemingway,Le locataire,1934
928,georges simenon,ernest hemingway,Maigret,1934
929,georges simenon,ernest hemingway,La Marie du port,1938
930,georges simenon,ernest hemingway,La maison du canal,1933
931,georges simenon,ernest hemingway,La nuit du carrefour,1936
932,georges simenon,ernest hemingway,L'ombre chinoise,1932
933,georges simenon,ernest hemingway,"Le passager du ""Polarlys""",1932
934,georges simenon,ernest hemingway,Le pendu de Saint-Pholien,1931
935,georges simenon,ernest hemingway,Pietr-le-Letton,1936
936,georges simenon,ernest hemingway,Les Pitard,1935
937,georges simenon,ernest hemingway,Quartier ne_gre,1935
938,georges simenon,ernest hemingway,Les rescapés du Télémaque,1938
939,georges simenon,ernest hemingway,Les sept minutes,1938
940,georges simenon,ernest hemingway,Les suicidés,1934
941,georges simenon,ernest hemingway,La tête d'un homme,1931
942,georges simenon,ernest hemingway,Les 13 mystères,1932
943,georges simenon,ernest hemingway,"Touriste de bananes, ou les dimanches de Tahiti",1938
944,georges simenon,ernest hemingway,Les trois crimes de mes amis,1938
945,eleanor booth simmons,ernest hemingway,Cats,1935
946,hudson strode,ernest hemingway,The pageant of Cuba,1934
947,leonard alfred george strong,ernest hemingway,Shake hands and come out fighting,1938
948,richard lightburn sutton,ernest hemingway,Tiger trails in southern Asia,1926
949,sweden,ernest hemingway,Législation et activités sociales en Suéde: Aperçu publié sur mandat du gouvernement Suédois,1939
950,geneviève r. tabouis,ernest hemingway,Blackmail or war,1938
951,francesco giuseppe tagliapietra,ernest hemingway,La carega di Atila in Torcello,1933
952,erling tambs,ernest hemingway,The cruise of the Teddy,1933
953,[n.auth],ernest hemingway,"Tanganyika territory game preservation department annual report, 1932; including map of the Tanganyika territory",1933
954,ivan ray tannehill,ernest hemingway,"Hurricanes, their nature and history, particularly those of the West Indies and the southern coasts of the United States",1938
955,julius schlosser,ernest hemingway,Francisco Goya,1922
956,samuel daniel schmalhausen,ernest hemingway,Why we misbehave,1928
957,otto schniebs,ernest hemingway,American skiing,1939
958,georges schreiber,ernest hemingway,Portraits and self-portraits,1936
959,raymond martin schrenkeisen (ed.),ernest hemingway,Fishing for salmon and trout,1937
960,sonya schulberg,ernest hemingway,They cried a little,1937
961,osias l. schwarz,ernest hemingway,"Unconventional ethics, the ethics of tomorrow: a psychologico-ethical study of human parasitism, its effects, causes and",1936
962,igor schwezoff,ernest hemingway,Russian somersault,1936
963,edwin eugene schwien,ernest hemingway,Combat intelligence,1936
964,thomas henry scott,ernest hemingway,The book about ships,1935
965,charles gabriel seligman,ernest hemingway,Races of Africa,1939
966,frederick courteney selous,ernest hemingway,A hunter's wanderings in Africa,1925
967,robert esmonde gordon george,ernest hemingway,"The Spanish crown, 1808-1931; an intimate chronicle of a hundred years",1932
968,ramón josé sender,ernest hemingway,Counter-attack in Spain,1937
969,helen simpson,ernest hemingway,The Spanish marriage,1933
970,gordon sinclair,ernest hemingway,"Khyber caravan; through Kashmir, Waziristan, Afghanistan, Baluchistan and northern India",1936
971,upton sinclair,ernest hemingway,"I, candidate for governor: and how I got licked",1935
972,upton sinclair,ernest hemingway,Upton Sinclair presents William Fox,1933
973,edith sitwell,ernest hemingway,"I live under a black sun, a novel",1937
974,osbert sitwell,ernest hemingway,The man who lost himself,1929
975,sidney skolsky,ernest hemingway,"Times square tintypes, being typewriter caricatures of those who made their names along the not so straight and very...",1930
976,frank tatchell,ernest hemingway,The happy traveller; a book for poor men,1923
977,allen tate,ernest hemingway,Mr. Pope and other poems,1928
978,allen tate,ernest hemingway,"Poems, 1928-1931",1932
979,george edward slocombe,ernest hemingway,Paris in profile,1929
980,george edward slocombe,ernest hemingway,The tumult and the shouting; the memoirs of George Slocombe,1936
981,b. webster smith,ernest hemingway,The world in the past; a popular account of what it was like and what it contained,1926
982,harry worcester smith,ernest hemingway,A sporting family of the old South,1936
983,lawrence breese smith,ernest hemingway,Dude ranches and ponies,1936
984,lawrence breese smith,ernest hemingway,"Shotgun psychology. Theory and practice regarding shotguns, their construction and functioning",1938
985,paul jordan smith,ernest hemingway,On strange altars : a book of enthusiasms,1923
986,thorne smith,ernest hemingway,The stray lamb,1929
987,wallace smith,ernest hemingway,Bessie Cotter,1934
988,sir horace lockwood smith-dorrien,ernest hemingway,Memories of forty-eight years' service,1925
989,eric taverner,ernest hemingway,Trout fishing from all angles,1933
990,eric taverner,ernest hemingway,Trout fishing from all angles,1929
991,jorge mañach,ernest hemingway,Tiempo muerto,1928
992,francis sydney smythe,ernest hemingway,"Climbs and ski runs : mountaineering and ski-ing in the Alps, Great Britain and Corsica ..",1929
993,franklyn bliss snyder,ernest hemingway,A book of English literature,1927
994,louis leo snyder,ernest hemingway,Mastery units in modern history,1936
995,ruth may snyder,ernest hemingway,The trial of Ruth Snyder and Judd Gray edited with a history of the case,1938
996,jacob s. robinson,ernest hemingway,A journal of the Santa Fe Expedition under Colonel Doniphan,1932
997,philip ashton rollins,ernest hemingway,The cowboy; an unconventional history of civilization on the old-time cattle range,1936
998,italo tavolato,ernest hemingway,Georg Grosz; avec 32 reproductions en phototypie,1924
999,george teasdale teasdale-buckell,ernest hemingway,The complete shot,1924
1000,enrique serpa,ernest hemingway,"Contrabando, novela",1938
1001,enrique serpa,ernest hemingway,Días de Trinidad,1939
1002,william shakespeare,ernest hemingway,Shakespeare's tragedies,1924
1003,william shakespeare,ernest hemingway,Sonnets,1938
1004,sylvia beach,ernest hemingway,"Catalogue of a collection containing manuscripts & rare editions of James Joyce, a few manuscripts of Walt Whitman and..",1935
1005,celestino soares,ernest hemingway,California and the Portuguese,1939
1006,a.e.f. society of the first division,ernest hemingway,"History of the First division during the world war, 1917-1919",1922
1007,harry söderman,ernest hemingway,Modern criminal investigation,1935
1008,otto soglow,ernest hemingway,Everything's rosy,1932
1009,[n.auth],ernest hemingway,Sol y sombra : semanario taurino ilustrado,1924
1010,girolamo sommi-picenardi,ernest hemingway,"Sur le front italien : roman d'une guerre a 3,000m d'altitude",1933
1011,maurice soulié,ernest hemingway,Le procès célèbres de l'Allemagne : avec 8 illustrations hors-texte,1931
1012,philippe soupault,ernest hemingway,Georgia,1926
1013,[n.auth],ernest hemingway,The South and East African yearbook,1933
1014,charles zibeon southard,ernest hemingway,The evolution of trout fishing in America,1928
1015,eleonora tennant,ernest hemingway,Spanish journey; personal experiences of the civil war,1936
1016,julian tennyson,ernest hemingway,"Rough shooting for the owner-keeper, month by month",1938
1017,william makepeace thackeray,ernest hemingway,"The rose and the ring, or, the history of Prince Giglio and Prince Bulbo",1923
1018,william makepeace thackeray,ernest hemingway,Vanity fair; a novel without a hero,1926
1019,harry kendall thaw,ernest hemingway,"The traitor; being the untampered with, unrevised account of the trial and all that led to it",1926
1020,lee thayer,ernest hemingway,Last trump,1937
1021,[n.auth],ernest hemingway,This quarter [#4 - Spring],1929
1022,george clifford thomas,ernest hemingway,"Game fish of the Pacific, southern Californian and Mexican",1930
1023,william sturgis thomas,ernest hemingway,Field book of common mushrooms and directions for cooking those that are edible,1936
1024,henry david thoreau,ernest hemingway,Thoreau's complete works [5 vols.],1929
1025,henry david thoreau,ernest hemingway,Walden and other writings,1937
1026,anthony thorne,ernest hemingway,Delay in the sun,1934
1027,james thurber,ernest hemingway,The last flower; a parable in pictures,1939
1028,howard thurston,ernest hemingway,200 tricks you can do,1926
1029,frank glasgow tinker,ernest hemingway,Some still live,1938
1030,donald gordon munroe,ernest hemingway,Distillate,1935
1031,ramon muñtz-lavalle,ernest hemingway,Filipinas y la guerra del Pacifíco,1936
1032,margaret alice murray,ernest hemingway,The witch-cult in western Europe: a study in anthropology,1921
1033,john middleton murry,ernest hemingway,The autobiography of John Middleton Murry: between two worlds,1936
1034,[n.auth],ernest hemingway,My Sunday missal,1938
1035,vladimir vladimirovich nabokov,ernest hemingway,Laughter in the dark,1938
1036,napoleon i,ernest hemingway,"Lettres inédites de Napoléon Ier à Marie-Louise, écrites de 1810 à 1814",1935
