,Book Author,Book Owner,Book Title,Publication Year
90,Alexandre Dumas,Ernest Hemingway,Man in the iron mask. A historical romance,1892
91,George Louis Palmella Busson Du Maurier,Ernest Hemingway,"Petter Ibbetson, with an introduction by his cousin Lady ***** (""Madge Plunket"")",1891
92,Edmond Rostand,Ernest Hemingway,Cyrano de Bergerac: comédie héroïque en cinq actes,1899
93,William Howard Russell,Ernest Hemingway,The British expedition to the Crimea,1858
94,José Sánchez de Neira,Ernest Hemingway,"Gran diccionario taurómaco; comprende todas las voces técnicas conocidas en el arte; origen, historia, influencia en l",1896
95,José Sánchez de Neira,Ernest Hemingway,El toreo : gran diccionario tauromáquico. Comprende todas las voces técnicas conocidas en el arte; arte de torear,1879
96,George P. Sanderson,Ernest Hemingway,Thirteen years among the wild beasts of India: their haunts and habits from personal observations,1879
97,Mrs. D. P. Sanford,Ernest Hemingway,Pussy tip-toes' family: a story for our little girls and boys,1875
98,Harriet Beecher Stowe,Ernest Hemingway,Agnes of Sorrento,1862
99,Henri Émile Sauvage,Ernest Hemingway,La Grande Pêche (Les Poissons),1891
100,Joseph Strutt,Ernest Hemingway,"The sports and pastimes of the people of England; including the rural and domestic recreations, May games, mummeries, sh",1876
101,Frederick Courteney Selous,Ernest Hemingway,A hunter's wanderings in Africa : being a narrative of nine years spent amongst the game of the far interior of South Africa,1881
102,Frederick Courteney Selous,Ernest Hemingway,Travel and adventure in South-East Africa,1893
103,William Shakespeare,Ernest Hemingway,The complete works of Shakespeare,1887
104,Léon Sonrel,Ernest Hemingway,Le fond de la mer,1868
105,Maurice Thompson,Ernest Hemingway,"The boys' book of sports, and outdoor life",1886
106,Hugh Murray,Ernest Hemingway,"History of British India, continued to the year 1856",1867
107,Arthur Bowen Richards Myers,Ernest Hemingway,"Life with the Hamran Arabs: an account of a sporting tour of some officers of the guards in the Soudan, during the winter of 1874-5",1876
108,Arthur H. Neumann,Ernest Hemingway,"Elephant-hunting in East Equatorial Africa; being an account of three years' ivory-hunting under Mount Kenia and among the Ndorobo savages of the Lorogi Mountains, including a trip to the north end of Lake Rudolph",1898
109,Cornelius Tongue,Ernest Hemingway,"Records of the chase, and memoirs of celebrated sportsmen; illustrating some of the usages of olden times, and comparing",1854
110,Albion Winegar Tourgée,Ernest Hemingway,Figs and thistles: a romance of the Western Reserve,1879
111,Anthony Trollope,Ernest Hemingway,North America,1862
112,José Velázquez y Sanchez,Ernest Hemingway,Anales del toreo: Reseña histórica de la lidia de reses bravas y galería biográfica de los principales lidiadores,1873
113,Eugène Emmanuel Viollet-le-Duc,Ernest Hemingway,Annals of a fortress,1875
114,Alfred Russel Wallace,Ernest Hemingway,"A narrative of travels on the Amazon and Rio Negro, with an account of the native tribes, and observations on the climate, geology and natural history of the Amazon valley",1889
115,Thomas De Gray Walsingham,Ernest Hemingway,Shooting,1887
116,Gilbert White,Ernest Hemingway,The natural history of Selborne; with observations on various parts of nature; and the naturalist's calendar,1854
117,Clive Phillipps Wolley,Ernest Hemingway,Big game shooting,1894
118,Leroy Milton Yale,Ernest Hemingway,Angling,1897
119,Henry Sweet   ,Ezra Pound,"An Anglo-Saxon reader in prose and verse: with grammar, metre, notes and glossary",1898
120,Aristophanes   ,Ezra Pound,Aristophanis comoediae,1866
121,Amedeo Soresina   ,Ezra Pound,"Banco giro di Venezia, Il",1889
122,George Haven Putnam   ,Ezra Pound,Books and Their Makers During the Middle Ages ; a study of the conditions of the production and distribution of literatu,1898
123,G. Pauthier   ,Ezra Pound,"Chine moderne, ou description historique, géographique et littéraire de ce vaste empire, d'après des documents chinoi",1853
124,Benjamin Godard   ,Ezra Pound,Dante: Opéra en quatre actes,1890
125,Sextus Propertius   ,Ezra Pound,"Sex. Propertii Elegiae, recensvit Lvcianvs Mveller",1898
126,W. J. Linton   ,Ezra Pound,English verse,1883
127,François Rabelais   ,Ezra Pound,François Rabelais; tout ce qui existe de ses œuvres: Gargantua--Pantagruel--Pantagrueline prognostication--almanachs--,1881
128,Theodor Hertzka   ,Ezra Pound,Freeland: a social anticipation,1891
129,Albert Schwegler   ,Ezra Pound,Handbook of the history of philosophy,1872
130,Robert Herrick   ,Ezra Pound,The Hesperides & Noble numbers,1891
131,Alexander Del Mar   ,Ezra Pound,History of monetary systems: a record of actual experiments in money made by various states of the ancient and modern wo,1895
132,Edward Gibbon   ,Ezra Pound,The history of the decline and fall of the Roman empire,1855
133,James Boswell   ,Ezra Pound,"Johnsoniana: Anecdotes of the Late Samuel Johnson, LL.D. By Mrs. Piozzi, Richard Cumberland and Bishop Percy and Others",1884
134,Algernon Charles Swinburne   ,Ezra Pound,"Laus Veneris, and other poems and ballads",1866
135,James Boswell   ,Ezra Pound,"The life of Samuel Johnson, LL. D. Together with The journal of a tour to the Hebrides",1884
136,Marcenus R. K. Wright   ,Ezra Pound,"The moral aphorisms and terseological teachings of Confucius, the sapient Chinese philosopher ...: to which is added a",1870
137,Sir Thomas Malory   ,Ezra Pound,The noble and joyous history of King Arthur,1892
138,Plutarch   ,Ezra Pound,Plutarch's lives,1899
139,Algernon Charles Swinburne   ,Ezra Pound,Poems and ballads: [second series],1878
140,John Donne   ,Ezra Pound,Poems of John Donne,1896
141,Horace   ,Ezra Pound,Quinti Horatii Flacci Opera omnia,1858
142,Walter Besant   ,Ezra Pound,Rabelais,1879
143,[N.auth]   ,Ezra Pound,The Sacred books of China: the texts of Confucianism,1899
144,Alexander Del Mar   ,Ezra Pound,The science of money,1896
145,George Santayana   ,Ezra Pound,The sense of beauty; being the outline of aesthetic theory,1896
146,Ida Farnell   ,Ezra Pound,The lives of the troubadours,1896
147,Arthur Galton   ,Ezra Pound,"Urbana Scripta: Studies of Five Living Poets, and Other Essays",1885
148,Allen Upward   ,Ezra Pound,Songs in Ziklag,1888
149,Pietro Rota   ,Ezra Pound,Storia delle banche,1874
150,Songling Pu   ,Ezra Pound,Strange stories from a Chinese studio,1880
151,Walter Pater   ,Ezra Pound,Studies in the history of the renaissance,1873
152,Alexander Angus Airlie Kinloch,Ernest Hemingway,"Large game shooting in Thibet, the Himalayas, and northern India",1885
153,Dante   ,Ezra Pound,Tutte le opere di Dante Alighieri,1897
154,Rudyard Kipling,Ernest Hemingway,Many inventions,1899
155,Rudyard Kipling,Ernest Hemingway,The works of Rudyard Kipling,1899
156,Henry Wadsworth Longfellow,Ernest Hemingway,The song of Hiawatha,1899
157,Juan Gualberto (conde de las Navas) López-Valdemoro y de Quesada,Ernest Hemingway,El espectáculo más nacional,1899
158,Ladislao Redondo,Ernest Hemingway,"Guerrita, su tiempo y su retirada",1899
159,Henri Marie Pierre René Moullin de La Blanchère,Ernest Hemingway,La pêche et les poissons; nouveau dictionnaire général des pêches,1868
160,Don Ildephonse Lanslots,Ernest Hemingway,Illustrated explanation of the prayers and ceremonies of the Mass,1897
161,W. M. L. Jay,Ernest Hemingway,My winter in Cuba,1871
162,William Edward Hartpole Lecky,Ernest Hemingway,History of European morals from Augustus to Charlemagne,1877
163,Thaddeus Norris,Ernest Hemingway,"The American angler's book: embracing the natural history of sporting fish, and the art of taking them",1864
164,George Bronson Rea,Ernest Hemingway,Facts and fakes about Cuba,1897
165,Ladislao Redondo,Ernest Hemingway,Guerrita: Su tiempo y su retirada,1899
166,Antonio Peña y Goñi,Ernest Hemingway,Guerrita,1894
167,Antonio Peña y Goñi,Ernest Hemingway,Lagartijo y Frascuelo y su tiempo,1887
168,Daniel Perea,Ernest Hemingway,A los toros: album compuesto de 28 acuarelas originales del reputado pintor de escenas taurinas,1895
169,Alejandro [Don Pio] Pérez Lugín,Ernest Hemingway,"El torero artista, Rafael Gómez [Gallito]: Apuntes para la historia",1890
170,Camille Prévost,Ernest Hemingway,L'escrime et le duel,1891
171,Rush Medical College,Ernest Hemingway,"The Pulse: Rush Medical College, published annually by the sophomore class, vol. 2",1895
172,George Chittenden Benham,Gertrude Stein,A Year of Wreck : a true story,1880
173,Louisa May Alcott,Gertrude Stein,"Jo's boys, and how they turned out : a sequel to ""Litle men.""",1886
174,Frank Richard Stockton,Gertrude Stein,The Late Mrs. Null,1886
175,Omar Khayyam,Gertrude Stein,"The Rub__y_t of Omar Khayy_m, the astronomer-poet of Persia",1890
176,James Fenimore Cooper,Gertrude Stein,The Pilot : a tale of the sea,1885
177,Joseph Addison,Gertrude Stein,"Sir Roger de Coverley, consisting of the papers relating to Sir Roger which were originally published in the Spectator; with an introductory essay by John Habberton",1877
178,Ulysses S. Grant,Gertrude Stein,Personal Memoirs of U.S. Grant,1886
179,Francis Bacon,Gertrude Stein,Essays,1885
180,George Willis Cooke,Gertrude Stein,A Guide-book to the Poetic and Dramatic Works of Robert Browning,1891
181,[N.auth],Gertrude Stein,The Birthday Book of Wit and Humour,1894
182,Marie de Rabutin-Chantal Sévigné,Gertrude Stein,The Best Letters of Madame de Sévigné : edited with an introduction by Edward Playfair Anderson,1891
183,William Makepeace Thackeray,Gertrude Stein,The Complete Works,1884
184,Percy Bysshe Shelley,Gertrude Stein,The Prose Works of Percy Bysshe Shelley : from the original editions,1888
185,Charles Lamb,Gertrude Stein,Essays of Elia,1888
186,William Dean Howells,Gertrude Stein,The Coast of Bohemia,1893
187,Gustave Flaubert,Gertrude Stein,L'Education Sentimentale : histoire d'un jeune homme,1899
188,William Shakespeare,Gertrude Stein,Cymbeline,1868
189,William Shakespeare,Gertrude Stein,Antony and Cleopatra,1868
190,William Shakespeare,Gertrude Stein,Timon of Athens,1868
191,William Shakespeare,Gertrude Stein,Julius Caesar,1868
192,William Shakespeare,Gertrude Stein,Coriolanus,1868
193,William Shakespeare,Gertrude Stein,The Life and Death of King Richard II,1868
194,William Shakespeare,Gertrude Stein,King Henry V,1868
195,William Shakespeare,Gertrude Stein,King Henry IV,1868
196,William Shakespeare,Gertrude Stein,Troilus and Cressida,1868
197,William Shakespeare,Gertrude Stein,King John,1868
198,William Shakespeare,Gertrude Stein,The Winter's Tale,1868
199,William Shakespeare,Gertrude Stein,"Twelfth-Night, or, What You Will",1868
200,William Shakespeare,Gertrude Stein,All's Well That Ends Well,1868
201,William Shakespeare,Gertrude Stein,Measure for Measure,1868
202,Mary Eleanor Wilkins Freeman,Gertrude Stein,A New England Nun and other stories,1893
203,Rudyard Kipling,Gertrude Stein,"Soldiers Three : setting forth certain passages in the lives and adventures of Privates Terence Mulvaney, Stanley Ortheris, and John Learoyd, with other stories",1891
204,Wilkie Collins,Gertrude Stein,Man and Wife : a novel,1870
205,Dinah Maria Mulock Craik,Gertrude Stein,Young Mrs. Jardine,1879
206,Bret Harte,Gertrude Stein,Prose and Poetry,1872
207,Charlotte Brontë,Gertrude Stein,Villette,1853
208,Richard Brinsley Sheridan,Gertrude Stein,The Dramatic Works of the Right Honourable Richard Brinsley Sheridan,1869
209,Mrs. Oliphant,Gertrude Stein,Kirsteen : the story of a Scotch family seventy years ago,1891
210,George J. Whyte-Melville,Gertrude Stein,The White Rose,1868
211,Robert Louis Stevenson,Gertrude Stein,St. Ives : being the adventures of a French prisoner in England,1898
212,Robert Louis Stevenson,Gertrude Stein,"Catriona : a sequel to ""Kidnapped"" being memoirs of the further adventures of David Balfour at home and abroad",1893
213,Ouida,Gertrude Stein,Cecil Castlemaine's Gage and other novelettes,1872
214,Edward Eggleston,Gertrude Stein,The Faith Doctor,1892
215,William Dean Howells,Gertrude Stein,The Undiscovered Country,1883
216,Rudyard Kipling,Gertrude Stein,Captains Courageous : a story of the Grand Banks,1897
217,Charles James Lever,Gertrude Stein,A Day's Ride : a life's romance,1864
218,William Dean Howells,Gertrude Stein,The Rise of Silas Lapham,1886
219,Wilkie Collins,Gertrude Stein,Basil,1862
220,Mark Twain,Gertrude Stein,Pudd'nhead Wilson : a tale,1895
221,Edward Bulwer-Lytton,Gertrude Stein,"My Novel, or, Varieties in English Life",1852
222,Louisa May Alcott,Gertrude Stein,"Little Women : or, Meg, Jo, Beth, and Amy",1876
223,Charles James Lever,Gertrude Stein,Charles O'Malley : the Irish dragoon,1872
224,Kenneth Grahame,Gertrude Stein,The Golden Age,1898
225,Charles Darwin,Gertrude Stein,The Life and Letters of Charles Darwin,1889
226,James Fenimore Cooper,Gertrude Stein,The Red Rover : a tale,1894
227,James Fenimore Cooper,Gertrude Stein,"Satanstoe, or, The Littlepage Manuscripts : a tale of the colony",1895
228,Washington Irving,Gertrude Stein,"Bracebridge Hall, or, The Humorists : a medley",1861
229,Washington Irving,Gertrude Stein,"Astoria, or, Anecdotes of an enterprise beyond the Rocky Mountains",1860
230,Washington Irving,Gertrude Stein,The Crayon Miscellany,1861
231,Washington Irving,Gertrude Stein,Mahomet and His Successors,1861
232,Washington Irving,Gertrude Stein,Chronicle of the Conquest of Granada,1861
233,Washington Irving,Gertrude Stein,Life of George Washington,1861
234,Dante,Gertrude Stein,The Divine Comedy,1899
235,Charles Dickens,Gertrude Stein,Dombey and Son,1898
236,Charles Dickens,Gertrude Stein,Life and adventures of Nicholas Nickleby,1892
237,Charles Dickens,Gertrude Stein,Christmas Books,1892
238,Charles Dickens,Gertrude Stein,The Posthumous Papers of the Pickwick Club,1899
239,Benjamin Disraeli,Gertrude Stein,Lothair,1870
240,Benjamin Disraeli,Gertrude Stein,Venetia,1853
241,George Eliot,Gertrude Stein,Daniel Deronda,1887
242,George Eliot,Gertrude Stein,"Felix Holt, the radical",1887
243,George Eliot,Gertrude Stein,Middlemarch,1887
244,George Eliot,Gertrude Stein,Romola,1887
245,George Eliot,Gertrude Stein,Adam Bede,1887
246,George Eliot,Gertrude Stein,Complete Poems,1887
247,Jules Verne,Gertrude Stein,Tigers and Traitors,1893
248,Oliver Goldsmith,Gertrude Stein,The Vicar of Wakefield,1886
249,Oliver Goldsmith,Gertrude Stein,The Poems and Plays of Oliver Goldsmith,1889
250,Maria Edgeworth,Gertrude Stein,Helen,1896
251,John Adams,Gertrude Stein,The Works of John Adams,1856
252,Samuel Warren,Gertrude Stein,Works of Samuel Warren,1855
253,Horace Walpole,Gertrude Stein,Memoirs of the Reign of King George the Third,1894
254,Margaret Cavendish,Gertrude Stein,"The Lives of William Cavendishe, Duke of Newcastle, and of his wife, Margaret, Duchess of Newcastle",1872
255,Henry Mackenzie,Gertrude Stein,The Man of Feeling,1893
256,Sir Walter Raleigh,Gertrude Stein,"The last fight of the Revenge at sea : under the command of Sir Richard Grenville, on the 10-11th of September, 1591",1871
257,Thomas De Quincey,Gertrude Stein,Confessions of an English Opium-eater,1885
258,Henry Kingsley,Gertrude Stein,The Recollections of Geoffry Hamlyn,1859
259,Frederick Sleigh Roberts,Gertrude Stein,Forty-one years in India: from subaltern to commander-in-chief,1898
260,Hans Christian Andersen,Gertrude Stein,Danish Fairy Legends and Tales,1891
261,Henry Fielding,Gertrude Stein,A Voyage to Lisbon,1893
262,John Henry Newman,Gertrude Stein,Apologia pro vita sua : being a history of his religious opinions,1893
263,Ivan Turgenev,Gertrude Stein,Rudin : a novel,1894
264,Ivan Turgenev,Gertrude Stein,On the Eve : a novel,1895
265,Ivan Turgenev,Gertrude Stein,Fathers and Children : a novel,1895
266,Ivan Turgenev,Gertrude Stein,Virgin Soil : a novel,1896
267,Ivan Turgenev,Gertrude Stein,Smoke : a novel,1896
268,Ivan Turgenev,Gertrude Stein,A Lear of the Steppes and other stories,1898
269,Ivan Turgenev,Gertrude Stein,"Dream tales, and Prose Poems",1897
270,Ivan Turgenev,Gertrude Stein,A Sportsman's Sketches,1895
271,Richard Cobbold,Gertrude Stein,"The History of Margaret Catchpole, a Suffolk girl",1877
272,Charles E. Craddock,Gertrude Stein,Where the Battle was fought : a novel,1884
273,Jane Austen,Gertrude Stein,Mansfield Park,1897
274,Jane Austen,Gertrude Stein,Northanger Abbey and Persuasion,1897
275,Jane Austen,Gertrude Stein,Pride and Prejudice,1895
276,Jane Austen,Gertrude Stein,Sense and Sensibility,1896
277,Jane Austen,Gertrude Stein,Emma,1896
278,Daniel Defoe,Gertrude Stein,The novels and miscellaneous works of Daniel Defoe,1854
279,Thomas Carlyle,Gertrude Stein,Wilhelm Meister's apprenticeship and travels,1899
280,Daniel Defoe,Gertrude Stein,The Novels and Miscellaneous Works of Daniel Defoe,1882
281,Robert Southey,Gertrude Stein,"A Love Story : a fragment from ""The doctor,"" etc.",1853
282,Mrs. Humphry Ward,Gertrude Stein,Marcella,1895
283,Jean Ingelow,Gertrude Stein,Sarah de Berenger,1881
284,Charlotte M. Yonge,Gertrude Stein,More Bywords,1890
285,[N.auth],Gertrude Stein,The New Testament,1850
286,Asa Gray,Gertrude Stein,Manual of the Botany of the Northern United States : including the district east of the Mississippi and north of North Carolina and Tennessee,1889
287,James J. Morier,Gertrude Stein,The Adventures of Hajji Baba of Ispahan,1895
288,Frank W. Chandler,Gertrude Stein,Romances of Roguery : an episode in the history of the novel in two parts,1899
289,Frank T. Bullen,Gertrude Stein,The Cruise of the Cachalot : round the world after sperm whales,1899
290,Gilbert Abbott À Beckett,Gertrude Stein,The Comic History of Rome,1852
291,Thomas Hughes,Gertrude Stein,School days at Rugby : by an old boy,1857
292,Winfield Scott,Gertrude Stein,"Memoirs of Lieut.-General Scott, LL.D : written by himself",1864
293,Pu Songling,Gertrude Stein,Strange Stories from a Chinese Studio : translated and annotated by Herbert A. Giles,1880
294,Josiah Flynt,Gertrude Stein,Tramping with tramps : studies and sketches of vagabond life,1899
295,Edmund Burke,Gertrude Stein,Burke : select works,1887
296,Miguel de Cervantes Saavedra,Gertrude Stein,The History of the Valorous and Witty Knight-errant Don Quixote of the Mancha,1895
297,Jean Froissart,Gertrude Stein,"Chronicles of England, France, Spain, and the adjoining countries, from the latter part of the reign of Edward II to the coronation of Henry IV",1868
298,David Macrae,Gertrude Stein,"The Americans at home : pen-and-ink sketches of American men, manners, and institutions",1879
299,Theodore Watts-Dunton,Gertrude Stein,Aylwin,1898
300,John Brown,Gertrude Stein,Spare Hours,1866
301,Lucian,Gertrude Stein,Trips to the Moon,1887
302,Lionel J. Trotter,Gertrude Stein,"The Life of John Nicholson, Soldier and Administrator : based on private and hitherto unpublished documents",1897
303,Grace Aguilar,Gertrude Stein,Home Influence : a tale for mothers and daughters,1854
