,Book Author,Book Owner,Publication Year
196,Alan Wykes,Ernest Hemingway,1960
197,E. R. Zietlow,Ernest Hemingway,1960
198,George Gordon Byron Byron  Baron,W.H. Auden,1966
199,Oscar Wilde ,W.H. Auden,1968
200,Georg Christoph Lichtenberg ,W.H. Auden,1969
201,Konrad Lorenz ,W.H. Auden,1966
202,Eugen Rosenstock-Huessy ,W.H. Auden,1969
203,C. S Lewis ,W.H. Auden,1960
204,James Merrill ,W.H. Auden,1966
205,Marianne Moore ,W.H. Auden,1967
206,W. H Auden ,W.H. Auden,1968
207,Ilsa Barea ,W.H. Auden,1966
208,W.H. Auden ,W.H. Auden,1962
209,B. C Bloomfield ,W.H. Auden,1964
210,W. H. Auden ,W.H. Auden,1962
211,James Merrill ,W.H. Auden,1962
212,Friedrich Nietzsche ,W.H. Auden,1967
213,Gaius Valerius Catullus ,W.H. Auden,1966
214,W. H. Auden ,W.H. Auden,1968
215,Theodore Spencer ,W.H. Auden,1966
216,Ezra Pound   ,Ezra Pound,1960
217,Ezra Pound   ,Ezra Pound,1960
218,Alan Neame   ,Ezra Pound,1961
219,[N.auth]   ,Ezra Pound,1966
220,[N.auth]   ,Ezra Pound,1963
221,John R.W. Slinger   ,Ezra Pound,1961
222,John Lackey Brown   ,Ezra Pound,1961
223,Arthur Freeman   ,Ezra Pound,1961
224,Robert Kelly   ,Ezra Pound,1961
225,Niclas Christoph de Nagy   ,Ezra Pound,1966
226,Paul Schaepman   ,Ezra Pound,1968
227,Richard Findlater   ,Ezra Pound,1966
228,June (Madison) Moll   ,Ezra Pound,1967
229,Ezra Pound   ,Ezra Pound,1965
230,John R.W. Slinger   ,Ezra Pound,1960
231,Ezra Pound   ,Ezra Pound,1964
232,Vittorio Vettori   ,Ezra Pound,1960
233,Ezra Pound   ,Ezra Pound,1960
234,Barbara C. Bennett   ,Ezra Pound,1962
235,Gaius Valerius Catullus   ,Ezra Pound,1960
236,Stuart Montgomery   ,Ezra Pound,1969
237,Roy Fisher   ,Ezra Pound,1961
238,Michael Reck   ,Ezra Pound,1968
239,Charles Edward Eaton   ,Ezra Pound,1962
240,Rewi Alley   ,Ezra Pound,1965
241,Fernando Whitaker Tavares da Cunha   ,Ezra Pound,1963
242,Artur Lundkvist   ,Ezra Pound,1960
243,Ezra Pound   ,Ezra Pound,1968
244,Ronald H. Bayes   ,Ezra Pound,1960
245,Robert Mitchell   ,Ezra Pound,1961
246,Nino Tripodi   ,Ezra Pound,1960
247,Roberto Pattina   ,Ezra Pound,1961
248,W. K. Rose   ,Ezra Pound,1968
249,Harry M. Meacham   ,Ezra Pound,1965
250,Guido Cavalcanti   ,Ezra Pound,1966
251,Guido Cavalcanti   ,Ezra Pound,1966
252,Patricia Hutchins   ,Ezra Pound,1966
253,Robert Creeley   ,Ezra Pound,1962
254,Rufrio Salieno   ,Ezra Pound,1960
255,Mario Valle   ,Ezra Pound,1960
256,Albert Campbell   ,Ezra Pound,1961
257,Rudyard Kipling   ,Ezra Pound,1962
258,Alexander Del Mar   ,Ezra Pound,1966
259,Benjamin Lawrence Reid   ,Ezra Pound,1965
260,Kirby Congdon   ,Ezra Pound,1963
261,Jean Cocteau   ,Ezra Pound,1963
262,Hugh Kenner   ,Ezra Pound,1967
263,Robert Marks   ,Ezra Pound,1960
264,Hovhanness I. Pilikian   ,Ezra Pound,1964
265,Maria Luisa Gamalero   ,Ezra Pound,1960
266,F. W. Nielsen Wright   ,Ezra Pound,1960
267,William Goodreau   ,Ezra Pound,1961
268,Luigi Serravalli   ,Ezra Pound,1960
269,Cyril Clemens   ,Ezra Pound,1965
270,Ezra Pound   ,Ezra Pound,1960
271,Charles A Matz   ,Ezra Pound,1965
272,Clayton Eshleman   ,Ezra Pound,1962
273,Cesare Masciotti   ,Ezra Pound,1960
274,Oswald Mosley   ,Ezra Pound,1961
275,Giuseppe Viviani   ,Ezra Pound,1960
276,Pierlisa Bollea   ,Ezra Pound,1960
277,Brigit Patmore   ,Ezra Pound,1965
278,Hovhanness I. Pilikian   ,Ezra Pound,1962
279,Daniel H. Woodward   ,Ezra Pound,1964
280,Matthew Mead   ,Ezra Pound,1960
281,Pino Masnata   ,Ezra Pound,1961
282,Thomas Kinsella   ,Ezra Pound,1961
283,Patrick Creagh   ,Ezra Pound,1960
284,Kabir   ,Ezra Pound,1966
285,Nahapet K_uch_ak   ,Ezra Pound,1960
286,Tristan Corbière   ,Ezra Pound,1962
287,Ronald Perry   ,Ezra Pound,1962
288,Angelo De Luca   ,Ezra Pound,1961
289,Archibald MacLeish   ,Ezra Pound,1961
290,Poetry Book Society   ,Ezra Pound,1961
291,Poetry Society   ,Ezra Pound,1969
292,Robert Skidelsky   ,Ezra Pound,1969
293,Edvige Schulte   ,Ezra Pound,1960
294,Rolf Hennequel   ,Ezra Pound,1961
295,Ezra Pound   ,Ezra Pound,1967
296,Ezra Pound   ,Ezra Pound,1967
297,Louis Untermeyer   ,Ezra Pound,1964
298,Rudi Holzapfel   ,Ezra Pound,1960
299,Giovanni Battista Pighi   ,Ezra Pound,1960
300,Ezra Pound   ,Ezra Pound,1965
301,Charles Plymell   ,Ezra Pound,1960
302,Benito Sablone   ,Ezra Pound,1960
303,Lino Carpinteri   ,Ezra Pound,1968
304,Sylvia Beach   ,Ezra Pound,1962
305,Georg Wilhelm Friedrich Hegel   ,Ezra Pound,1965
306,E. Coselschi   ,Ezra Pound,1961
307,Edward Sylvester Ellis   ,Ezra Pound,1961
308,Rolf Hennequel   ,Ezra Pound,1961
309,Ronald Duncan   ,Ezra Pound,1960
310,Gladys Campbell   ,Ezra Pound,1965
311,Albert Campbell   ,Ezra Pound,1962
312,Robert Goffin   ,Ezra Pound,1962
313,Forrest Read   ,Ezra Pound,1969
314,Donald Gallup   ,Ezra Pound,1969
315,Giuseppe Ungaretti   ,Ezra Pound,1960
316,Claude Dunster   ,Ezra Pound,1965
317,Vittorio G. Rossi   ,Ezra Pound,1969
318,Roy Fisher   ,Ezra Pound,1962
319,Leonard Nathan   ,Ezra Pound,1965
320,Claudio Trevi   ,Ezra Pound,1964
321,Georg Trakl   ,Ezra Pound,1961
322,Kimon Lolos,Ernest Hemingway,1961
323,Kimon Lolos,Ernest Hemingway,1960
324,Anatoli_ Petrovich Kovalev,Ernest Hemingway,1960
325,Lazar Lagin,Ernest Hemingway,1961
326,Monique Lange,Ernest Hemingway,1960
327,Richard M. Watt              ,e.e. cummings,1964
328,David Levine              ,e.e. cummings,1965
329,E. E. Cummings              ,e.e. cummings,1964
330,E. E. Cummings              ,e.e. cummings,1961
331,E. E. Cummings              ,e.e. cummings,1968
332,E.E Cummings              ,e.e. cummings,1964
333,E. E. Cummings              ,e.e. cummings,1963
334,E. E. Cummings              ,e.e. cummings,1962
335,Laurence Perrine              ,e.e. cummings,1966
336,Marcello Marchesi              ,e.e. cummings,1965
337,War Resisters League              ,e.e. cummings,1965
338,Ezra Pound              ,e.e. cummings,1965
339,E. E. Cummings              ,e.e. cummings,1962
340,Marianne Moore              ,e.e. cummings,1962
341,Ned O'Gorman              ,e.e. cummings,1961
342,John Tobias              ,e.e. cummings,1962
343,Michael Girsdansky              ,e.e. cummings,1967
344,Edmund Fuller              ,e.e. cummings,1963
345,Walter Loban              ,e.e. cummings,1963
346,Marion Morehouse              ,e.e. cummings,1962
347,Robert Ardrey              ,e.e. cummings,1963
348,Douglas Sutherland              ,e.e. cummings,1968
349,Harold Nicolson              ,e.e. cummings,1960
350,Leo Alfred Lerner,Ernest Hemingway,1960
351,Ernest Francisco Fenollosa              ,e.e. cummings,1961
352,E.M. Forster              ,e.e. cummings,1961
353,Frank MacShane              ,e.e. cummings,1965
354,G. Robert Carlsen              ,e.e. cummings,1967
355,Hyatt H. Waggoner              ,e.e. cummings,1968
356,Henry C. Carlisle              ,e.e. cummings,1962
357,Clark C. Spence              ,e.e. cummings,1966
358,André Frénaud              ,e.e. cummings,1961
359,William G. Niederland              ,e.e. cummings,1965
360,nan,e.e. cummings,1961
361,Charles C. Mish              ,e.e. cummings,1963
362,André Frénaud              ,e.e. cummings,1964
363,Jean Garrigue              ,e.e. cummings,1966
364,Brom Weber              ,e.e. cummings,1962
365,Abbott Joseph Liebling,Ernest Hemingway,1961
366,Stockholm Nobelstiftelsen,Ernest Hemingway,1960
367,Roberta A. Charlesworth              ,e.e. cummings,1964
368,Kingsley Amis              ,e.e. cummings,1967
369,nan,e.e. cummings,1960
370,Donald Keats              ,e.e. cummings,1968
371,Charles Theodore Seltman              ,e.e. cummings,1960
372,Julian L. Maline              ,e.e. cummings,1967
373,Martha Gellhorn              ,e.e. cummings,1961
374,Georges Raillard              ,e.e. cummings,1964
375,Politecnico di Milano. Istituto di geofisica applicata.              ,e.e. cummings,1960
376,Ann McGovern              ,e.e. cummings,1965
377,James T. Lape              ,e.e. cummings,1967
378,E. H. (Ernst Hans) Gombrich              ,e.e. cummings,1960
379,Henry James              ,e.e. cummings,1962
380,Frank O'Connor,Ernest Hemingway,1961
381,Frederick Oughton,Ernest Hemingway,1960
382,Herbert Edward Read,Ernest Hemingway,1961
383,Rubén Pérez Ortiz,Ernest Hemingway,1963
384,George Plimpton,Ernest Hemingway,1961
385,May Sarton              ,e.e. cummings,1967
386,Authors and Publishers American Society of Composers              ,e.e. cummings,1966
387,Louis MacNeice              ,e.e. cummings,1964
388,Flann O'Brien              ,e.e. cummings,1962
389,Kevin Andrews              ,e.e. cummings,1967
390,Colette              ,e.e. cummings,1966
391,Bertrand Russell              ,e.e. cummings,1967
392,John Haycraft              ,e.e. cummings,1965
393,Francesco Waldner              ,e.e. cummings,1963
394,Margaret Scherf              ,e.e. cummings,1968
395,Robert L Herbert              ,e.e. cummings,1962
396,Violette Leduc              ,e.e. cummings,1964
397,P.G. Rogers              ,e.e. cummings,1962
398,Vladimir Mayakovsky              ,e.e. cummings,1960
399,Robert McAlmon              ,e.e. cummings,1968
400,Jean Rostand              ,e.e. cummings,1961
401,T. H. White              ,e.e. cummings,1960
402,G. Ernest Wright              ,e.e. cummings,1961
403,Antonio Pizzuto              ,e.e. cummings,1966
404,H. D. (Hilda Doolittle)              ,e.e. cummings,1960
405,nan,e.e. cummings,1968
406,Edmund Wilson              ,e.e. cummings,1965
407,Aragon              ,e.e. cummings,1967
408,George Starbuck              ,e.e. cummings,1960
409,Frank O'Connor              ,e.e. cummings,1964
410,Kenneth Lawrence Beaudoin              ,e.e. cummings,1965
411,Georg Groddeck              ,e.e. cummings,1961
412,Joy Adamson              ,e.e. cummings,1960
413,Charles Muscatine              ,e.e. cummings,1966
414,Fritz Peters              ,e.e. cummings,1964
415,Ned O'Gorman              ,e.e. cummings,1964
416,V. S. (Victor Sawdon) Pritchett              ,e.e. cummings,1968
417,Atsuko Ricca              ,e.e. cummings,1964
418,Ezra Pound              ,e.e. cummings,1961
419,nan,e.e. cummings,1961
420,Ezra Pound              ,e.e. cummings,1960
421,Bruce Kellner              ,e.e. cummings,1968
422,André Pieyre de Mandiargues              ,e.e. cummings,1960
423,John Creasey              ,e.e. cummings,1968
424,Frank Hammond (firm)              ,e.e. cummings,1960
425,Harry Batsford              ,e.e. cummings,1960
426,Marcus Tullius Cicero              ,e.e. cummings,1967
427,John Dominis              ,e.e. cummings,1968
428,Eric Ambler              ,e.e. cummings,1961
429,George Bennett              ,e.e. cummings,1965
430,Claude Roy              ,e.e. cummings,1968
431,Jacques Maritain,Flannery O'Connor,1962
432,George Boas,Flannery O'Connor,1961
433,C. S. Lewis,Flannery O'Connor,1962
434,William F. Lynch,Flannery O'Connor,1962
435,Pedro Meseguer,Flannery O'Connor,1960
436,Claude Tresmontant,Flannery O'Connor,1960
437,Aquinas Thomas,Flannery O'Connor,1960
438,William James,Flannery O'Connor,1961
439,I. Compton-Burnett,Flannery O'Connor,1960
440,Victor White,Flannery O'Connor,1960
441,Victor White,Flannery O'Connor,1960
442,William James,Flannery O'Connor,1961
443,Pierre Teilhard de Chardin,Flannery O'Connor,1960
444,Mark C. Ebersole,Flannery O'Connor,1961
445,Christopher Dawson,Flannery O'Connor,1960
446,A. Robert Caponigri,Flannery O'Connor,1960
447,Denis de Rougemont,Flannery O'Connor,1963
448,Joseph Conrad,Flannery O'Connor,1960
449,Gustave Weigel,Flannery O'Connor,1963
450,Ignace Lepp,Flannery O'Connor,1963
451,John L. McKenzie,Flannery O'Connor,1962
452,Georges Simenon              ,e.e. cummings,1967
453,Nikola_ Vasilevich Gogol,Flannery O'Connor,1961
454,J. Edgar Burns.,Flannery O'Connor,1963
455,Luis Alonso Sch&ouml;kel,Flannery O'Connor,1963
456,Jacques Guillet,Flannery O'Connor,1960
457,S.J. Jean Levie,Flannery O'Connor,1962
458,Louis J. Putz,Flannery O'Connor,1962
459,Roger Poelman,Flannery O'Connor,1964
460,H. H. Rowley,Flannery O'Connor,1961
461,George Ernest Wright,Flannery O'Connor,1961
462,Bruce Vawter,Flannery O'Connor,1961
463,Jean Danielou,Flannery O'Connor,1962
464,Daniel Callahan,Flannery O'Connor,1961
465,Nikola_ Vasilevich Gogol,Flannery O'Connor,1962
466,Caroline Gordon,Flannery O'Connor,1963
467,Madison Jones,Flannery O'Connor,1963
468,Madison Jones,Flannery O'Connor,1960
469,Michel Lee Landa,Flannery O'Connor,1960
470,N. S. Leskov,Flannery O'Connor,1961
471,François Mauriac,Flannery O'Connor,1961
472,Anais Nin,Flannery O'Connor,1961
473,J. F. Powers,Flannery O'Connor,1962
474,Klaus Roehler,Flannery O'Connor,1961
475,Louis Decimus Rubin,Flannery O'Connor,1961
476,Bienvenido N. Santos,Flannery O'Connor,1960
477,Isaac Bashevis Singer,Flannery O'Connor,1961
478,Muriel Spark,Flannery O'Connor,1960
479,Alan Watts,Flannery O'Connor,1960
480,Barry Ulanov,Flannery O'Connor,1960
481,Karl Barth,Flannery O'Connor,1963
482,Claude Tresmontant,Flannery O'Connor,1961
483,K. E. Skydsgaard,Flannery O'Connor,1963
484,Muriel Spark,Flannery O'Connor,1963
485,Leo Tolstoy,Flannery O'Connor,1960
486,Evelyn Waugh,Flannery O'Connor,1961
487,Francois Mauriac,Flannery O'Connor,1960
488,F.-X. Durrwell,Flannery O'Connor,1960
489,Karl Joseph Alter,Flannery O'Connor,1960
490,Romano Guardini,Flannery O'Connor,1961
491,Gerald Vann,Flannery O'Connor,1960
492,Yves Congar,Flannery O'Connor,1961
493,Charles. Journet,Flannery O'Connor,1960
494,Josef Pieper,Flannery O'Connor,1963
495,John J. ed. Heaney,Flannery O'Connor,1961
496,Romano Guardini,Flannery O'Connor,1960
497,Saint Augustine,Flannery O'Connor,1960
498,Raymond,Flannery O'Connor,1960
499,Edith Stein,Flannery O'Connor,1960
500,[N.auth],Flannery O'Connor,1960
501,Evelyn Waugh,Flannery O'Connor,1960
502,Leonard von Matt,Flannery O'Connor,1960
503,Finlay Mackenzie              ,e.e. cummings,1961
504,Ernest Francisco Fenollosa              ,e.e. cummings,1960
505,Sir Henry Channon              ,e.e. cummings,1967
506,Paul Engle              ,e.e. cummings,1962
507,Saint-John Perse              ,e.e. cummings,1961
508,Ohio) Contemporary Arts Center (Cincinnati              ,e.e. cummings,1961
509,Jan Morris              ,e.e. cummings,1964
510,Colin MacInnes              ,e.e. cummings,1964
511,Emmanuel Anati              ,e.e. cummings,1965
512,Colette              ,e.e. cummings,1965
513,Lawrence Durrell              ,e.e. cummings,1960
514,Anthony Burgess              ,e.e. cummings,1963
515,Laurence Brown              ,e.e. cummings,1961
516,Marya Zaturenska              ,e.e. cummings,1965
517,Patrick Kavanagh              ,e.e. cummings,1964
518,Horace Gregory              ,e.e. cummings,1964
519,e.e. cummings              ,e.e. cummings,1962
520,Kenneth Patchen              ,e.e. cummings,1968
521,Patrick Kavanagh              ,e.e. cummings,1967
522,Paul A. Jorgensen              ,e.e. cummings,1967
523,Gustave Rudler              ,e.e. cummings,1966
524,Isopel May              ,e.e. cummings,1965
525,Carmel Snow              ,e.e. cummings,1962
526,Murray Rockowitz              ,e.e. cummings,1965
527,Slater Brown              ,e.e. cummings,1963
528,Slater Brown              ,e.e. cummings,1961
529,James M. McCrimmon              ,e.e. cummings,1967
530,Judith Merril              ,e.e. cummings,1964
531,Nicholas Joost              ,e.e. cummings,1967
532,Thomas Wolfe              ,e.e. cummings,1963
533,Saul Maloff              ,e.e. cummings,1963
534,Fujitomi Yasuo              ,e.e. cummings,1968
535,Issh_ Miura              ,e.e. cummings,1965
536,Max Beerbohm              ,e.e. cummings,1966
537,William Carlos Williams              ,e.e. cummings,1966
538,Gay Wilson Allen              ,e.e. cummings,1967
539,Edward Gorey              ,e.e. cummings,1962
540,John Hollander              ,e.e. cummings,1961
541,Richard S. Kennedy              ,e.e. cummings,1962
542,Jon Godden              ,e.e. cummings,1961
543,Osbert Lancaster              ,e.e. cummings,1968
544,Paul Engle              ,e.e. cummings,1965
545,Howard Pyle              ,e.e. cummings,1965
546,Pamela Branch              ,e.e. cummings,1961
547,Audrey Gellen Maas              ,e.e. cummings,1966
548,nan,e.e. cummings,1967
549,Massachusetts Historical Society              ,e.e. cummings,1962
550,Bob Watt              ,e.e. cummings,1969
551,Henry David Thoreau              ,e.e. cummings,1961
552,John Norman Harris              ,e.e. cummings,1963
553,Bill Reade              ,e.e. cummings,1968
554,Joan Fleming              ,e.e. cummings,1964
555,James Thurber              ,e.e. cummings,1966
556,Alan Moorehead              ,e.e. cummings,1960
557,Gordon MacCreagh              ,e.e. cummings,1961
558,C.P. Snow              ,e.e. cummings,1968
559,Seymour Krim              ,e.e. cummings,1961
560,Raymond Cogniat              ,e.e. cummings,1963
561,Sybille Bedford              ,e.e. cummings,1960
562,Miguel Serrano              ,e.e. cummings,1960
563,Bill Crofut              ,e.e. cummings,1968
564,John Anthony              ,e.e. cummings,1961
565,Charles Theodore Seltman              ,e.e. cummings,1962
566,Richard E Langford              ,e.e. cummings,1966
567,William T. Stafford              ,e.e. cummings,1965
568,Georg Trakl              ,e.e. cummings,1961
569,Nicolette Devas              ,e.e. cummings,1968
570,Penelope Chetwode              ,e.e. cummings,1965
571,Dachine Rainer              ,e.e. cummings,1960
572,Evelyn Waugh              ,e.e. cummings,1961
573,Isabel Bolton              ,e.e. cummings,1966
574,Marshall McLuhan              ,e.e. cummings,1965
575,Hans Erich Nossack              ,e.e. cummings,1968
576,Brian Gardner              ,e.e. cummings,1967
577,Lenard Alexander              ,e.e. cummings,1965
578,E. E. Cummings              ,e.e. cummings,1963
579,H. G Wells              ,e.e. cummings,1960
580,Ronald Knox              ,e.e. cummings,1961
