,Book Author,Book Owner,Publication Year
194,Honoré de Balzac,Ernest Hemingway,1891
195,Jim Bishop,Ernest Hemingway,1955
196,Honoré de Balzac,Ernest Hemingway,1891
197,Jim Bishop,Ernest Hemingway,1955
198,Honoré de Balzac,Ernest Hemingway,1891
199,Jim Bishop,Ernest Hemingway,1952
200,Honoré de Balzac,Ernest Hemingway,1891
201,John Peale Bishop,Ernest Hemingway,1935
202,Honoré de Balzac,Ernest Hemingway,1891
203,Honoré de Balzac,Ernest Hemingway,1891
204,Honoré de Balzac,Ernest Hemingway,1892
205,John Peale Bishop,Ernest Hemingway,1948
206,Honoré de Balzac,Ernest Hemingway,1892
207,Honoré de Balzac,Ernest Hemingway,1892
208,John Peale Bishop,Ernest Hemingway,1948
209,Honoré de Balzac,Ernest Hemingway,1892
210,Honoré de Balzac,Ernest Hemingway,1892
211,John Peale Bishop,Ernest Hemingway,1948
212,Honoré de Balzac,Ernest Hemingway,1892
213,Honoré de Balzac,Ernest Hemingway,1892
214,John Peale Bishop,Ernest Hemingway,1931
215,Honoré de Balzac,Ernest Hemingway,1892
216,Richard Pike Bissell,Ernest Hemingway,1957
217,Richard Pike Bissell,Ernest Hemingway,1950
218,Sir James Gordon Partridge Bisset,Ernest Hemingway,1959
219,Ruby Aurora Black,Ernest Hemingway,1940
220,Susan Leigh Blackford,Ernest Hemingway,1947
221,W. W. Blackford,Ernest Hemingway,1945
222,E.T. Ellis,Ernest Hemingway,1921
223,William Garden Blaikie,Ernest Hemingway,1881
224,Forrester Blake,Ernest Hemingway,1948
225,Forrester Blake,Ernest Hemingway,1935
226,Forrester Blake,Ernest Hemingway,1958
227,Honoré de Balzac,Ernest Hemingway,1892
228,William J. Blake,Ernest Hemingway,1938
229,Honoré de Balzac,Ernest Hemingway,1892
230,Honoré de Balzac,Ernest Hemingway,1892
231,Honoré de Balzac,Ernest Hemingway,1892
232,Honoré de Balzac,Ernest Hemingway,1892
233,Honoré de Balzac,Ernest Hemingway,1901
234,Griffing Bancroft,Ernest Hemingway,1932
235,Lesley Blanch,Ernest Hemingway,1955
236,Gian Andrea Bandini,Ernest Hemingway,1954
237,Ralph Bandini,Ernest Hemingway,1936
238,Lesley Blanch,Ernest Hemingway,1954
239,Désiré Blanchet,Ernest Hemingway,1912
240,Michael Blankfort,Ernest Hemingway,1947
241,Michael Blankfort,Ernest Hemingway,1940
242,Michael Blankfort,Ernest Hemingway,1943
243,Paul Blanshard,Ernest Hemingway,1949
244,Vicente Blasco Ibáñez,Ernest Hemingway,1926
245,Tallulah Bankhead,Ernest Hemingway,1952
246,Vicente Blasco Ibáñez,Ernest Hemingway,1894
247,Vincente Blasco Ibáñez,Ernest Hemingway,1898
248,Vicente Blasco Ibáñez,Ernest Hemingway,1941
249,Pierre Barbellion,Ernest Hemingway,1941
250,Thomas Barbour,Ernest Hemingway,1945
251,Thomas Barbour,Ernest Hemingway,1945
252,Thomas Barbour,Ernest Hemingway,1945
253,Vicente Blasco Ibáñez,Ernest Hemingway,1920
254,Ike Blasingame,Ernest Hemingway,1958
255,Henri Barbusse,Ernest Hemingway,1918
256,F. Bleu,Ernest Hemingway,1914
257,Pierre Bardel,Ernest Hemingway,1944
258,Karen Blixen [Isak Dinesen],Ernest Hemingway,1957
259,Pierre Bardel,Ernest Hemingway,1944
260,Arturo Barea,Ernest Hemingway,1951
261,Arturo Barea,Ernest Hemingway,1941
262,Karen Blixen [Isak Dinesen],Ernest Hemingway,1952
263,Arturo Barea,Ernest Hemingway,1946
264,Piero Bargellini,Ernest Hemingway,1944
265,Karen Blixen [Isak Dinesen],Ernest Hemingway,1938
266,Maurice Baring,Ernest Hemingway,1920
267,Eugenio Barisoni,Ernest Hemingway,1944
268,Karen Blixen [Isak Dinesen],Ernest Hemingway,1960
269,A. L. Barker,Ernest Hemingway,1948
270,Karen Blixen [Isak Dinesen],Ernest Hemingway,1942
271,James Barlow,Ernest Hemingway,1960
272,Baron Bror von Blixen-Finecke,Ernest Hemingway,1938
273,Alexander Barmine,Ernest Hemingway,1945
274,Harry Barnard,Ernest Hemingway,1958
275,Lawrence G. Blochman,Ernest Hemingway,1946
276,Jean Bloch-Michel,Ernest Hemingway,1955
277,Georges Blond,Ernest Hemingway,1955
278,Murray Teigh Bloom,Ernest Hemingway,1957
279,Keppel Harcourt Barnard,Ernest Hemingway,1951
280,[N.auth],Ernest Hemingway,1937
281,[N.auth],Ernest Hemingway,1937
282,Keppel Harcourt Barnard,Ernest Hemingway,1947
283,[N.auth],Ernest Hemingway,1940
284,Albert Coombs Barnes,Ernest Hemingway,1937
285,[N.auth],Ernest Hemingway,1948
286,[N.auth],Ernest Hemingway,1958
287,Eric Wollencott Barnes,Ernest Hemingway,1954
288,Eric Wollencott Barnes,Ernest Hemingway,1956
289,A. Coleman Blum,Ernest Hemingway,1958
290,Margaret Ayer Barnes,Ernest Hemingway,1931
291,David Irving Blumenstock,Ernest Hemingway,1959
292,Godfrey Blunden,Ernest Hemingway,1947
293,David Enderby Blunt,Ernest Hemingway,1933
294,Fernando Boada,Ernest Hemingway,1959
295,Fernando Boada,Ernest Hemingway,1959
296,[N.auth],Ernest Hemingway,1955
297,Angelo del Boca,Ernest Hemingway,1948
298,Giovanni Boccaccio,Ernest Hemingway,1949
299,Giovanni Boccaccio,Ernest Hemingway,1931
300,Maxwell Bodenheim,Ernest Hemingway,1929
301,Thomas Bodkin,Ernest Hemingway,1945
302,Frederick Bodmer,Ernest Hemingway,1944
303,Albert Boekholt,Ernest Hemingway,1943
304,Albert Boekholt,Ernest Hemingway,1943
305,Albert Boekholt,Ernest Hemingway,1943
306,Pio Baroja y Nessi,Ernest Hemingway,1956
307,Ethel Boileau,Ernest Hemingway,1936
308,Pio Baroja y Nessi,Ernest Hemingway,1937
309,L. de Boisset,Ernest Hemingway,1939
310,L. de Boisset,Ernest Hemingway,1941
311,L. de Boisset,Ernest Hemingway,1942
312,L. de Boisset,Ernest Hemingway,1944
313,Pio Baroja y Nessi,Ernest Hemingway,1926
314,Pio Baroja y Nessi,Ernest Hemingway,1955
315,Paul Darcy Boles,Ernest Hemingway,1954
316,Pio Baroja y Nessi,Ernest Hemingway,1953
317,Pio Baroja y Nessi,Ernest Hemingway,1924
318,Stanley Wade Baron,Ernest Hemingway,1952
319,Alfred Hamilton Barr,Ernest Hemingway,1946
320,James Barr,Ernest Hemingway,1950
321,William Edmund Barrett,Ernest Hemingway,1953
322,Joseph Michaël Thomas Barretto de Souza,Ernest Hemingway,1922
323,Luis Bollain,Ernest Hemingway,1953
324,Eduardo Barriobero y Herrán,Ernest Hemingway,1931
325,Luis Bollaín,Ernest Hemingway,1957
326,Harlan Harland Barrows,Ernest Hemingway,1933
327,Nathaniel A. Barrows,Ernest Hemingway,1940
328,Diana Barrymore,Ernest Hemingway,1958
329,Alain Bombard,Ernest Hemingway,1953
330,A. Bonazzi,Ernest Hemingway,1947
331,Charles Boner,Ernest Hemingway,1860
332,John Bartlett,Ernest Hemingway,1940
333,Vernon Bartlett,Ernest Hemingway,1938
334,Donald Richmond Barton,Ernest Hemingway,1955
335,Jacques Barzun,Ernest Hemingway,1959
336,Pedro de Basaldúa,Ernest Hemingway,1946
337,William Russell Bascom,Ernest Hemingway,1953
338,[N.auth],Ernest Hemingway,1944
339,Hamilton Basso,Ernest Hemingway,1954
340,[N.auth],Ernest Hemingway,1927
341,Henry Walter Bates,Ernest Hemingway,1864
342,Pierre Bonnard,Ernest Hemingway,1944
343,Paul Hyde Bonner,Ernest Hemingway,1957
344,Paul Hyde Bonner,Ernest Hemingway,1955
345,Paul Hyde Bonner,Ernest Hemingway,1954
346,Paul Hyde Bonner,Ernest Hemingway,1953
347,Paul Hyde Bonner,Ernest Hemingway,1952
348,Stephen Bonsal,Ernest Hemingway,1899
349,Stephen Bonsal,Ernest Hemingway,1944
350,[N.auth],Ernest Hemingway,1935
351,National Geographic Society,Ernest Hemingway,1924
352,National Geographic Society,Ernest Hemingway,1924
353,[N.auth],Ernest Hemingway,1921
354,[N.auth],Ernest Hemingway,1938
355,Charles Gordon Booth,Ernest Hemingway,1951
356,Tancred Borenius,Ernest Hemingway,1946
357,Tancred Borenius,Ernest Hemingway,1946
358,Giuseppe Antonio Borgese,Ernest Hemingway,1937
359,Valerio Borghese Jr.,Ernest Hemingway,1954
360,George Henry Borrow,Ernest Hemingway,1923
361,Francesco Borsetta,Ernest Hemingway,1954
362,Henry Borsook,Ernest Hemingway,1941
363,Lauro de Bosis,Ernest Hemingway,1933
364,Alain Bosquet (ed.),Ernest Hemingway,1956
365,Charles K. Boston,Ernest Hemingway,1941
366,James Boswell,Ernest Hemingway,1955
367,Herbert Ernest Bates,Ernest Hemingway,1944
368,Marston Bates,Ernest Hemingway,1949
369,Marston Bates,Ernest Hemingway,1954
370,James Boswell,Ernest Hemingway,1925
371,A.H. Batten Pooll,Ernest Hemingway,1937
372,James Boswell,Ernest Hemingway,1950
373,Charles Baudelaire,Ernest Hemingway,1944
374,Charles Baudelaire,Ernest Hemingway,1940
375,Charles Baudelaire,Ernest Hemingway,1894
376,Charles Baudelaire,Ernest Hemingway,1939
377,Gérard Bauër,Ernest Hemingway,1948
378,James E. Baum,Ernest Hemingway,1927
379,Robert Newton Bavier,Ernest Hemingway,1947
380,James Phinney Baxter,Ernest Hemingway,1946
381,Walter Baxter,Ernest Hemingway,1952
382,Herbert Bayer,Ernest Hemingway,1938
383,Leo G. Bayer,Ernest Hemingway,1943
384,Dorothy Julia Baynes,Ernest Hemingway,1946
385,Edward Latimer Beach,Ernest Hemingway,1953
386,Edward Latimer Beach,Ernest Hemingway,1952
387,Joseph Warren Beach,Ernest Hemingway,1941
388,Sylvia Beach,Ernest Hemingway,1956
389,Peter S. Beagle,Ernest Hemingway,1960
390,Carleton Beals,Ernest Hemingway,1933
391,Charles Edwin Woodrow Bean,Ernest Hemingway,1947
392,Charles Austin Beard,Ernest Hemingway,1944
393,Allan R. Bosworth,Ernest Hemingway,1947
394,Bernard Botein,Ernest Hemingway,1957
395,Carl Huntington Bottume,Ernest Hemingway,1951
396,Xavier Marcel Boulestin,Ernest Hemingway,1934
397,Pierre Boulle,Ernest Hemingway,1954
398,Vance Bourjaily,Ernest Hemingway,1960
399,Vance Bourjaily,Ernest Hemingway,1947
400,Vance Bourjaily,Ernest Hemingway,1955
401,Vance Bourjaily (ed.),Ernest Hemingway,1953
402,Vance Bourjaily (ed.),Ernest Hemingway,1954
403,Vance Bourjaily (ed.),Ernest Hemingway,1955
404,John Gregory Bourke,Ernest Hemingway,1958
405,John Gregory Bourke,Ernest Hemingway,1958
406,Anatole Bourman,Ernest Hemingway,1936
407,Nathaniel Bowditch,Ernest Hemingway,1943
408,Charles Austin Beard,Ernest Hemingway,1939
409,James Beard,Ernest Hemingway,1956
410,Catherine Drinker Bowen,Ernest Hemingway,1957
411,Pierre Béarn,Ernest Hemingway,1947
412,Pierre Béarn,Ernest Hemingway,1946
413,Catherine Drinker Bowen,Ernest Hemingway,1944
414,Norman Beasley,Ernest Hemingway,1936
415,Elizabeth Bowen,Ernest Hemingway,1941
416,Cecil Walter Hardy Beaton,Ernest Hemingway,1941
417,Finlay Cochrane Beatson,Ernest Hemingway,1931
418,Elizabeth Bowen,Ernest Hemingway,1946
419,Edward W. Beattie,Ernest Hemingway,1946
420,Willard Leon Beaulac,Ernest Hemingway,1951
421,Elizabeth Bowen,Ernest Hemingway,1951
422,Marjorie Bowen,Ernest Hemingway,1933
423,Simone de Beauvoir,Ernest Hemingway,1956
424,Claude Gernade Bowers,Ernest Hemingway,1954
425,Jules Bebie,Ernest Hemingway,1943
426,Claude Gernade Bowers,Ernest Hemingway,1929
427,José Becerra y Alvarez,Ernest Hemingway,1916
428,Carl Lotus Becker,Ernest Hemingway,1944
429,Claude Gernade Bowers,Ernest Hemingway,1929
430,Ivan Lawrence Becker,Ernest Hemingway,1959
