,Book Author,Book Owner,Publication Year
58,Luigi Vittorio Bertarelli,Ernest Hemingway,1929
59,Marie Henri Beyle,Ernest Hemingway,1926
60,Stendhal,Ernest Hemingway,1925
61,Marie Henri Beyle,Ernest Hemingway,1929
62,Leonida Biancolini,Ernest Hemingway,1928
63,Frank Hedges Butler,Ernest Hemingway,1926
64,John P. Burch,Ernest Hemingway,1925
65,Earl Buxton,Ernest Hemingway,1924
66,Donn Byrne,Ernest Hemingway,1929
67,Donn Byrne,Ernest Hemingway,1925
68,Thomas Burke,Ernest Hemingway,1921
69,J.B. Burlace (ed.),Ernest Hemingway,1923
70,James Branch Cabell,Ernest Hemingway,1927
71,James Branch Cabell,Ernest Hemingway,1927
72,Canadian National Exhibition,Ernest Hemingway,1923
73,Frederick Russell Burnham,Ernest Hemingway,1928
74,Walter Noble Burns,Ernest Hemingway,1929
75,Charles Pierce Burton,Ernest Hemingway,1928
76,Wilhelm Busch,Ernest Hemingway,1924
77,Kate Buss,Ernest Hemingway,1922
78,Morris Leopold Ernst,Ernest Hemingway,1928
79,Francis Carco,Ernest Hemingway,1925
80,Francis Carco,Ernest Hemingway,1929
81,Angel Carmona,Ernest Hemingway,1924
82,José María Carretero,Ernest Hemingway,1922
83,J. Castaréde,Ernest Hemingway,1924
84,Emanuele di Castelbarco,Ernest Hemingway,1921
85,John Caswell,Ernest Hemingway,1920
86,Vivian Caulfeild,Ernest Hemingway,1924
87,Blaise Cendrars,Ernest Hemingway,1927
88,Marc Chadourne,Ernest Hemingway,1927
89,Abel Chapman,Ernest Hemingway,1921
90,Frank Michler Chapman,Ernest Hemingway,1928
91,Alfred [Jacques Sindral] Fabre-Luce,Ernest Hemingway,1928
92,Anton Pavlovich Chekhov,Ernest Hemingway,1922
93,Anton Pavlovich Chekhov,Ernest Hemingway,1922
94,Anton Pavlovich Chekhov,Ernest Hemingway,1925
95,Anton Pavlovich Chekhov,Ernest Hemingway,1921
96,Anton Pavlovich Chekhov,Ernest Hemingway,1921
97,Paul Hazard,Ernest Hemingway,1927
98,William Hazlitt,Ernest Hemingway,1929
99,Sven Anders Hedin,Ernest Hemingway,1925
100,Émile Henriot,Ernest Hemingway,1927
101,Joseph Hergesheimer,Ernest Hemingway,1927
102,William Faulkner,Ernest Hemingway,1926
103,Kurt Hielscher,Ernest Hemingway,1927
104,Hugh Percy Highton,Ernest Hemingway,1921
105,Lion Feuchtwanger,Ernest Hemingway,1925
106,Winston Leonard Spencer Churchill,Ernest Hemingway,1929
107,Barrett H. Clark,Ernest Hemingway,1927
108,C.A. Finsterbusch,Ernest Hemingway,1929
109,Maximiliano Clavo,Ernest Hemingway,1924
110,Samuel Langhorne Clemens,Ernest Hemingway,1923
111,Samuel Langhorne Clemens,Ernest Hemingway,1922
112,Natalie Clifford Barney,Ernest Hemingway,1929
113,Jean Cocteau,Ernest Hemingway,1923
114,Jean Cocteau,Ernest Hemingway,1923
115,Ford Madox Ford,Ernest Hemingway,1921
116,Albert F. Hochwait,Ernest Hemingway,1923
117,Samuel Hoffenstein,Ernest Hemingway,1928
118,Ralph Hoffmann,Ernest Hemingway,1927
119,Graf von Hermann Alexander Keyserling,Ernest Hemingway,1927
120,Charles Frederick Holder,Ernest Hemingway,1924
121,Luther Emmett Holt,Ernest Hemingway,1920
122,Homer,Ernest Hemingway,1928
123,E. M. Forster,Ernest Hemingway,1927
124,Ugo Foscolo,Ernest Hemingway,1924
125,Anatole France,Ernest Hemingway,1927
126,Anatole France,Ernest Hemingway,1921
127,Francis Francis,Ernest Hemingway,1920
128,Waldo David Frank,Ernest Hemingway,1929
129,Charles Lucieto,Ernest Hemingway,1926
130,Comte Félix de Luckner,Ernest Hemingway,1927
131,Galerie Alfred Flechtheim,Ernest Hemingway,1929
132,John Gilbert Bohun Lynch,Ernest Hemingway,1925
133,Robert Staughton Lynd,Ernest Hemingway,1929
134,Heliodoro Gallego Armesto,Ernest Hemingway,1926
135,John Galsworthy,Ernest Hemingway,1924
136,John Galsworthy,Ernest Hemingway,1924
137,David Garnett,Ernest Hemingway,1927
138,David Garnett,Ernest Hemingway,1929
139,David Garnett,Ernest Hemingway,1925
140,Robert Medill McBride,Ernest Hemingway,1928
141,Arnold Henry Moore Lunn,Ernest Hemingway,1927
142,Elbert Hubbard,Ernest Hemingway,1923
143,Ibn Battutah,Ernest Hemingway,1929
144,Dorothy Giles,Ernest Hemingway,1929
145,Archibald MacLeish,Ernest Hemingway,1926
146,Pierre MacOrlan,Ernest Hemingway,1922
147,W. H. Hudson,Ernest Hemingway,1928
148,W. H. Hudson,Ernest Hemingway,1924
149,W. H. Hudson,Ernest Hemingway,1925
150,W. H. Hudson,Ernest Hemingway,1924
151,W. H. Hudson,Ernest Hemingway,1929
152,W. H. Hudson,Ernest Hemingway,1925
153,W. H. Hudson,Ernest Hemingway,1927
154,W. H. Hudson,Ernest Hemingway,1923
155,Hugh Stewart Gladstone,Ernest Hemingway,1922
156,Jorge Mañach,Ernest Hemingway,1926
157,Jorge Mañach,Ernest Hemingway,1924
158,Richard Arthur Warren Hughes,Ernest Hemingway,1929
159,Thomas Mann,Ernest Hemingway,1927
160,Thomas Mann,Ernest Hemingway,1926
161,[N.auth],Ernest Hemingway,1929
162,Frederic Manning,Ernest Hemingway,1929
163,H. Harold Hume,Ernest Hemingway,1929
164,Edwin Markham,Ernest Hemingway,1921
165,Frederick Marryat,Ernest Hemingway,1924
166,Henry Goodman,Ernest Hemingway,1929
167,Herbert Sherman Gorman,Ernest Hemingway,1929
168,Georges Clemenceau,Ernest Hemingway,1929
169,Joseph Alexander Graham,Ernest Hemingway,1924
170,Robert Bontine Cunninghame Graham,Ernest Hemingway,1929
171,Joseph Conrad,Ernest Hemingway,1921
172,Zane Grey,Ernest Hemingway,1927
173,Sherwood Anderson,Ernest Hemingway,1929
174,Philip Guedalla,Ernest Hemingway,1923
175,Guides Bleus,Ernest Hemingway,1927
176,Guides Bleus,Ernest Hemingway,1922
177,Guides Michelin,Ernest Hemingway,1929
178,James Cook,Ernest Hemingway,1925
179,Calvin Coolidge,Ernest Hemingway,1929
180,Francis Hackett,Ernest Hemingway,1929
181,Lucretia Peabody Hale,Ernest Hemingway,1924
182,Radclyffe Hall,Ernest Hemingway,1928
183,Simon Christian Hammer,Ernest Hemingway,1927
184,Dashiell Hammett,Ernest Hemingway,1927
185,Ferdinand Schuyler Mathews,Ernest Hemingway,1929
186,Louis Matout,Ernest Hemingway,1924
187,Robert Crisp Hurley,Ernest Hemingway,1925
188,W. Somerset Maugham,Ernest Hemingway,1921
189,Aldous Huxley,Ernest Hemingway,1925
190,Guy de Maupassant,Ernest Hemingway,1925
191,Guy de Maupassant,Ernest Hemingway,1923
192,Martin Hardie,Ernest Hemingway,1920
193,Thomas Hardy,Ernest Hemingway,1928
194,[N.auth],Ernest Hemingway,1924
195,Pierre Harispe,Ernest Hemingway,1929
196,Bret Harte,Ernest Hemingway,1929
197,Bret Harte,Ernest Hemingway,1929
198,Charles Boardman Hawes,Ernest Hemingway,1925
199,Peter Hawker,Ernest Hemingway,1922
200,Peter Hawker,Ernest Hemingway,1922
201,Marcel Coulon,Ernest Hemingway,1929
202,Edna St. Vincent Millay,Ernest Hemingway,1929
203,Enrique [Pensamientos] Minguet y Calderón de la Barca,Ernest Hemingway,1925
204,Edith Ronald Mirrielees (ed.),Ernest Hemingway,1929
205,André Maurois,Ernest Hemingway,1926
206,André Maurois,Ernest Hemingway,1928
207,Julius Meier-Graefe,Ernest Hemingway,1927
208,Dmitry Sergeyevich Merezhkovsky,Ernest Hemingway,1928
209,comtesse de María de las Mercedes Santa Cruz y Montalvo Merlin,Ernest Hemingway,1922
210,Sir Frederick John Jackson,Ernest Hemingway,1926
211,Ernest Renan,Ernest Hemingway,1927
212,Charles à Court Repington,Ernest Hemingway,1920
213,Carlos Reyles,Ernest Hemingway,1929
214,Le Corbusier,Ernest Hemingway,1929
215,Ivo Crecchi,Ernest Hemingway,1925
216,David Crockett,Ernest Hemingway,1923
217,Henry Handel Richardson,Ernest Hemingway,1925
218,George Jennison,Ernest Hemingway,1929
219,George Jennison,Ernest Hemingway,1927
220,Douglas Wilson Johnson,Ernest Hemingway,1921
221,Eldridge Reeves Johnson,Ernest Hemingway,1928
222,David Starr Jordan,Ernest Hemingway,1921
223,David Starr Jordan,Ernest Hemingway,1925
224,David Starr Jordan,Ernest Hemingway,1920
225,Philip Furneaux Jordan,Ernest Hemingway,1927
226,Paul Rival,Ernest Hemingway,1929
227,Jean Baptiste Poquelin Molière,Ernest Hemingway,1924
228,Lucien Jouenne,Ernest Hemingway,1922
229,Lucien Jouenne,Ernest Hemingway,1927
230,James Joyce,Ernest Hemingway,1927
231,James Joyce,Ernest Hemingway,1928
232,James Joyce,Ernest Hemingway,1922
233,Edward Cathcart Crossman,Ernest Hemingway,1927
234,E. E. Cummings,Ernest Hemingway,1922
235,E. E. Cummings,Ernest Hemingway,1926
236,Paul Allan Curtis,Ernest Hemingway,1927
237,Paul Allan Curtis,Ernest Hemingway,1922
238,Richard Henry Dana,Ernest Hemingway,1925
239,Sir Richard Morris Dane,Ernest Hemingway,1921
240,Ole Edvart Rølvaag,Ernest Hemingway,1927
241,Peter Mark Roget,Ernest Hemingway,1925
242,John J. Romans (ed.),Ernest Hemingway,1929
243,Theodore Roosevelt,Ernest Hemingway,1929
244,Theodore Roosevelt,Ernest Hemingway,1924
245,Glenn Dale Angle,Ernest Hemingway,1921
246,H. E. Anthony,Ernest Hemingway,1928
247,Harry Dean,Ernest Hemingway,1929
248,Daniel Defoe,Ernest Hemingway,1926
249,Daniel Defoe,Ernest Hemingway,1922
250,Daniel Defoe,Ernest Hemingway,1924
251,Daniel Defoe,Ernest Hemingway,1923
252,Maurice Dekobra,Ernest Hemingway,1926
253,Hilda Doolittle,Ernest Hemingway,1925
254,Hilda Doolittle,Ernest Hemingway,1926
255,William A. Newman Dorland,Ernest Hemingway,1920
256,John Dos Passos,Ernest Hemingway,1921
257,Fyodor Dostoyevsky,Ernest Hemingway,1923
258,Norman Douglas,Ernest Hemingway,1928
259,Norman Douglas,Ernest Hemingway,1929
260,George Francis Dow,Ernest Hemingway,1925
261,Joseph Morewood Dowsett,Ernest Hemingway,1928
262,Arthur Conan Doyle,Ernest Hemingway,1928
263,Lawrence Drake,Ernest Hemingway,1929
264,Charles Du Bos,Ernest Hemingway,1928
265,Alexandre Dumas,Ernest Hemingway,1929
266,Isadora Duncan,Ernest Hemingway,1927
267,George Eastman,Ernest Hemingway,1927
268,Johannes Spiess,Ernest Hemingway,1927
269,Karl Spindler,Ernest Hemingway,1929
270,Aleksandr Ivanovich Spiridovich,Ernest Hemingway,1928
271,Wilbur Daniel Steele,Ernest Hemingway,1927
272,Vilhjalmur Stefansson,Ernest Hemingway,1921
273,Gertrude Stein,Ernest Hemingway,1926
274,Louis Rouquet,Ernest Hemingway,1924
275,Richard Wilmer Rowan,Ernest Hemingway,1928
276,M. P. Shiel,Ernest Hemingway,1929
277,Henry de Montherlant,Ernest Hemingway,1926
278,Lorna Moon,Ernest Hemingway,1925
279,George Moore,Ernest Hemingway,1925
280,Laurence Sterne,Ernest Hemingway,1925
281,Guillaume Apollinaire,Ernest Hemingway,1920
282,Marianne Moore,Ernest Hemingway,1923
283,Paul Morand,Ernest Hemingway,1926
284,Manuel [A. + B.] Moriano Vivó,Ernest Hemingway,1923
285,Jacques Mortane,Ernest Hemingway,1928
286,Carl Sandburg,Ernest Hemingway,1926
287,Carl Sandburg,Ernest Hemingway,1926
288,Carl Sandburg,Ernest Hemingway,1927
289,Carl Sandburg,Ernest Hemingway,1923
290,Leonard Cutler Sanford,Ernest Hemingway,1924
291,Simón Sarasola,Ernest Hemingway,1928
292,Julius Oscar Stieglitz,Ernest Hemingway,1928
293,Lytton Strachey,Ernest Hemingway,1928
294,Karl Marquard Sauer,Ernest Hemingway,1927
295,Richard Lightburn Sutton,Ernest Hemingway,1926
296,Julius Schlosser,Ernest Hemingway,1922
297,Samuel Daniel Schmalhausen,Ernest Hemingway,1928
298,Frederick Courteney Selous,Ernest Hemingway,1925
299,Osbert Sitwell,Ernest Hemingway,1929
300,Frank Tatchell,Ernest Hemingway,1923
301,Allen Tate,Ernest Hemingway,1928
302,George Edward Slocombe,Ernest Hemingway,1929
303,B. Webster Smith,Ernest Hemingway,1926
304,Paul Jordan Smith,Ernest Hemingway,1923
305,Thorne Smith,Ernest Hemingway,1929
306,Sir Horace Lockwood Smith-Dorrien,Ernest Hemingway,1925
307,Eric Taverner,Ernest Hemingway,1929
308,Jorge Mañach,Ernest Hemingway,1928
309,Francis Sydney Smythe,Ernest Hemingway,1929
310,Roy J. Snell,Ernest Hemingway,1920
311,Franklyn Bliss Snyder,Ernest Hemingway,1927
312,Italo Tavolato,Ernest Hemingway,1924
313,Richard Henry Tawney,Ernest Hemingway,1920
314,George Teasdale Teasdale-Buckell,Ernest Hemingway,1924
315,Ludwig van Beethoven,James Joyce,1920
316,William Shakespeare,James Joyce,1925
317,William Shakespeare,Ernest Hemingway,1924
318,A.E.F. Society of the First division,Ernest Hemingway,1922
319,[N.auth],Ernest Hemingway,1924
320,Philippe Soupault,Ernest Hemingway,1926
321,Charles Zibeon Southard,Ernest Hemingway,1928
322,William Makepeace Thackeray,Ernest Hemingway,1923
323,William Makepeace Thackeray,Ernest Hemingway,1926
324,Harry Kendall Thaw,Ernest Hemingway,1926
325,[N.auth],Ernest Hemingway,1929
326,Henry David Thoreau,Ernest Hemingway,1929
327,Howard Thurston,Ernest Hemingway,1926
328,Margaret Alice Murray,Ernest Hemingway,1921
329,Henry Major Tomlinson,Ernest Hemingway,1921
330,H. M. Tomlinson,Ernest Hemingway,1920
331,Georg Groddeck ,W.H. Auden,1923
332,Edward Thomas ,W.H. Auden,1920
333,Jean René André Trarieux,Ernest Hemingway,1926
334,Ivan Sergeevich Turgenev,Ernest Hemingway,1920
335,Thomas Hardy ,W.H. Auden,1925
336,Walter De la Mare ,W.H. Auden,1928
337,Miguel de Unamuno y Jugo,Ernest Hemingway,1923
338,[N.auth],Ernest Hemingway,1927
339,[N.auth],Ernest Hemingway,1925
340,United States Coast and Geodetic Survey,Ernest Hemingway,1928
341,United States Coast and Geodetic Survey,Ernest Hemingway,1926
342,United States Hydrographic Office,Ernest Hemingway,1927
343,United States Hydrographic Office,Ernest Hemingway,1928
344,United States Hydrographic Office,Ernest Hemingway,1929
345,Luis Uriarte,Ernest Hemingway,1920
346,Luis Uriarte,Ernest Hemingway,1921
347,Geoffrey Chaucer ,W.H. Auden,1923
348,Julius Zeitler ,W.H. Auden,1926
349,Oliver Hill ,W.H. Auden,1923
350,George Ainslie Hight ,W.H. Auden,1929
351,F. J. E. Raby ,W.H. Auden,1927
352,Carl Van Vechten,Ernest Hemingway,1926
353,Antoine Joseph Vavon,Ernest Hemingway,1927
354,Paul Verlaine,Ernest Hemingway,1929
355,Arnold Friedrich Vieth von Colssenau,Ernest Hemingway,1929
356,François Marie Arouet de Voltaire,Ernest Hemingway,1925
357,François Marie Arouet de Voltaire,Ernest Hemingway,1929
358,Hugh Walpole,Ernest Hemingway,1929
359,Rowland Ward,Ernest Hemingway,1928
360,Helena L. Waters,Ernest Hemingway,1926
361,H. G. Wells,Ernest Hemingway,1927
362,Elizabeth Cleghorn Gaskell ,W.H. Auden,1925
363,Glenway Wescott,Ernest Hemingway,1928
364,Ignaz Emanuel Wesseley,Ernest Hemingway,1921
365,Horace ,W.H. Auden,1925
366,Edvard Alexander Westermarck,Ernest Hemingway,1925
367,Townsend Whelen,Ernest Hemingway,1925
368,James McNeill Whistler,Ernest Hemingway,1927
369,Trevor C. Wignall,Ernest Hemingway,1926
370,Thornton Wilder,Ernest Hemingway,1926
371,Thomas Hardy ,W.H. Auden,1923
372,Thomas Moore ,W.H. Auden,1929
373,Owen Wister,Ernest Hemingway,1928
374,Virginia Woolf,Ernest Hemingway,1925
375,Virginia Woolf,Ernest Hemingway,1929
376,W. B. Yeats,Ernest Hemingway,1924
377,Robert Bridges ,W.H. Auden,1929
378,[N.auth]   ,Ezra Pound,1920
379,John Rodker   ,Ezra Pound,1929
380,Albert Londres   ,Ezra Pound,1923
381,Ernest Renan   ,Ezra Pound,1925
382,C. H. Douglas   ,Ezra Pound,1923
383,Ezra Pound   ,Ezra Pound,1925
384,Karl Marx   ,Ezra Pound,1924
385,Harry Crosby   ,Ezra Pound,1928
386,Robert McAlmon   ,Ezra Pound,1923
387,Robert de Clari   ,Ezra Pound,1924
388,C. H. Douglas   ,Ezra Pound,1921
389,[N.auth]   ,Ezra Pound,1920
390,Confucius   ,Ezra Pound,1928
391,Manlio Torquato Dazzi   ,Ezra Pound,1923
392,Giacomo Prampolini   ,Ezra Pound,1928
393,[N.auth],F. Scott Fitzgerald,1924
394,Franklin P. Adams,F. Scott Fitzgerald,1927
395,Sherwood Anderson,F. Scott Fitzgerald,1920
396,Sherwood Anderson,F. Scott Fitzgerald,1923
397,Michael Arlen,F. Scott Fitzgerald,1924
398,Stephen Vincent Benét,F. Scott Fitzgerald,1921
399,René Benjamin,F. Scott Fitzgerald,1923
400,John Peale Bishop,F. Scott Fitzgerald,1922
401,Ralph P. Boas,F. Scott Fitzgerald,1925
402,Ernest Boyd,F. Scott Fitzgerald,1922
403,Charles Brackett,F. Scott Fitzgerald,1925
404,Alfred Brickell,F. Scott Fitzgerald,1926
405,E. A. Wallis Budge,F. Scott Fitzgerald,1925
406,James Branch Cabell,F. Scott Fitzgerald,1920
407,Henry Seidel Canby,F. Scott Fitzgerald,1922
408,Robert Sproul Carroll,F. Scott Fitzgerald,1922
409,Myriam Catalany,F. Scott Fitzgerald,1927
410,Paul Cervières,F. Scott Fitzgerald,1924
411,André Chamson,F. Scott Fitzgerald,1925
412,André Chamson,F. Scott Fitzgerald,1927
413,André Chamson,F. Scott Fitzgerald,1928
414,Emily Clark,F. Scott Fitzgerald,1928
415,Communist International,F. Scott Fitzgerald,1929
416,Community Workers of the New York Guild for the Jewish Blind,F. Scott Fitzgerald,1926
417,Bartlett Cormack,F. Scott Fitzgerald,1928
418,E. E. Cummings,F. Scott Fitzgerald,1927
419,E. E. Cummings,F. Scott Fitzgerald,1922
420,Norman Davey,F. Scott Fitzgerald,1923
421,[N.auth],F. Scott Fitzgerald,1922
422,Theodore Dreiser,F. Scott Fitzgerald,1925
423,Theodore Dreiser,F. Scott Fitzgerald,1923
424,Theodore Dreiser,F. Scott Fitzgerald,1920
425,A.S. Eddington,F. Scott Fitzgerald,1929
426,Fédération des Automobile-Clubs Régionaux de France,F. Scott Fitzgerald,1924
427,F. Scott Fitzgerald,F. Scott Fitzgerald,1926
428,F. Scott Fitzgerald,F. Scott Fitzgerald,1928
429,F. Scott Fitzgerald,F. Scott Fitzgerald,1928
430,F. Scott Fitzgerald,F. Scott Fitzgerald,1925
431,Grace Flandrau,F. Scott Fitzgerald,1923
432,Wolfgang Foerster,F. Scott Fitzgerald,1929
433,Auguste Forel,F. Scott Fitzgerald,1929
434,Ernst Friedrich,F. Scott Fitzgerald,1926
435,Stoehr & Sons   ,Ezra Pound,1920
436,David Garnett,F. Scott Fitzgerald,1923
437,Clinton W. Gilbert,F. Scott Fitzgerald,1921
438,Ralph P. Boas,F. Scott Fitzgerald,1925
439,Richard Halliburton,F. Scott Fitzgerald,1927
440,Chester A. Arthur,Ernest Hemingway,1927
441,Herbert Asbury,Ernest Hemingway,1928
442,Charles Askins,Ernest Hemingway,1929
443,Ruy González de Clavijo   ,Ezra Pound,1928
444,Albert Mockel   ,Ezra Pound,1924
445,Harold Lamb   ,Ezra Pound,1928
446,Ezra Pound   ,Ezra Pound,1920
447,René Taupin   ,Ezra Pound,1929
448,Ezra Pound   ,Ezra Pound,1920
449,Niccolò Machiavelli   ,Ezra Pound,1921
450,Jean de Boschère   ,Ezra Pound,1922
451,Blaise Cendrars   ,Ezra Pound,1924
452,Helen Rootham   ,Ezra Pound,1920
453,Djuna Barnes   ,Ezra Pound,1928
454,George Sidney Hellman   ,Ezra Pound,1927
455,Upton Sinclair   ,Ezra Pound,1926
456,Gertrude Franklin Horn Atherton,Ernest Hemingway,1923
457,Frederick James Gould   ,Ezra Pound,1923
458,Anna Wickham   ,Ezra Pound,1921
459,Upton Sinclair   ,Ezra Pound,1925
460,Richard Lewinsohn   ,Ezra Pound,1929
461,Jean de Boschère   ,Ezra Pound,1927
462,Halide Edib Adıvar   ,Ezra Pound,1926
463,Ismail Kemal Bey   ,Ezra Pound,1920
464,Aristotle   ,Ezra Pound,1928
465,Ford Madox Ford   ,Ezra Pound,1926
466,Luigi Monti   ,Ezra Pound,1926
467,Arthur Kitson   ,Ezra Pound,1920
468,Upton Sinclair   ,Ezra Pound,1927
469,Sven Anders Hedin   ,Ezra Pound,1926
470,R. McNair Wilson   ,Ezra Pound,1927
471,Joseph Conrad   ,Ezra Pound,1924
472,Helen Zimmern   ,Ezra Pound,1920
473,William Z. Foster   ,Ezra Pound,1927
474,Robert McAlmon   ,Ezra Pound,1929
475,T. E. Hulme   ,Ezra Pound,1929
476,Jules Helein,F. Scott Fitzgerald,1921
477,William Hickey,F. Scott Fitzgerald,1921
478,Sidney Coe Howard,F. Scott Fitzgerald,1924
479,Sidney Howard,F. Scott Fitzgerald,1925
480,Aldous Huxley,F. Scott Fitzgerald,1923
481,Jane Austen,Ernest Hemingway,1924
482,Jane Austen,Ernest Hemingway,1922
483,Armando Vannini   ,Ezra Pound,1920
484,Dante   ,Ezra Pound,1921
485,Régis Michaud   ,Ezra Pound,1928
486,Gabriel Faure   ,Ezra Pound,1920
487,T. S. Eliot   ,Ezra Pound,1925
488,T. S. Eliot   ,Ezra Pound,1922
489,C. V. Jamison,F. Scott Fitzgerald,1922
490,Foster Johns,F. Scott Fitzgerald,1927
491,William Johnston,F. Scott Fitzgerald,1926
492,da Parma Basinio   ,Ezra Pound,1925
493,Robert McAlmon   ,Ezra Pound,1926
494,Joseph Stalin   ,Ezra Pound,1927
495,Vladimir Il_ich Lenin   ,Ezra Pound,1921
496,Djuna Barnes   ,Ezra Pound,1928
497,Isaak Babel_,Ernest Hemingway,1929
498,Ernest Hemingway,Ernest Hemingway,1923
499,Ernest Hemingway,Ernest Hemingway,1924
500,Ernest Hemingway,Ernest Hemingway,1926
501,Ernest Hemingway,Ernest Hemingway,1926
502,Ernest Hemingway,Ernest Hemingway,1927
503,Ernest Hemingway,Ernest Hemingway,1925
504,Ernest Hemingway,Ernest Hemingway,1929
505,Francisco Canaro   ,Ezra Pound,1923
506,Clay Smith   ,Ezra Pound,1926
507,Italo Nucci   ,Ezra Pound,1925
508,Robert de Souza   ,Ezra Pound,1920
509,James Joyce,F. Scott Fitzgerald,1923
510,James Joyce,F. Scott Fitzgerald,1922
511,Magdalen King-Hall,Ernest Hemingway,1926
512,Brigit Patmore   ,Ezra Pound,1926
513,George Antheil   ,Ezra Pound,1929
514,Harry Crosby   ,Ezra Pound,1929
515,Cornelio Di Marzio   ,Ezra Pound,1926
516,Halide Edib Adıvar   ,Ezra Pound,1928
517,Rudyard Kipling,Ernest Hemingway,1926
518,Ezra Pound   ,Ezra Pound,1920
519,Rudyard Kipling,Ernest Hemingway,1924
520,Paul de Kock,Ernest Hemingway,1929
521,Henry H. Klein,F. Scott Fitzgerald,1921
522,Alfred Kreymborg,F. Scott Fitzgerald,1929
523,Walter Lippmann,Ernest Hemingway,1929
524,P. N. Krasnov,Ernest Hemingway,1926
525,Maurice Magnus,F. Scott Fitzgerald,1924
526,Vladimir Ilich Lenin,F. Scott Fitzgerald,1920
527,A. L. Kroeber,Ernest Hemingway,1923
528,Geo London,Ernest Hemingway,1929
529,Albert Londres,Ernest Hemingway,1927
530,Frederic Brewster Loomis,Ernest Hemingway,1923
531,Marcel Kurz,Ernest Hemingway,1925
532,Selma Lagerlöf,Ernest Hemingway,1927
533,nan,e.e. cummings,1923
534,Marcel Proust              ,e.e. cummings,1927
535,Edwin Lanham,Ernest Hemingway,1929
536,Ring Lardner,Ernest Hemingway,1929
537,Sinclair Lewis,F. Scott Fitzgerald,1922
538,Leonardo da Vinci,Ernest Hemingway,1923
539,Edith Wharton              ,e.e. cummings,1920
540,[N.auth],Ernest Hemingway,1929
541,Paul Emil von Lettow-Vorbeck,Ernest Hemingway,1920
542,Vachel Lindsay,F. Scott Fitzgerald,1920
543,D. H. Lawrence,Ernest Hemingway,1927
544,Henry Lawson,Ernest Hemingway,1927
545,Henry Lawson,Ernest Hemingway,1927
546,Washington Irving              ,e.e. cummings,1927
547,Marcel Aymé              ,e.e. cummings,1927
548,Nicholas Hookes              ,e.e. cummings,1923
549,nan,e.e. cummings,1927
550,Richard Le Gallienne,Ernest Hemingway,1928
551,Richard Le Gallienne,Ernest Hemingway,1925
552,Wyndham Lewis,Ernest Hemingway,1927
553,Basil Henry Liddell Hart,Ernest Hemingway,1929
554,Shelby Little,F. Scott Fitzgerald,1927
