,Book Author,Book Owner,Publication Year
555,Victor Llona,F. Scott Fitzgerald,1925
556,St John Welles Lucas Lucas,F. Scott Fitzgerald,1926
557,Edwin George Lutz,F. Scott Fitzgerald,1925
558,Archibald MacLeish,F. Scott Fitzgerald,1928
559,Archibald MacLeish,F. Scott Fitzgerald,1926
560,Theodore Dreiser              ,e.e. cummings,1925
561,Edmund Spenser              ,e.e. cummings,1927
562,André Gide              ,e.e. cummings,1925
563,Victor Perard              ,e.e. cummings,1928
564,Eugene Wolff              ,e.e. cummings,1926
565,E. E. Cummings              ,e.e. cummings,1925
566,Charles-Jacques-Louis-Auguste Rochette La Morlière              ,e.e. cummings,1926
567,John Matthews Manly,F. Scott Fitzgerald,1929
568,Jean-Baptiste-Antoine-Marcelin Marbot,F. Scott Fitzgerald,1927
569,Gene Markey,F. Scott Fitzgerald,1923
570,Edwin Justus Mayer,F. Scott Fitzgerald,1923
571,Alice M. S. Newbigin,Ernest Hemingway,1927
572,Frances Newman,Ernest Hemingway,1929
573,Sir Harold George Nicolson,Ernest Hemingway,1925
574,[N.auth],Ernest Hemingway,1924
575,Frank M. McMurry,F. Scott Fitzgerald,1929
576,H. L. Mencken,F. Scott Fitzgerald,1922
577,Michel de Montaigne,F. Scott Fitzgerald,1921
578,Margaret Alice Murray,F. Scott Fitzgerald,1921
579,George Jean Nathan,F. Scott Fitzgerald,1920
580,Robert Nathan,F. Scott Fitzgerald,1922
581,Frances Newman,F. Scott Fitzgerald,1929
582,Friedrich Wilhelm Nietzsche,F. Scott Fitzgerald,1921
583,Francisco Gómez de Quevedo y Villegas,Ernest Hemingway,1927
584,Francisco Gómez de Quevedo y Villegas,Ernest Hemingway,1927
585,Eugène Quinche,Ernest Hemingway,1925
586,Edward Joseph Harrington O'Brien,F. Scott Fitzgerald,1923
587,John M. Hill              ,e.e. cummings,1923
588,William Radcliffe,Ernest Hemingway,1926
589,José F. Ráfols,Ernest Hemingway,1929
590,William MacLeod Raine,Ernest Hemingway,1929
591,Charles Frederick Holder,Ernest Hemingway,1924
592,Bruce Millard              ,e.e. cummings,1921
593,Andre Maurois              ,e.e. cummings,1925
594,George O’Neil,F. Scott Fitzgerald,1927
595,Henry Fairfield Osborn,F. Scott Fitzgerald,1922
596,Grant Overton,F. Scott Fitzgerald,1927
597,[N.auth],F. Scott Fitzgerald,1926
598,Margaret Pendleton,F. Scott Fitzgerald,1928
599,S. J. Perelman,F. Scott Fitzgerald,1929
600,Jean de Pierrefeu,F. Scott Fitzgerald,1922
601,Ernst Friedrich Pinkert,F. Scott Fitzgerald,1926
602,Aristophanes              ,e.e. cummings,1927
603,Alvar Núñez Cabeza de Vaca,Ernest Hemingway,1922
604,Princeton University Class of 1917,F. Scott Fitzgerald,1929
605,Joseph Conrad              ,e.e. cummings,1923
606,[N.auth],F. Scott Fitzgerald,1929
607,Marcel Proust,F. Scott Fitzgerald,1929
608,Marcel Proust,F. Scott Fitzgerald,1924
609,nan,e.e. cummings,1925
610,H. E. Anthony,Ernest Hemingway,1928
611,Francis Carco,Ernest Hemingway,1929
612,Janet Ramsay,Ernest Hemingway,1927
613,Arthur Ransome,Ernest Hemingway,1927
614,Thomas Okey,Ernest Hemingway,1925
615,William Tyler Olcott,Ernest Hemingway,1923
616,William Tyler Olcott,Ernest Hemingway,1929
617,Sir Charles William Chadwick Oman,Ernest Hemingway,1924
618,Sir Charles William Chadwick Oman,Ernest Hemingway,1922
619,Franz Oppenheimer,Ernest Hemingway,1928
620,Eugenio d' Ors,Ernest Hemingway,1929
621,Tomás [Uno al Sesgo] Orts-Ramos,Ernest Hemingway,1927
622,Tomás Orts-Ramos,Ernest Hemingway,1925
623,Tomás Orts-Ramos,Ernest Hemingway,1926
624,Tomás Orts-Ramos,Ernest Hemingway,1927
625,Tomás Orts-Ramos,Ernest Hemingway,1929
626,Grant Martin Overton,Ernest Hemingway,1923
627,Grant Martin Overton,Ernest Hemingway,1927
628,Sir Arthur Thomas Quiller-Couch,Ernest Hemingway,1924
629,Sir Arthur Thomas Quiller-Couch,Ernest Hemingway,1925
630,José Delgado,Ernest Hemingway,1920
631,Swift Paine,Ernest Hemingway,1929
632,Joe Palmer,Ernest Hemingway,1927
633,Terry Ramsaye,F. Scott Fitzgerald,1926
634,Ernest Renan,F. Scott Fitzgerald,1927
635,nan,e.e. cummings,1925
636,Maurice Parijanine,Ernest Hemingway,1929
637,Salon des Tuileries,Ernest Hemingway,1925
638,Eric Parker,Ernest Hemingway,1924
639,Eric Parker,Ernest Hemingway,1929
640,Eric Parker,Ernest Hemingway,1929
641,[N.auth],Ernest Hemingway,1923
642,John Henry Patterson,Ernest Hemingway,1925
643,Maurice Raynal,Ernest Hemingway,1927
644,[N.auth],Ernest Hemingway,1929
645,Arthur Blayney Percival,Ernest Hemingway,1928
646,Arthur Blayney Percival,Ernest Hemingway,1927
647,J. Stanley Reeve,Ernest Hemingway,1929
648,Venacio Pérez,Ernest Hemingway,1929
649,Alejandro Pérez Lugín,Ernest Hemingway,1929
650,Jean de Pierrefeu,Ernest Hemingway,1923
651,Robert Pigot,Ernest Hemingway,1928
652,John Michael Pittaro,Ernest Hemingway,1923
653,Juan Manuel Planas y Sáinz,Ernest Hemingway,1920
654,Juan Manuel Planas y Sáinz,Ernest Hemingway,1926
655,Hans Pochhammer,Ernest Hemingway,1929
656,Hugh Bertie Campbell Pollard,Ernest Hemingway,1929
657,Hugh Bertie Campbell Pollard,Ernest Hemingway,1928
658,Marco Polo,Ernest Hemingway,1926
659,Arvid Reuterdahl,F. Scott Fitzgerald,1920
660,Ezra Pound,Ernest Hemingway,1924
661,Arthur Rimbaud,F. Scott Fitzgerald,1924
662,Fr Rolfe,F. Scott Fitzgerald,1929
663,Ezra Pound,Ernest Hemingway,1925
664,Paul Rosenfeld,F. Scott Fitzgerald,1925
665,Lillie Ryttenberg,F. Scott Fitzgerald,1927
666,John Monk Saunders,F. Scott Fitzgerald,1925
667,Ezra Pound,Ernest Hemingway,1926
668,Ezra Pound,Ernest Hemingway,1926
669,Ezra Pound,Ernest Hemingway,1928
670,Ezra Pound,Ernest Hemingway,1920
671,Ezra Pound,Ernest Hemingway,1927
672,Ezra Pound,Ernest Hemingway,1927
673,Guy de Pourtalès,Ernest Hemingway,1929
674,Leonard Cutler Sanford,Ernest Hemingway,1924
675,Llewelyn Powys,Ernest Hemingway,1926
676,Fletcher Pratt,Ernest Hemingway,1929
677,Armand Praviel,Ernest Hemingway,1926
678,Mario Praz,Ernest Hemingway,1929
679,Marcel Proust,Ernest Hemingway,1929
680,Marcel Proust,Ernest Hemingway,1927
681,Marcel Proust,Ernest Hemingway,1925
682,Marcel Proust,Ernest Hemingway,1928
683,Charles G. Shaw,F. Scott Fitzgerald,1927
684,Charles G. Shaw,F. Scott Fitzgerald,1928
685,Edith P. Shepherd,F. Scott Fitzgerald,1923
686,Society of arts and sciences,F. Scott Fitzgerald,1921
687,Justin Spafford,F. Scott Fitzgerald,1927
688,Harold Stearns,F. Scott Fitzgerald,1922
689,Bryon Steel,F. Scott Fitzgerald,1927
690,Francis Steegmuller,F. Scott Fitzgerald,1927
691,Florence Stratton,F. Scott Fitzgerald,1925
692,Julian Street,F. Scott Fitzgerald,1929
693,Mark Sullivan,F. Scott Fitzgerald,1926
694,Booth Tarkington,F. Scott Fitzgerald,1920
695,Allen Tate,F. Scott Fitzgerald,1928
696,[N.auth],F. Scott Fitzgerald,1925
697,Augustus Thomas,F. Scott Fitzgerald,1922
698,[N.auth],F. Scott Fitzgerald,1926
699,Carl Van Doren,F. Scott Fitzgerald,1922
700,Carl Van Vechten,F. Scott Fitzgerald,1927
701,Carl Van Vechten,F. Scott Fitzgerald,1926
702,John V. A. Weaver,F. Scott Fitzgerald,1921
703,Jessie L. Weston,F. Scott Fitzgerald,1920
704,Society of Arts and Sciences,F. Scott Fitzgerald,1921
705,Charles Wolff,F. Scott Fitzgerald,1929
706,Virginia Woolf,F. Scott Fitzgerald,1925
707,Cornell Woolrich,F. Scott Fitzgerald,1926
708,Basil Woon,F. Scott Fitzgerald,1926
709,[N.auth],F. Scott Fitzgerald,1926
710,Elinor Wylie,F. Scott Fitzgerald,1923
711,Albert von Le Coq              ,e.e. cummings,1928
712,Paul Gauguin              ,e.e. cummings,1923
713,D. H Montgomery              ,e.e. cummings,1920
714,Jacob Böhme,James Joyce,1926
715,Colette              ,e.e. cummings,1923
716,Upton Sinclair              ,e.e. cummings,1928
717,Paul Rosenfeld              ,e.e. cummings,1928
718,Henrik Ibsen              ,e.e. cummings,1928
719,Fyodor Dostoyevsky              ,e.e. cummings,1920
720,M. R Werner              ,e.e. cummings,1929
721,Thornton Wilder              ,e.e. cummings,1928
722,nan,e.e. cummings,1927
723,nan,e.e. cummings,1927
724,Gaius Valerius Catullus              ,e.e. cummings,1925
725,Roger Eliot Fry              ,e.e. cummings,1927
726,O. E. A.  ,W.B. Yeats,1925
727,Sir Patrick Abercrombie  ,W.B. Yeats,1922
728,Sir. A. W. Ward  ,W.B. Yeats,1924
729,Henry Adams  ,W.B. Yeats,1920
730,Henry Adams  ,W.B. Yeats,1928
731,Sergei Aksakov  ,W.B. Yeats,1924
732,[N.auth]  ,W.B. Yeats,1926
733,Lucius Apuleius  ,W.B. Yeats,1923
734,Aristophanes  ,W.B. Yeats,1926
735,Sir. Leigh Ashton  ,W.B. Yeats,1924
736,Jane Austen  ,W.B. Yeats,1926
737,Karl Baedeker (Firm)  ,W.B. Yeats,1928
738,Francis Elrington Ball  ,W.B. Yeats,1929
739,J. W. Dunne  ,W.B. Yeats,1929
740,Toru Dutt  ,W.B. Yeats,1921
741,Albert Einstein  ,W.B. Yeats,1922
742,John Eliot  ,W.B. Yeats,1928
743,T. S. Eliot  ,W.B. Yeats,1929
744,T. S. Eliot  ,W.B. Yeats,1924
745,T. S. Eliot  ,W.B. Yeats,1927
746,T. S. Eliot  ,W.B. Yeats,1920
747,T. S. Eliot  ,W.B. Yeats,1928
748,T. S. Eliot  ,W.B. Yeats,1923
749,T. S. Eliot  ,W.B. Yeats,1923
750,Editors of the Encyclopaedia Brittanica  ,W.B. Yeats,1922
751,Johann Eduard Erdmann  ,W.B. Yeats,1924
752,Louis Esson  ,W.B. Yeats,1921
753,Ezra Pound  ,W.B. Yeats,1927
754,Ezra Pound  ,W.B. Yeats,1927
755,Ezra Pound  ,W.B. Yeats,1928
756,Gal√©ries Barbazages  ,W.B. Yeats,1922
757,Gal√©ries Barbazages  ,W.B. Yeats,1922
758,Lewis Richard Farnell  ,W.B. Yeats,1921
759,Elie Faure  ,W.B. Yeats,1921
760,Michael Field  ,W.B. Yeats,1923
761,Darrell Figgis  ,W.B. Yeats,1925
762,Camille Flammarion  ,W.B. Yeats,1922
763,Phineas Fletcher  ,W.B. Yeats,1926
764,Sir James George Frazer  ,W.B. Yeats,1923
765,Cecil French  ,W.B. Yeats,1922
766,Cecil French  ,W.B. Yeats,1922
767,Cecil French  ,W.B. Yeats,1927
768,Leo Frobenius  ,W.B. Yeats,1921
769,Roger Eliot Fry  ,W.B. Yeats,1929
770,Kikusabur_ Fukui  ,W.B. Yeats,1927
771,Giuseppe Galassi  ,W.B. Yeats,1929
772,Gustave Géley  ,W.B. Yeats,1921
773,Giovanni Gentile  ,W.B. Yeats,1925
774,Giovanni Gentile  ,W.B. Yeats,1922
775,Giovanni Gentile  ,W.B. Yeats,1922
776,Monk Gibbon  ,W.B. Yeats,1927
777,E. H. Goddard  ,W.B. Yeats,1926
778,Oliver St. John Gogarty  ,W.B. Yeats,1924
779,Oliver St. John Gogarty  ,W.B. Yeats,1924
780,Oliver St. John Gogarty  ,W.B. Yeats,1924
781,Eva Gore-Booth  ,W.B. Yeats,1929
782,Robert Graves  ,W.B. Yeats,1928
783,Lady Gregory  ,W.B. Yeats,1926
784,Lady Gregory  ,W.B. Yeats,1926
785,Lady Gregory  ,W.B. Yeats,1921
786,Lady Gregory  ,W.B. Yeats,1922
787,Lady Gregory  ,W.B. Yeats,1922
788,Lady Gregory  ,W.B. Yeats,1926
789,C. Goldoni  ,W.B. Yeats,1924
790,Lady Gregory  ,W.B. Yeats,1924
791,Lady Gregory  ,W.B. Yeats,1928
792,Lady Gregory  ,W.B. Yeats,1923
793,Lady Gregory  ,W.B. Yeats,1920
794,Sir Herbert John Clifford Grierson  ,W.B. Yeats,1921
795,Sidney William Grose  ,W.B. Yeats,1923
796,Philip Guedalla  ,W.B. Yeats,1928
797,Sh_r_z_ Mu_ammad H_fiz  ,W.B. Yeats,1920
798,Viscount Richard Burdon Haldane  ,W.B. Yeats,1926
799,James Ballantyne Hannay  ,W.B. Yeats,1925
800,Thomas Hardy  ,W.B. Yeats,1922
801,E. B. Havell  ,W.B. Yeats,1920
802,Robert Hazlemere  ,W.B. Yeats,1929
803,Gerald Heard  ,W.B. Yeats,1929
804,British Empire Exhibition  ,W.B. Yeats,1925
805,Thomas Edward Heath  ,W.B. Yeats,1922
806,Georg Wilhelm Friedrich Hegel  ,W.B. Yeats,1929
807,W. E. Heitland  ,W.B. Yeats,1922
808,William Ernest Henley  ,W.B. Yeats,1921
809,W. E. Henley  ,W.B. Yeats,1921
810,W. E. Henley  ,W.B. Yeats,1921
811,W. E. Henley  ,W.B. Yeats,1921
812,W. E. Henley  ,W.B. Yeats,1921
813,Hermes Tristramgistus  ,W.B. Yeats,1924
814,Robert Herrick  ,W.B. Yeats,1927
815,Frederick Robert Higgins  ,W.B. Yeats,1927
816,Frederick Robert Higgins  ,W.B. Yeats,1925
817,Frederick Robert Higgins  ,W.B. Yeats,1925
818,Frederick Robert Higgins  ,W.B. Yeats,1923
819,Frederick Robert Higgins  ,W.B. Yeats,1923
820,Laurence Binyon  ,W.B. Yeats,1921
821,John Cyril Howell  ,W.B. Yeats,1920
822,William Blake  ,W.B. Yeats,1922
823,Jay B. Hubbell  ,W.B. Yeats,1927
824,Évariste Régis Huc  ,W.B. Yeats,1926
825,Évariste Régis Huc  ,W.B. Yeats,1926
826,Freiherr von. Friedrich Hügel  ,W.B. Yeats,1927
827,Richard Arthur Warren Hughes  ,W.B. Yeats,1926
828,Laurence Binyon  ,W.B. Yeats,1926
829,T. E. Hulme  ,W.B. Yeats,1924
830,William Blake  ,W.B. Yeats,1922
831,Gerta Hüttemann  ,W.B. Yeats,1929
832,Aldous Huxley  ,W.B. Yeats,1928
833,William Blake  ,W.B. Yeats,1926
834,William Blake  ,W.B. Yeats,1922
835,William Blake  ,W.B. Yeats,1925
836,Edmund Blunden  ,W.B. Yeats,1925
837,William Ralph Inge  ,W.B. Yeats,1926
838,Editors of The Eastern Buddhist  ,W.B. Yeats,1921
839,Editors of The Eastern Buddhist  ,W.B. Yeats,1927
840,Wyndham Lewis  ,W.B. Yeats,1927
841,Wyndham Lewis  ,W.B. Yeats,1927
842,Wyndham Lewis  ,W.B. Yeats,1929
843,Edmund Blunden  ,W.B. Yeats,1920
844,Edmund Blunden  ,W.B. Yeats,1928
845,George Boas  ,W.B. Yeats,1929
846,Giovanni Boccaccio  ,W.B. Yeats,1922
847,Jakob Bohme  ,W.B. Yeats,1924
848,Lyndon Bolton  ,W.B. Yeats,1921
849,Charles John Bond  ,W.B. Yeats,1928
850,Edward Powys Mathers  ,W.B. Yeats,1923
851,Bernard Bosanquet  ,W.B. Yeats,1924
852,Gordon Bottomley  ,W.B. Yeats,1921
853,Gordon Bottomley  ,W.B. Yeats,1920
854,Gordon Bottomley  ,W.B. Yeats,1929
855,Godfrey Fox Bradby  ,W.B. Yeats,1929
856,Francis Herbert Bradley  ,W.B. Yeats,1925
857,Robert Bridges  ,W.B. Yeats,1925
858,Robert Bridges  ,W.B. Yeats,1929
859,Robert Bridges  ,W.B. Yeats,1924
860,Editors of The Freeman  ,W.B. Yeats,1921
861,John Butler Yeats  ,W.B. Yeats,1921
862,Editors of The Freeman  ,W.B. Yeats,1922
863,John Butler Yeats  ,W.B. Yeats,1922
864,Editors of The Freeman  ,W.B. Yeats,1922
865,E. A. Boyd  ,W.B. Yeats,1922
866,Editors of the Freeman  ,W.B. Yeats,1922
867,Editors of The Freeman  ,W.B. Yeats,1922
868,Editors of The Freeman  ,W.B. Yeats,1922
869,Editors of The Freeman  ,W.B. Yeats,1922
870,Editors of The Freeman  ,W.B. Yeats,1922
871,Editors of The Free State  ,W.B. Yeats,1922
872,Editors of The Free State  ,W.B. Yeats,1922
873,Lionel Pigot Johnson  ,W.B. Yeats,1928
874,G. A. Johnston  ,W.B. Yeats,1923
875,Ernest Jones  ,W.B. Yeats,1923
876,Ben Jonson  ,W.B. Yeats,1925
877,Horace William Brindley Joseph  ,W.B. Yeats,1923
878,James Joyce  ,W.B. Yeats,1928
879,James Joyce  ,W.B. Yeats,1927
880,James Joyce  ,W.B. Yeats,1927
881,James Joyce  ,W.B. Yeats,1922
882,John Keats  ,W.B. Yeats,1920
883,Arthur Berriedale Keith  ,W.B. Yeats,1923
884,Arthur Berriedale Keith  ,W.B. Yeats,1925
885,Daniel Lawrence Kelleher  ,W.B. Yeats,1927
886,Henry King  ,W.B. Yeats,1925
887,George Wilson Knight  ,W.B. Yeats,1929
888,Jakob Sprenger  ,W.B. Yeats,1928
889,Hyakuz_ Kurata  ,W.B. Yeats,1925
890,Harold Joseph Laski  ,W.B. Yeats,1927
891,Unknown Christie  ,W.B. Yeats,1926
892,Vladimir Il_ich Lenin  ,W.B. Yeats,1927
893,Wyndham Lewis  ,W.B. Yeats,1926
894,Wyndham Lewis  ,W.B. Yeats,1928
895,Wyndham Lewis  ,W.B. Yeats,1927
896,Percy Wyndham Lewis  ,W.B. Yeats,1929
897,Wyndham Lewis  ,W.B. Yeats,1927
898,André Lhote  ,W.B. Yeats,1922
899,Editors of Life and Letters  ,W.B. Yeats,1928
900,Ena Limebeer  ,W.B. Yeats,1923
901,Jack Lindsay  ,W.B. Yeats,1927
902,Jack Lindsay  ,W.B. Yeats,1927
903,Jack Lindsay  ,W.B. Yeats,1928
904,Vachel Lindsay  ,W.B. Yeats,1924
905,Li Po  ,W.B. Yeats,1923
906,Editors of The Little Review  ,W.B. Yeats,1922
907,Wincenty Lutos_awski  ,W.B. Yeats,1928
908,Hugh McCrae  ,W.B. Yeats,1928
909,Hugh MacDiarmid  ,W.B. Yeats,1926
910,Hugh MacDiarmid  ,W.B. Yeats,1925
911,William McDougall  ,W.B. Yeats,1920
912,William McDougall  ,W.B. Yeats,1921
913,John McTaggart Ellis McTaggart  ,W.B. Yeats,1921
914,John McTaggart Ellis McTaggart  ,W.B. Yeats,1922
915,Sister M. Madeleva  ,W.B. Yeats,1927
916,John Pentland Mahaffy  ,W.B. Yeats,1920
917,Andrew E. Malone  ,W.B. Yeats,1929
918,Ruth Manning-Sanders  ,W.B. Yeats,1926
919,J. C. Mardrus  ,W.B. Yeats,1924
920,Jacques Maritain  ,W.B. Yeats,1928
921,John Masefield  ,W.B. Yeats,1922
922,John Masefield  ,W.B. Yeats,1929
923,John Masefield  ,W.B. Yeats,1920
924,John Masefield  ,W.B. Yeats,1928
925,John Masefield  ,W.B. Yeats,1925
926,Edward Powys Mathers  ,W.B. Yeats,1926
927,Edward Powys Mathers  ,W.B. Yeats,1920
928,Desiré Joseph Mercier  ,W.B. Yeats,1923
929,Edna St. Vincent Millay  ,W.B. Yeats,1928
930,Edna St. Vincent Millay  ,W.B. Yeats,1927
931,John Milton  ,W.B. Yeats,1923
932,Yamamiya Mitsuru  ,W.B. Yeats,1926
933,Harold Monro  ,W.B. Yeats,1922
934,Harold Monro  ,W.B. Yeats,1928
935,Francis Moore  ,W.B. Yeats,1921
936,George Moore  ,W.B. Yeats,1924
937,George Moore  ,W.B. Yeats,1924
938,T. Sturge Moore  ,W.B. Yeats,1929
939,T. Sturge Moore  ,W.B. Yeats,1920
940,T. Sturge Moore  ,W.B. Yeats,1923
941,T. Sturge Moore  ,W.B. Yeats,1920
942,T. Sturge Moore  ,W.B. Yeats,1920
943,Little Art Rooms  ,W.B. Yeats,1921
944,Arthur Eustace Morgan  ,W.B. Yeats,1924
945,J. B. Baillie  ,W.B. Yeats,1924
946,James Ward  ,W.B. Yeats,1925
947,Lady Murasaki  ,W.B. Yeats,1928
948,Lady Murasaki  ,W.B. Yeats,1927
949,Lady Murasaki  ,W.B. Yeats,1925
950,Lady Murasaki  ,W.B. Yeats,1927
951,Margaret Alice Murray  ,W.B. Yeats,1921
952,T. C. Murray  ,W.B. Yeats,1926
953,Robert Nichols  ,W.B. Yeats,1920
954,Editors of Nieuwe rotterdamsche courant  ,W.B. Yeats,1929
955,Yoné Noguchi  ,W.B. Yeats,1921
956,Yoné Noguchi  ,W.B. Yeats,1920
957,Yoné Noguchi  ,W.B. Yeats,1920
958,P. A. Norstedt & Söner  ,W.B. Yeats,1923
959,Jacob Schrenck von Nozing  ,W.B. Yeats,1920
960,Sean O'Casey  ,W.B. Yeats,1926
961,Sean O'Casey  ,W.B. Yeats,1929
962,Sean O'Casey  ,W.B. Yeats,1929
963,Sean O'Casey  ,W.B. Yeats,1925
964,Sean O'Casey  ,W.B. Yeats,1925
965,Liam O'Flaherty  ,W.B. Yeats,1925
966,Liam O'Flaherty  ,W.B. Yeats,1926
967,Liam O'Flaherty  ,W.B. Yeats,1928
968,Eugene O'Neill  ,W.B. Yeats,1926
969,Eugene O'Neill  ,W.B. Yeats,1923
970,Eugene O'Neill  ,W.B. Yeats,1928
971,Mary Devenport O'Neill  ,W.B. Yeats,1929
972,Dublin Civic Survey Committee  ,W.B. Yeats,1925
973,Sh_t_ro Oshima  ,W.B. Yeats,1927
974,Sh_t_ro Oshima  ,W.B. Yeats,1928
975,Ferdinand Anthony Ossendowski  ,W.B. Yeats,1923
976,Eugene Osty  ,W.B. Yeats,1923
977,Rudolf Otto  ,W.B. Yeats,1926
978,Herbert Edward Palmer  ,W.B. Yeats,1921
979,Patañjali.  ,W.B. Yeats,1927
980,Sir W. M. Flinders Petrie  ,W.B. Yeats,1922
981,Sir W. M. Flinders Petrie  ,W.B. Yeats,1922
982,Petronius Arbiter  ,W.B. Yeats,1923
983,Raffaello Piccoli  ,W.B. Yeats,1929
984,Luigi Pirandello  ,W.B. Yeats,1926
985,Luigi Pirandello  ,W.B. Yeats,1927
986,Luigi Pirandello  ,W.B. Yeats,1929
987,Luigi Pirandello  ,W.B. Yeats,1924
988,Luigi Pirandello  ,W.B. Yeats,1926
989,Luigi Pirandello  ,W.B. Yeats,1926
990,Luigi Pirandello  ,W.B. Yeats,1923
991,Luigi Pirandello  ,W.B. Yeats,1924
992,Luigi Pirandello  ,W.B. Yeats,1922
993,Luigi Pirandello  ,W.B. Yeats,1925
994,Luigi Pirandello  ,W.B. Yeats,1927
995,Luigi Pirandello  ,W.B. Yeats,1925
996,Plotinus  ,W.B. Yeats,1921
997,Plotinus  ,W.B. Yeats,1924
998,Plotinus  ,W.B. Yeats,1926
999,Plutarch  ,W.B. Yeats,1928
1000,Ezra Pound  ,W.B. Yeats,1925
1001,Ezra Pound  ,W.B. Yeats,1928
1002,Ezra Pound  ,W.B. Yeats,1923
1003,Ezra Pound  ,W.B. Yeats,1920
1004,Ezra Pound  ,W.B. Yeats,1926
1005,Confucius  ,W.B. Yeats,1928
1006,Guy de Pourtalès  ,W.B. Yeats,1928
1007,David  ,W.B. Yeats,1929
1008,Sir Arthur Thomas Quiller-Couch  ,W.B. Yeats,1920
1009,Arthur Quiller-Couch  ,W.B. Yeats,1927
1010,Schulte's Book Store  ,W.B. Yeats,1926
1011,Schulte's Book Store  ,W.B. Yeats,1926
1012,Schulte's Book Store  ,W.B. Yeats,1926
1013,Schulte's Book Store  ,W.B. Yeats,1926
1014,Jean Paul Raymond  ,W.B. Yeats,1929
1015,Winwood Reade  ,W.B. Yeats,1924
1016,John Dryden  ,W.B. Yeats,1925
1017,Charles Robert Richet  ,W.B. Yeats,1923
1018,Edwin Arlington Robinson  ,W.B. Yeats,1928
1019,Lennox Robinson  ,W.B. Yeats,1928
1020,Lennox Robinson  ,W.B. Yeats,1927
1021,Lennox Robinson  ,W.B. Yeats,1924
1022,Lennox Robinson  ,W.B. Yeats,1927
1023,Lennox Robinson  ,W.B. Yeats,1925
1024,Lennox Robinson  ,W.B. Yeats,1924
1025,Lennox Robinson  ,W.B. Yeats,1920
1026,Lennox Robinson  ,W.B. Yeats,1920
1027,Lennox Robinson  ,W.B. Yeats,1928
1028,Lennox Robinson  ,W.B. Yeats,1928
1029,Vivian Erwood Robson  ,W.B. Yeats,1923
1030,Vivian Erwood Robson  ,W.B. Yeats,1922
1031,Frederick William Rolfe  ,W.B. Yeats,1929
1032,Johnny Roosval  ,W.B. Yeats,1923
1033,Bertrand Russell  ,W.B. Yeats,1925
1034,Bertrand Russell  ,W.B. Yeats,1927
1035,George William Russell  ,W.B. Yeats,1926
1036,Leopold von Sacher-Masoch,James Joyce,1920
1037,Sir Max Beerbohm,Flannery O'Connor,1928
1038,Sir Max Beerbohm,Flannery O'Connor,1926
1039,Stendhal,Flannery O'Connor,1926
1040,Baron. Friedrich Von Hugel,Flannery O'Connor,1926
1041,Joseph Conrad,Flannery O'Connor,1921
1042,Henri Bergson  ,W.B. Yeats,1924
1043,E. M. Forster,Flannery O'Connor,1924
1044,James Joyce,Flannery O'Connor,1926
1045,Ring Lardner,Flannery O'Connor,1929
1046,Katherine Mansfield,Flannery O'Connor,1922
1047,Edith Wharton,Flannery O'Connor,1920
1048,Nicholas Patrick Wiseman,Flannery O'Connor,1922
1049,Virginia Woolf,Flannery O'Connor,1928
1050,Edmund Burke  ,W.B. Yeats,1921
1051,Robert Burton  ,W.B. Yeats,1923
1052,J. B. Bury  ,W.B. Yeats,1923
1053,J. B. Bury  ,W.B. Yeats,1927
1054,Stephen W. Bushell  ,W.B. Yeats,1921
1055,Baron George Gordon Byron Byron  ,W.B. Yeats,1922
1056,James Branch Cabell  ,W.B. Yeats,1928
1057,Roy Campbell  ,W.B. Yeats,1924
1058,Karel _apek  ,W.B. Yeats,1927
1059,Karel _apek  ,W.B. Yeats,1923
1060,Carlo Carra  ,W.B. Yeats,1921
1061,[N.auth]  ,W.B. Yeats,1926
1062,John Charpentier  ,W.B. Yeats,1929
1063,Anton Pavlovich Chekhov  ,W.B. Yeats,1923
1064,Govinda Krishna Chettur  ,W.B. Yeats,1922
1065,Austin Clarke  ,W.B. Yeats,1929
1066,Edward Clodd  ,W.B. Yeats,1926
1067,Jean Cocteau  ,W.B. Yeats,1927
1068,Samuel Taylor Coleridge  ,W.B. Yeats,1924
1069,Padraic Colum  ,W.B. Yeats,1927
1070,Joseph Conrad  ,W.B. Yeats,1928
1071,Coppard A.E.  ,W.B. Yeats,1928
1072,Frances Darwin Cornford  ,W.B. Yeats,1928
1073,Henry Cousens  ,W.B. Yeats,1926
1074,Lucie Cousturier  ,W.B. Yeats,1921
1075,Angelo Crespi  ,W.B. Yeats,1926
1076,[N.auth]  ,W.B. Yeats,1924
1077,Benedetto Croce; (Translator) Douglas Ainslie  ,W.B. Yeats,1922
1078,Benedetto Croce  ,W.B. Yeats,1921
1079,Benedetto Croce  ,W.B. Yeats,1927
1080,Benedetto Croce  ,W.B. Yeats,1922
1081,Benedetto Croce  ,W.B. Yeats,1922
1082,E. E. Cummings              ,e.e. cummings,1928
1083,A. Viger              ,e.e. cummings,1924
1084,Genevieve Taggard              ,e.e. cummings,1929
1085,Marcel Proust              ,e.e. cummings,1927
1086,Robert Seymour Bridges              ,e.e. cummings,1927
1087,James Joseph Daly  ,W.B. Yeats,1926
1088,Samuel Foster Damon  ,W.B. Yeats,1924
1089,National Committee of Japan on Intellectual Co-Operation  ,W.B. Yeats,1928
1090,Charles Frederick D'arcy  ,W.B. Yeats,1929
